smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;tA;axA;ayA;xC;yC;tC;axC;ayC
CW;1;67.5;67.50;67.50;50;-0.42654992;0.86830000;25.94;0.047966;-0.012639;-0.42599990;0.84164970;25.98;0.031443;0.018645
CCW;2;292.5;-67.50;-135.00;50;-0.42094990;0.83619990;25.96;0.043464;0.020649;-0.40240004;0.83240020;25.91;0.034617;-0.014429
CW;3;45;45.00;112.50;50;-0.39175000;0.80310010;25.97;0.052417;-0.008667;-0.39380004;0.78829976;25.96;0.022598;0.014045
CW;4;157.5;157.50;112.50;50;-0.39164996;0.79384992;26.07;0.023667;-0.005920;-0.38779992;0.79469980;26.06;0.053484;0.012097
CCW;5;0;0.00;-157.50;50;-0.39870008;0.77449984;26.02;0.054458;0.005435;-0.38190010;0.76819990;26.10;0.023538;0.001655
CW;6;67.5;67.50;67.50;50;-0.39089990;0.77594980;26.10;0.048296;-0.012876;-0.38554980;0.77339984;26.06;0.031528;0.018860
CW;7;157.5;157.50;90.00;50;-0.37225016;0.76060000;26.10;0.022371;-0.005452;-0.39034990;0.76110000;26.10;0.053887;0.012097
CW;8;180;180.00;22.50;50;-0.36915012;0.74690010;26.10;0.018083;0.001306;-0.38124996;0.75930000;26.10;0.057847;0.005618
CCW;9;45;45.00;-135.00;50;-0.37735004;0.75600000;26.10;0.053193;-0.008418;-0.37590000;0.74640008;26.10;0.025088;0.014221
CCW;10;0;0.00;-45.00;50;-0.39890020;0.76419984;26.10;0.055547;0.005522;-0.38379996;0.74414990;26.10;0.021431;0.001140
CW;11;67.5;67.50;67.50;50;-0.38719996;0.76964980;26.10;0.048345;-0.012805;-0.38594984;0.74730000;26.10;0.031760;0.018894
CCW;12;0;0.00;-67.50;50;-0.38580010;0.74895008;26.10;0.056772;0.004473;-0.38625010;0.75180008;26.10;0.020229;0.000425
CW;13;67.5;67.50;67.50;50;-0.39015000;0.75190010;26.10;0.048196;-0.012886;-0.38814996;0.76425000;26.09;0.030107;0.018760
CCW;14;270;-90.00;-157.50;50;-0.38704990;0.75424976;26.10;0.035054;0.021519;-0.36690008;0.74710030;26.10;0.039707;-0.014939
CW;15;67.5;67.50;157.50;50;-0.37824988;0.74995020;26.10;0.047463;-0.012751;-0.37745008;0.74804990;26.10;0.031152;0.018740
CCW;16;22.5;22.50;-45.00;50;-0.37999996;0.75544990;26.10;0.055640;-0.001909;-0.38184992;0.75040040;26.10;0.022500;0.008101
CCW;17;225;-135.00;-157.50;50;-0.36730000;0.74735016;26.10;0.025632;0.015640;-0.37915000;0.75510000;26.10;0.050315;-0.007974
CW;18;225;-135.00;0.00;50;-0.37295016;0.74465040;26.10;0.022876;0.015261;-0.36910004;0.76654990;26.10;0.052529;-0.008401
CCW;19;180;-180.00;-45.00;50;-0.38205000;0.75050000;26.10;0.021787;0.001257;-0.38620012;0.74975000;26.10;0.056902;0.005186
CW;20;337.5;-22.50;157.50;50;-0.38835000;0.74335010;26.10;0.054263;0.011619;-0.36410008;0.73830010;26.10;0.022817;-0.005581
CCW;21;315;-45.00;-22.50;50;-0.37020008;0.73480010;26.08;0.050710;0.017488;-0.37090008;0.75324992;26.05;0.028853;-0.010803
CCW;22;247.5;-112.50;-67.50;50;-0.38144996;0.73800030;26.10;0.030732;0.019351;-0.37620000;0.73995020;26.04;0.048066;-0.012729
CCW;23;202.5;-157.50;-45.00;50;-0.37555020;0.74919990;26.09;0.021235;0.008574;-0.38330008;0.73820024;26.09;0.055767;-0.001482
CCW;24;157.5;-202.50;-45.00;50;-0.38029996;0.74310020;26.08;0.022415;-0.005530;-0.38074992;0.73465016;26.08;0.053977;0.011914
CW;25;270;-90.00;112.50;50;-0.37869996;0.72879980;26.11;0.036719;0.020913;-0.38394980;0.73450010;26.10;0.040647;-0.014531
CCW;26;180;-180.00;-90.00;50;-0.38030000;0.73814992;26.06;0.020161;0.000786;-0.37520000;0.73605020;26.09;0.056724;0.005181
CCW;27;135;-225.00;-45.00;50;-0.36710000;0.73770030;26.08;0.026199;-0.011130;-0.37910000;0.72910016;26.13;0.044189;0.017390
CW;28;225;-135.00;90.00;50;-0.38719996;0.73520030;26.10;0.024775;0.014893;-0.37560000;0.73555016;26.07;0.052305;-0.007874
CW;29;0;0.00;135.00;50;-0.37355000;0.72849976;26.08;0.056724;0.005535;-0.37690010;0.73319980;26.10;0.018437;0.001462
CW;30;45;45.00;45.00;50;-0.37930004;0.72670000;26.08;0.052542;-0.008389;-0.37055004;0.71195000;26.10;0.022019;0.014011
CW;31;157.5;157.50;112.50;50;-0.37100004;0.73635010;26.10;0.022869;-0.005107;-0.37520010;0.72129976;26.10;0.053591;0.011943
CCW;32;0;0.00;-157.50;50;-0.38584992;0.72120000;26.05;0.055940;0.004387;-0.38045012;0.73010000;26.08;0.020098;0.001677
CW;33;0;0.00;0.00;50;-0.37865010;0.72879980;26.07;0.056533;0.004905;-0.36870020;0.72445000;26.07;0.020684;0.001111
CCW;34;202.5;-157.50;-157.50;50;-0.37614990;0.72229990;26.02;0.021274;0.008911;-0.38224996;0.71739984;26.05;0.055679;-0.001853
CCW;35;135;-225.00;-67.50;50;-0.37440000;0.70380020;26.10;0.026196;-0.010723;-0.38165000;0.72385010;26.10;0.051460;0.017290
CW;36;225;-135.00;90.00;50;-0.38780000;0.72229990;26.08;0.026147;0.015627;-0.37245000;0.71905020;26.05;0.052722;-0.008003
CCW;37;112.5;-247.50;-112.50;50;-0.38674984;0.73189980;26.06;0.032952;-0.013713;-0.38594984;0.71894976;26.10;0.044194;0.020889
CW;38;112.5;-247.50;0.00;50;-0.37645010;0.71774984;26.10;0.033572;-0.014355;-0.37210016;0.71359984;26.10;0.044187;0.020620
CCW;39;67.5;-292.50;-45.00;50;-0.38969990;0.71395010;26.10;0.047083;-0.012842;-0.38719992;0.71799990;26.10;0.031057;0.019695
CCW;40;45;-315.00;-22.50;50;-0.38290000;0.71900020;26.10;0.052998;-0.008230;-0.38620008;0.70575020;26.12;0.025198;0.014583
CCW;41;225;-135.00;-135.00;50;-0.38075010;0.70440010;26.15;0.025015;0.014824;-0.38534992;0.69685030;26.15;0.052993;-0.008406
CCW;42;45;-315.00;-180.00;50;-0.36859990;0.70969990;26.17;0.053906;-0.009602;-0.37155010;0.70060000;26.17;0.023503;0.014937
CW;43;180;-180.00;135.00;50;-0.37905008;0.70825000;26.10;0.020361;0.001858;-0.38040008;0.70235010;26.10;0.056223;0.005315
CW;44;180;-180.00;0.00;50;-0.38380000;0.71125000;26.11;0.019626;0.001626;-0.37619990;0.69489990;26.10;0.055742;0.005696
CCW;45;135;-225.00;-45.00;50;-0.38209984;0.69364990;26.10;0.027041;-0.010784;-0.38314996;0.70179990;26.10;0.051069;0.016760
CW;46;180;-180.00;45.00;50;-0.38754992;0.68620030;26.10;0.023306;0.002495;-0.40140012;0.71420010;26.10;0.055881;0.005461
CCW;47;112.5;-247.50;-67.50;50;-0.38115000;0.70470000;26.10;0.032788;-0.013582;-0.39249990;0.70620000;26.10;0.043752;0.020459
CW;48;180;-180.00;67.50;50;-0.38280008;0.70300020;26.10;0.021375;0.002375;-0.38654996;0.70040010;26.10;0.056052;0.005439
CCW;49;22.5;-337.50;-157.50;50;-0.38085000;0.68970024;26.10;0.055571;-0.002046;-0.38129992;0.69525030;26.10;0.021880;0.008696
CCW;50;292.5;-67.50;-67.50;50;-0.38229988;0.67595016;26.09;0.044722;0.020957;-0.38449990;0.69704990;26.11;0.032910;-0.014202
CW;51;0;0.00;67.50;50;-0.40460000;0.68389980;26.10;0.055029;0.004524;-0.40025000;0.69015010;26.10;0.027324;0.000942
CW;52;157.5;157.50;157.50;50;-0.36645008;0.68915000;26.11;0.022686;-0.005547;-0.38849996;0.68515010;26.10;0.053486;0.012312
CCW;53;45;45.00;-112.50;50;-0.38230008;0.68015016;26.10;0.052822;-0.007544;-0.38669992;0.68960016;26.10;0.027861;0.014165
CCW;54;337.5;-22.50;-67.50;50;-0.40230020;0.68600000;26.10;0.054390;0.011389;-0.38649984;0.67990000;26.12;0.022668;-0.005525
CW;55;112.5;112.50;135.00;50;-0.37734996;0.69084990;26.10;0.033105;-0.013589;-0.39605020;0.67425000;26.13;0.044038;0.020789
CW;56;225;225.00;112.50;50;-0.38724992;0.67475010;26.15;0.027036;0.014934;-0.38630010;0.68735020;26.13;0.051042;-0.008357
CCW;57;180;180.00;-45.00;50;-0.36210000;0.67655020;26.16;0.016826;0.001890;-0.37514996;0.68830000;26.14;0.056313;0.005920
CW;58;337.5;337.50;157.50;50;-0.38909996;0.67805010;26.11;0.053801;0.011665;-0.37950012;0.68309990;26.12;0.025520;-0.005356
CCW;59;270;270.00;-67.50;50;-0.38499984;0.66510016;26.13;0.036514;0.020923;-0.38624996;0.68810000;26.19;0.043662;-0.014497
CCW;60;180;180.00;-90.00;50;-0.38275012;0.66534996;26.11;0.021096;0.002014;-0.39260008;0.66550016;26.18;0.056147;0.004741
CCW;61;22.5;22.50;-157.50;50;-0.38070010;0.67484984;26.10;0.055798;-0.001765;-0.37935012;0.66095000;26.17;0.022610;0.009016
CCW;62;315;-45.00;-67.50;50;-0.37180000;0.66070016;26.20;0.049690;0.017339;-0.38230008;0.66615004;26.14;0.027336;-0.010234
CW;63;112.5;112.50;157.50;50;-0.38865008;0.66085016;26.13;0.033044;-0.014014;-0.39189996;0.65849990;26.17;0.045056;0.020808
CW;64;135;135.00;22.50;50;-0.37435010;0.67190010;26.22;0.026184;-0.010393;-0.38000000;0.65854990;26.13;0.051819;0.017239
CCW;65;22.5;22.50;-112.50;50;-0.38534996;0.66929990;26.14;0.055620;-0.002122;-0.38029996;0.66149990;26.14;0.022634;0.008323
CW;66;45;45.00;22.50;50;-0.38859992;0.66860010;26.23;0.051904;-0.008293;-0.39935016;0.66080004;26.17;0.026870;0.014673
CW;67;135;135.00;90.00;50;-0.38880000;0.67475040;26.14;0.025784;-0.010425;-0.38230000;0.65085000;26.14;0.048406;0.016667
CW;68;180;180.00;45.00;50;-0.38494992;0.65569980;26.13;0.018022;0.001506;-0.37514990;0.66645000;26.11;0.058604;0.004731
CW;69;337.5;337.50;157.50;50;-0.38409980;0.66295000;26.12;0.053904;0.011873;-0.39104992;0.65895004;26.13;0.023811;-0.005820
CW;70;135;135.00;135.00;50;-0.39770004;0.65679984;26.16;0.029531;-0.010681;-0.38520000;0.65835000;26.16;0.050759;0.017236
CW;71;292.5;292.50;157.50;50;-0.39015010;0.65944992;26.16;0.044221;0.020942;-0.37580000;0.65279980;26.14;0.034875;-0.013638
CW;72;315;315.00;22.50;50;-0.37945000;0.65244996;26.16;0.051514;0.017429;-0.38084992;0.65750000;26.15;0.027937;-0.010842
CW;73;0;360.00;45.00;50;-0.39595008;0.64634984;26.14;0.057690;0.004426;-0.39219990;0.65429984;26.10;0.022371;0.001741
CW;74;90;90.00;90.00;50;-0.38814984;0.65269992;26.10;0.039617;-0.014812;-0.38479996;0.64674980;26.10;0.039885;0.021733
CW;75;112.5;112.50;22.50;50;-0.38019996;0.65244980;26.10;0.032544;-0.013330;-0.38649992;0.65629980;26.10;0.044119;0.020520
CCW;76;67.5;67.50;-45.00;50;-0.38739990;0.65784990;26.10;0.047104;-0.012593;-0.38599996;0.65265000;26.12;0.030178;0.019333
CW;77;225;225.00;157.50;50;-0.38154996;0.65404980;26.12;0.026580;0.014478;-0.38420000;0.65014980;26.10;0.051621;-0.008025
CW;78;292.5;292.50;67.50;50;-0.37690016;0.64480000;26.13;0.044189;0.020486;-0.38294992;0.65109984;26.10;0.034363;-0.013667
CCW;79;112.5;112.50;-180.00;50;-0.39219996;0.65354990;26.12;0.033789;-0.013701;-0.38859996;0.64809990;26.13;0.043567;0.021067
CCW;80;67.5;67.50;-45.00;50;-0.38074996;0.64969984;26.10;0.047024;-0.012385;-0.38849984;0.63399990;26.10;0.030247;0.019795
CW;81;135;135.00;67.50;50;-0.38609996;0.64259990;26.13;0.027710;-0.010500;-0.37934996;0.64269990;26.12;0.050176;0.017290
CCW;82;0;0.00;-135.00;50;-0.39015016;0.62950004;26.16;0.054907;0.004729;-0.39099992;0.64294990;26.11;0.024260;0.001609
CW;83;67.5;67.50;67.50;50;-0.39569996;0.64779984;26.13;0.047896;-0.012505;-0.39845004;0.62729980;26.16;0.031350;0.019302
CCW;84;315;-45.00;-112.50;50;-0.38744984;0.63105000;26.18;0.048782;0.017222;-0.38295010;0.63364990;26.15;0.028530;-0.010652
CW;85;67.5;67.50;112.50;50;-0.39195000;0.63179992;26.26;0.046948;-0.012407;-0.37970008;0.62075020;26.17;0.029866;0.019341
CW;86;90;90.00;22.50;50;-0.38804992;0.62635016;26.19;0.038813;-0.013740;-0.39090008;0.61664990;26.20;0.037546;0.021448
CW;87;112.5;112.50;22.50;50;-0.39980000;0.63189990;26.19;0.032446;-0.013965;-0.38699990;0.62964992;26.23;0.043352;0.020913
CW;88;157.5;157.50;45.00;50;-0.38330012;0.62835000;26.21;0.022603;-0.004651;-0.39915000;0.62929992;26.24;0.053765;0.011387
CCW;89;135;135.00;-22.50;50;-0.39050004;0.62970008;26.28;0.027678;-0.011016;-0.39129992;0.63240004;26.28;0.049148;0.016812
CW;90;157.5;157.50;22.50;50;-0.38219984;0.61810010;26.23;0.021831;-0.004507;-0.38860000;0.62399996;26.17;0.053945;0.011675
CW;91;225;225.00;67.50;50;-0.38050010;0.61770010;26.10;0.023079;0.015076;-0.39129996;0.61530000;26.14;0.051785;-0.007751
CW;92;0;360.00;135.00;50;-0.38004996;0.63459980;26.11;0.055771;0.005413;-0.39069996;0.61764984;26.19;0.021082;0.001536
CCW;93;315;315.00;-45.00;50;-0.39595000;0.62804996;26.22;0.049280;0.016570;-0.38190010;0.61815000;26.24;0.026616;-0.010779
CW;94;0;360.00;45.00;50;-0.38985004;0.61269984;26.26;0.054902;0.004519;-0.39825016;0.61840000;26.28;0.022615;0.000962
CW;95;0;360.00;0.00;50;-0.38645004;0.62295000;26.24;0.054692;0.004827;-0.38655010;0.62989990;26.30;0.020945;0.001082
CCW;96;337.5;337.50;-22.50;50;-0.38979990;0.61529992;26.30;0.053657;0.011228;-0.38989980;0.61850020;26.31;0.022737;-0.005271
CCW;97;292.5;292.50;-45.00;50;-0.38859990;0.62055010;26.30;0.043962;0.020396;-0.37540010;0.61605000;26.30;0.034077;-0.013948
CW;98;45;45.00;45.00;50;-0.39440004;0.62255000;26.30;0.051621;-0.008381;-0.39420008;0.61889990;26.31;0.026052;0.014907
CCW;99;292.5;-67.50;-112.50;50;-0.38244996;0.59860010;26.30;0.043860;0.020496;-0.38574984;0.62400010;26.30;0.032705;-0.013469
CCW;100;180;-180.00;-112.50;50;-0.37940008;0.61885000;26.30;0.020291;0.001372;-0.40470004;0.60124990;26.30;0.056733;0.005237
CW;101;180;-180.00;0.00;50;-0.38334992;0.61995010;26.30;0.020518;0.002102;-0.38295000;0.61675000;26.30;0.056587;0.004990
CW;102;225;-135.00;45.00;50;-0.38454984;0.60279996;26.30;0.025505;0.015540;-0.39780008;0.60704990;26.31;0.051453;-0.008013
CCW;103;112.5;-247.50;-112.50;50;-0.38260010;0.60535000;26.31;0.031770;-0.013569;-0.39685000;0.59949990;26.33;0.042246;0.020369
CW;104;135;-225.00;22.50;50;-0.39250016;0.59920008;26.34;0.026658;-0.011138;-0.40020008;0.60244990;26.38;0.049814;0.016968
CCW;105;337.5;-382.50;-157.50;50;-0.39560008;0.59635000;26.42;0.054268;0.011255;-0.39700008;0.59890000;26.39;0.022202;-0.004248
CW;106;67.5;-292.50;90.00;50;-0.39495004;0.60195000;26.38;0.046309;-0.012788;-0.39015004;0.59694990;26.38;0.030835;0.019521
CCW;107;22.5;-337.50;-45.00;50;-0.40249996;0.60054992;26.44;0.054773;-0.002148;-0.37909996;0.59409992;26.45;0.020366;0.008967
CCW;108;0;-360.00;-22.50;50;-0.39725020;0.59450008;26.46;0.057085;0.004922;-0.38149996;0.59840010;26.47;0.017805;0.002258
CW;109;112.5;-247.50;112.50;50;-0.39114990;0.58835008;26.39;0.031919;-0.013718;-0.39375008;0.59624992;26.44;0.042563;0.020774
CW;110;270;-90.00;157.50;50;-0.38744980;0.58105016;26.37;0.038252;0.021128;-0.38489984;0.59115000;26.44;0.038433;-0.014407
CCW;111;180;-180.00;-90.00;50;-0.39389992;0.59244996;26.35;0.019087;0.001936;-0.38989990;0.59904990;26.38;0.056304;0.004507
CW;112;315;-45.00;135.00;50;-0.40020000;0.59679990;26.44;0.046321;0.016768;-0.38540000;0.59084992;26.40;0.028381;-0.010166
CW;113;45;45.00;90.00;50;-0.38460020;0.59339992;26.33;0.053091;-0.008271;-0.39615008;0.58650000;26.33;0.026025;0.014480
CW;114;180;180.00;135.00;50;-0.39824990;0.58095016;26.31;0.019604;0.001714;-0.39895000;0.59254990;26.33;0.056646;0.005266
CCW;115;112.5;112.50;-67.50;50;-0.39690004;0.59860004;26.33;0.032427;-0.013523;-0.40540004;0.58909990;26.34;0.043733;0.020957
CW;116;202.5;202.50;90.00;50;-0.38729984;0.58979992;26.30;0.021377;0.008938;-0.38339992;0.59709990;26.30;0.054792;-0.002058
CCW;117;90;90.00;-112.50;50;-0.40850000;0.59424990;26.26;0.039963;-0.013157;-0.40280016;0.58909992;26.30;0.035645;0.021394
CW;118;202.5;202.50;112.50;50;-0.39540004;0.59389996;26.30;0.021514;0.009116;-0.39619990;0.59014980;26.30;0.054890;-0.001987
CW;119;247.5;247.50;45.00;50;-0.40780010;0.59719990;26.36;0.030486;0.019648;-0.39014992;0.60580004;26.30;0.048027;-0.012644
CW;120;337.5;337.50;90.00;50;-0.40080016;0.57680010;26.30;0.053577;0.011895;-0.39084996;0.58905000;26.30;0.024490;-0.005383
