cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
95;225;-135.00;-135.00;50;-0.28810010;0.58430000;0.076567;-0.003809;-0.29290006;0.59394990;0.018352;-0.009077
96;135;135.00;90.00;50;-0.29065008;0.59679990;0.045410;0.023203;-0.29640008;0.58705010;0.049983;-0.035718
97;225;225.00;-90.00;50;-0.29790002;0.58100010;0.076216;-0.003821;-0.29525006;0.58509992;0.019460;-0.008225
98;202.5;-157.50;-157.50;50;-0.29185006;0.59074990;0.073699;0.007031;-0.30990000;0.57445010;0.022075;-0.019849
99;337.5;-22.50;-45.00;50;-0.30030006;0.58904992;0.038853;-0.034294;-0.29189998;0.58635016;0.056758;0.022126
100;90;90.00;-67.50;50;-0.30289992;0.58510000;0.025750;0.012449;-0.30485000;0.58105010;0.070259;-0.025012
101;157.5;157.50;-112.50;50;-0.29190004;0.58879996;0.054685;0.021882;-0.29995000;0.60234990;0.038433;-0.034131
102;112.5;112.50;112.50;50;-0.29544996;0.58824990;0.036306;0.019729;-0.30600000;0.58454996;0.060833;-0.032402
103;67.5;67.50;67.50;50;-0.29565010;0.59119992;0.018843;0.002803;-0.29185006;0.58014992;0.076489;-0.015090
104;247.5;247.50;0.00;50;-0.30129996;0.58005010;0.075225;-0.015190;-0.29354998;0.59029990;0.019983;0.003132
105;292.5;292.50;-135.00;50;-0.30445000;0.59425000;0.062422;-0.032451;-0.28770000;0.58205010;0.037544;0.019939
106;135;135.00;135.00;50;-0.28089996;0.58914996;0.045273;0.023555;-0.29130016;0.57985000;0.049146;-0.035664
107;45;45.00;45.00;50;-0.30134996;0.57674990;0.017283;-0.008472;-0.28780008;0.57805016;0.076726;-0.003513
108;180;180.00;-45.00;50;-0.28945004;0.59414992;0.066255;0.016506;-0.29840010;0.58975008;0.028762;-0.028811
109;22.5;22.50;22.50;50;-0.29620004;0.58710010;0.019868;-0.019678;-0.29874996;0.58240010;0.074458;0.007219
110;315;315.00;112.50;50;-0.30440000;0.56945016;0.049636;-0.035437;-0.28394996;0.58934980;0.047527;0.022922
111;0;360.00;-135.00;50;-0.29615006;0.57140010;0.029187;-0.028723;-0.28604996;0.58435010;0.068838;0.016528
112;270;-90.00;-90.00;50;-0.29405016;0.57665016;0.070471;-0.025156;-0.28645010;0.58744984;0.025698;0.012798
113;45;45.00;-45.00;50;-0.28755004;0.57204990;0.018223;-0.008804;-0.29005006;0.58885000;0.077178;-0.003469
114;270;270.00;45.00;50;-0.29380006;0.57250020;0.070791;-0.025059;-0.30004996;0.59314996;0.026790;0.012893
115;247.5;-112.50;-112.50;50;-0.30075002;0.56865010;0.075676;-0.015090;-0.29905010;0.58580000;0.018804;0.002800
116;67.5;67.50;0.00;50;-0.29025006;0.59699990;0.019521;0.002964;-0.28925004;0.56630010;0.076172;-0.014939
117;90;90.00;-157.50;50;-0.28860006;0.58615010;0.024719;0.012307;-0.30819988;0.57235010;0.070593;-0.024741
118;0;360.00;90.00;50;-0.28460002;0.59004984;0.027991;-0.028376;-0.29630002;0.57890010;0.069216;0.016479
119;225;-135.00;-135.00;50;-0.29350016;0.57270010;0.076946;-0.003726;-0.30045000;0.58815016;0.017891;-0.008718
120;315;-45.00;-90.00;50;-0.30330000;0.58195000;0.050535;-0.035432;-0.27984998;0.58959984;0.044946;0.023335
121;135;135.00;0.00;50;-0.29030000;0.57740000;0.045168;0.023591;-0.29415000;0.58440000;0.049683;-0.035256
122;180;180.00;-135.00;50;-0.29825002;0.57855010;0.065317;0.016438;-0.30170000;0.58205016;0.029211;-0.028857
123;157.5;157.50;157.50;50;-0.29165012;0.58300000;0.057239;0.022021;-0.29165010;0.57549980;0.039438;-0.034067
124;202.5;202.50;-135.00;50;-0.29225012;0.57630016;0.074658;0.007859;-0.29825002;0.58965000;0.022041;-0.019773
125;112.5;112.50;112.50;50;-0.28420000;0.58870008;0.034314;0.019949;-0.30410008;0.58075010;0.061428;-0.032517
126;292.5;292.50;0.00;50;-0.29340010;0.56675000;0.061973;-0.032075;-0.30040002;0.58535004;0.036355;0.019768
127;22.5;22.50;22.50;50;-0.30775000;0.58225000;0.021196;-0.019871;-0.28449996;0.58785000;0.073640;0.007632
128;337.5;337.50;135.00;50;-0.29695010;0.58230010;0.038108;-0.034529;-0.28625008;0.58065004;0.057537;0.022104
129;157.5;157.50;157.50;50;-0.29390010;0.57445024;0.057717;0.022231;-0.28980014;0.58005000;0.038169;-0.034343
130;22.5;22.50;22.50;50;-0.29524996;0.57990000;0.021606;-0.019795;-0.28505004;0.58045020;0.075740;0.007598
131;0;360.00;157.50;50;-0.29735008;0.57860010;0.028428;-0.028633;-0.28410004;0.57430016;0.068623;0.016558
132;45;45.00;45.00;50;-0.29935004;0.58204996;0.017700;-0.009219;-0.30085000;0.58395004;0.078035;-0.003555
133;270;270.00;45.00;50;-0.29270004;0.57240020;0.070715;-0.025356;-0.28710004;0.58085010;0.026750;0.013086
134;67.5;67.50;67.50;50;-0.30189990;0.58040016;0.018269;0.002395;-0.29685006;0.58080010;0.076157;-0.015264
135;112.5;112.50;-135.00;50;-0.28394996;0.57335016;0.033923;0.019856;-0.29145010;0.58200016;0.060444;-0.032668
136;180;180.00;-112.50;50;-0.30224994;0.57380010;0.064338;0.016577;-0.29720002;0.57125024;0.029707;-0.028948
137;225;225.00;-135.00;50;-0.28879994;0.58629996;0.075020;-0.003862;-0.28955004;0.57670010;0.017893;-0.008647
138;292.5;292.50;-112.50;50;-0.28795004;0.57255000;0.062153;-0.032332;-0.29270002;0.58750010;0.038149;0.019810
139;135;135.00;135.00;50;-0.29580012;0.59270008;0.044509;0.022620;-0.28870000;0.57945020;0.050669;-0.035251
140;202.5;202.50;-112.50;50;-0.28610004;0.58414996;0.072754;0.007458;-0.29665008;0.56600004;0.022439;-0.020051
141;337.5;337.50;-45.00;50;-0.28865008;0.57310024;0.039182;-0.034438;-0.29555008;0.57555016;0.060042;0.021147
142;90;90.00;90.00;50;-0.28905008;0.57115020;0.024319;0.012388;-0.29289996;0.56089990;0.069939;-0.025413
143;247.5;247.50;-22.50;50;-0.29500004;0.56190020;0.076089;-0.015332;-0.28780008;0.57685020;0.020330;0.002832
144;315;315.00;-112.50;50;-0.29305004;0.57260010;0.050554;-0.035903;-0.28044996;0.57815004;0.047368;0.022783
145;135;135.00;135.00;50;-0.28034990;0.56839996;0.045605;0.023411;-0.29930000;0.57050000;0.049939;-0.035508
146;90;90.00;90.00;50;-0.29320004;0.57200000;0.024265;0.012571;-0.28700012;0.56405020;0.069814;-0.024954
147;225;225.00;-45.00;50;-0.28535002;0.56265010;0.076406;-0.003352;-0.28920010;0.57180024;0.018293;-0.008394
148;270;270.00;-135.00;50;-0.28780010;0.56700004;0.068857;-0.025493;-0.28529996;0.56305004;0.026733;0.012708
149;112.5;112.50;112.50;50;-0.28930002;0.57790010;0.033738;0.020332;-0.29255010;0.56565020;0.060969;-0.032600
150;337.5;337.50;45.00;50;-0.28939998;0.56960010;0.037971;-0.034609;-0.28324996;0.56775016;0.060730;0.022034
151;202.5;-157.50;-157.50;50;-0.28890000;0.55915010;0.073792;0.007583;-0.29325014;0.57235000;0.020100;-0.019844
152;67.5;67.50;45.00;50;-0.28540004;0.55840004;0.018398;0.002803;-0.29305014;0.56780000;0.077424;-0.014841
153;0;360.00;112.50;50;-0.29365006;0.54785016;0.028523;-0.028630;-0.28460002;0.55394990;0.068040;0.016582
154;157.5;157.50;157.50;50;-0.29390010;0.57265016;0.055850;0.022234;-0.29495004;0.55890008;0.038325;-0.034385
155;22.5;22.50;22.50;50;-0.29520004;0.56955004;0.020176;-0.019587;-0.28370008;0.56265010;0.074177;0.007551
156;180;180.00;-22.50;50;-0.28470004;0.56635004;0.063699;0.016741;-0.29725004;0.57030004;0.028730;-0.028503
157;292.5;292.50;-67.50;50;-0.30460004;0.55759984;0.060537;-0.032361;-0.28094996;0.56970008;0.037112;0.019993
158;45;45.00;45.00;50;-0.29134998;0.56110008;0.017109;-0.008359;-0.28305010;0.54275010;0.076912;-0.003525
159;247.5;247.50;22.50;50;-0.27559992;0.55140010;0.076328;-0.015376;-0.28930004;0.56650010;0.020198;0.003103
160;315;315.00;-112.50;50;-0.29010004;0.55819992;0.050586;-0.035579;-0.27964996;0.56679992;0.047156;0.022874
161;180;-180.00;-180.00;50;-0.27685002;0.56820008;0.066370;0.016716;-0.29025006;0.55730004;0.027603;-0.029082
162;292.5;-67.50;-67.50;50;-0.29890008;0.56355008;0.059568;-0.032554;-0.27780000;0.56475000;0.034072;0.019441
163;45;45.00;-67.50;50;-0.28540004;0.55520000;0.017107;-0.008984;-0.28410010;0.55345004;0.077615;-0.004023
164;157.5;157.50;-67.50;50;-0.28380010;0.56499992;0.056462;0.021863;-0.29665008;0.56670004;0.038904;-0.034800
165;0;360.00;22.50;50;-0.28695002;0.56425008;0.028430;-0.028704;-0.27889990;0.56315004;0.068933;0.016353
166;67.5;67.50;67.50;50;-0.28825016;0.56290020;0.019763;0.002278;-0.28770000;0.55499992;0.075659;-0.015439
167;315;315.00;67.50;50;-0.29090004;0.55810000;0.049863;-0.035984;-0.28155010;0.56215008;0.047021;0.023047
168;247.5;-112.50;-112.50;50;-0.28565000;0.56164984;0.075273;-0.015076;-0.29035004;0.56635016;0.018728;0.002095
169;135;135.00;67.50;50;-0.28820000;0.56010016;0.044419;0.022878;-0.29030008;0.56079996;0.049880;-0.035879
170;202.5;202.50;-112.50;50;-0.28270000;0.56089984;0.073950;0.007498;-0.29010012;0.54980000;0.022322;-0.019771
171;90;90.00;90.00;50;-0.28305000;0.56340010;0.024922;0.012766;-0.29850010;0.54640010;0.070137;-0.025581
172;270;270.00;0.00;50;-0.29730004;0.56009996;0.069622;-0.025610;-0.27454992;0.57305024;0.026790;0.012529
173;22.5;22.50;22.50;50;-0.29445010;0.56179990;0.021497;-0.020117;-0.28525004;0.55569992;0.074165;0.007053
174;337.5;337.50;135.00;50;-0.28650008;0.55085010;0.039065;-0.034797;-0.27309992;0.56180020;0.059460;0.021760
175;225;-135.00;-135.00;50;-0.28055004;0.56010010;0.076084;-0.003823;-0.28425000;0.55570008;0.017473;-0.009316
176;112.5;112.50;67.50;50;-0.27849996;0.55815008;0.034819;0.020034;-0.29630004;0.56095000;0.060039;-0.032383
177;135;135.00;-157.50;50;-0.27619994;0.55955004;0.043430;0.023198;-0.28174996;0.55810000;0.050034;-0.035713
178;22.5;22.50;22.50;50;-0.28795004;0.57199990;0.019377;-0.020010;-0.28760012;0.55820010;0.074431;0.007214
179;292.5;292.50;90.00;50;-0.28264996;0.56045010;0.060315;-0.032612;-0.27549996;0.55590016;0.036772;0.019785
180;247.5;-112.50;-112.50;50;-0.27774992;0.55640010;0.075120;-0.015083;-0.29774996;0.57440010;0.018108;0.002573
181;67.5;67.50;0.00;50;-0.27764996;0.56004990;0.019177;0.002393;-0.28359994;0.55125000;0.075691;-0.015369
182;157.5;157.50;-90.00;50;-0.27645004;0.55510010;0.054863;0.022004;-0.28105004;0.54550020;0.038325;-0.034709
183;202.5;202.50;-135.00;50;-0.29155008;0.55700004;0.072979;0.007266;-0.28510000;0.56780010;0.020889;-0.019541
184;337.5;337.50;-45.00;50;-0.28630004;0.56120010;0.038125;-0.034763;-0.29025018;0.54915004;0.058350;0.021499
185;112.5;112.50;112.50;50;-0.27839996;0.55110000;0.033105;0.020159;-0.28895010;0.55065024;0.060225;-0.032703
186;225;225.00;-67.50;50;-0.29120008;0.55145000;0.075671;-0.003489;-0.28089996;0.56004996;0.018149;-0.008689
187;0;360.00;-45.00;50;-0.29000004;0.55484984;0.028340;-0.028806;-0.27839990;0.55794996;0.068850;0.016399
188;180;-180.00;-180.00;50;-0.28425008;0.56649992;0.065986;0.016545;-0.27459990;0.55805000;0.027925;-0.029053
189;45;45.00;45.00;50;-0.28269996;0.55785008;0.016802;-0.008945;-0.27559992;0.54525010;0.077048;-0.003545
190;315;315.00;90.00;50;-0.29440008;0.55440010;0.049817;-0.035322;-0.27800000;0.55135008;0.048035;0.022803
191;90;90.00;90.00;50;-0.28845004;0.56034992;0.023499;0.012451;-0.28685000;0.55255000;0.069150;-0.025334
192;270;270.00;0.00;50;-0.28765008;0.55244992;0.070439;-0.025110;-0.28650008;0.56855016;0.026274;0.013271
193;112.5;112.50;112.50;50;-0.28660002;0.56050010;0.033691;0.019985;-0.29040010;0.54795000;0.059072;-0.032742
194;90;90.00;90.00;50;-0.28074998;0.56355020;0.023647;0.012346;-0.28184998;0.55200000;0.070271;-0.025178
195;225;225.00;-45.00;50;-0.28530000;0.55934996;0.076111;-0.003787;-0.28215004;0.56235020;0.018958;-0.008594
196;180;-180.00;-180.00;50;-0.28645010;0.55440010;0.065679;0.016411;-0.29140000;0.55460000;0.027686;-0.028994
197;202.5;-157.50;-157.50;50;-0.27499996;0.54770010;0.072605;0.007793;-0.28695014;0.56240000;0.020652;-0.019673
198;22.5;22.50;0.00;50;-0.28640002;0.56065016;0.020618;-0.020132;-0.27999988;0.55965008;0.072031;0.007356
199;135;135.00;-67.50;50;-0.28360004;0.55925010;0.044182;0.023086;-0.28064990;0.55494992;0.048916;-0.035881
200;247.5;247.50;-67.50;50;-0.29154998;0.54670020;0.075894;-0.015105;-0.29095006;0.55475010;0.020388;0.002981
201;292.5;292.50;-135.00;50;-0.29050008;0.55329996;0.060762;-0.032183;-0.28205008;0.55295000;0.035764;0.019495
202;0;360.00;-112.50;50;-0.29125004;0.54085016;0.028564;-0.029021;-0.27779996;0.55465000;0.067773;0.016711
203;315;-45.00;-45.00;50;-0.29150006;0.55430008;0.049688;-0.035391;-0.27365000;0.55985010;0.045771;0.023140
204;337.5;-22.50;-157.50;50;-0.28590010;0.55469996;0.038293;-0.034453;-0.28084996;0.56610008;0.057717;0.021982
205;157.5;157.50;0.00;50;-0.26620008;0.55915010;0.056255;0.021824;-0.28730002;0.54190016;0.038157;-0.034092
206;45;45.00;45.00;50;-0.28280002;0.56190010;0.017722;-0.009285;-0.27524992;0.54500016;0.076973;-0.003477
207;270;270.00;45.00;50;-0.28680004;0.54360016;0.069861;-0.025222;-0.28190000;0.55549990;0.025469;0.012612
208;67.5;67.50;67.50;50;-0.27809990;0.56055000;0.017849;0.002590;-0.26485002;0.54575000;0.074214;-0.015713
209;247.5;247.50;0.00;50;-0.28720004;0.54899996;0.076133;-0.015544;-0.28465010;0.55665000;0.020786;0.002756
210;337.5;337.50;-90.00;50;-0.28279996;0.54680010;0.038582;-0.034834;-0.27119994;0.55964990;0.059692;0.021577
211;180;-180.00;-180.00;50;-0.27444994;0.55289984;0.064756;0.016321;-0.28980008;0.55945004;0.027610;-0.029209
212;0;0.00;0.00;50;-0.28770010;0.55320000;0.028057;-0.028904;-0.27509996;0.55415010;0.067493;0.016558
213;112.5;112.50;-67.50;50;-0.27274996;0.55840000;0.033872;0.019907;-0.28465012;0.55445000;0.060457;-0.032446
214;315;315.00;22.50;50;-0.28270000;0.54955008;0.049119;-0.035913;-0.28625002;0.55730020;0.046013;0.022974
215;90;90.00;90.00;50;-0.26985004;0.56345020;0.024202;0.012976;-0.28049996;0.54775010;0.070715;-0.025312
216;67.5;67.50;67.50;50;-0.27719992;0.56595004;0.018181;0.003076;-0.28329990;0.54590010;0.074644;-0.015227
217;157.5;157.50;-90.00;50;-0.27170002;0.55225016;0.054854;0.022036;-0.28539994;0.55434996;0.037747;-0.034297
218;292.5;292.50;-45.00;50;-0.28099996;0.55485010;0.061614;-0.032461;-0.27339992;0.54785024;0.036221;0.019692
219;22.5;22.50;22.50;50;-0.26850012;0.55705000;0.020037;-0.020154;-0.28715008;0.54540024;0.073870;0.007444
220;202.5;202.50;0.00;50;-0.27214996;0.54994992;0.073271;0.006980;-0.27769992;0.54630010;0.020862;-0.019746
221;135;135.00;135.00;50;-0.27524996;0.55775000;0.044136;0.022739;-0.27889996;0.55390000;0.048738;-0.036169
