smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;240;10;-0,45659984;-0,45794496;0,00134510;0,58196510;0,58715500;-0,00518990;24,47;24,46;0,01;0,02186963;0,05396972;-0,03210010;0,03448657;-0,02392432;0,05841089
CCW;250;4;-0,45884992;-0,45754992;-0,00130001;0,61313736;0,61307500;0,00006235;23,86;23,85;0,00;0,02731812;0,04952454;-0,02220642;0,03710083;-0,02563538;0,06273620
CCW;260;7;-0,46165700;-0,46168560;0,00002861;0,63175010;0,63350004;-0,00174993;23,51;23,49;0,01;0,03384312;0,04372349;-0,00988037;0,03880336;-0,02699254;0,06579590
CCW;270;8;-0,46109992;-0,46044364;-0,00065628;0,59538124;0,60536252;-0,00998127;24,08;24,09;-0,01;0,03942871;0,03764893;0,00177978;0,03853729;-0,02786316;0,06640045
CCW;280;7;-0,45684984;-0,45591416;-0,00093567;0,59054284;0,59975720;-0,00921434;24,19;24,21;-0,02;0,04481724;0,03174282;0,01307443;0,03791574;-0,02727016;0,06518590
CCW;290;6;-0,46000000;-0,46115824;0,00115824;0,62813336;0,63828344;-0,01015008;23,46;23,46;-0,00;0,05180338;0,02772949;0,02407389;0,03679850;-0,02505575;0,06185425
CCW;300;10;-0,46110988;-0,45924490;-0,00186497;0,59216000;0,59900510;-0,00684512;24,20;24,20;0,00;0,05569483;0,02149341;0,03420142;0,03376758;-0,02298022;0,05674780
CCW;310;7;-0,46231416;-0,45798568;-0,00432849;0,60582864;0,60721430;-0,00138563;24,01;24,00;0,01;0,06049839;0,01651646;0,04398193;0,03048514;-0,01954102;0,05002616
CCW;320;5;-0,46871000;-0,46175990;-0,00695011;0,62193000;0,62456000;-0,00263000;23,68;23,68;-0,00;0,06484375;0,01279395;0,05204981;0,02628027;-0,01500537;0,04128564
CCW;330;9;-0,45842770;-0,45660000;-0,00182772;0,59976124;0,60074996;-0,00098872;24,12;24,11;0,01;0,06705159;0,00932943;0,05772216;0,02137505;-0,01066759;0,03204264
CCW;340;7;-0,45678560;-0,45091420;-0,00587142;0,57372860;0,58349292;-0,00976431;24,56;24,57;-0,01;0,06866281;0,00634731;0,06231550;0,01611119;-0,00578404;0,02189523
CCW;350;8;-0,45759988;-0,46052500;0,00292510;0,61250000;0,61466248;-0,00216246;23,87;23,87;-0,01;0,07098999;0,00640106;0,06458893;0,01042236;0,00052917;0,00989319
CW;0;4;-0,46621240;-0,46256244;-0,00364995;0,62510000;0,63172496;-0,00662494;23,58;23,59;-0,01;0,07240174;0,00705505;0,06534669;0,00487915;0,00612122;-0,00124207
CW;10;9;-0,45962770;-0,45136108;-0,00826663;0,58167776;0,58079460;0,00088316;24,47;24,47;-0,00;0,07071479;0,00604818;0,06466661;-0,00114448;0,01132324;-0,01246772
CW;20;6;-0,46000824;-0,45331656;-0,00669166;0,59153350;0,58727496;0,00425851;24,34;24,33;0,01;0,06868774;0,00709880;0,06158895;-0,00677856;0,01740926;-0,02418783
CW;30;12;-0,46073744;-0,45772492;-0,00301251;0,60453340;0,60230420;0,00222915;24,05;24,04;0,01;0,06649476;0,01064901;0,05584575;-0,01199748;0,02229696;-0,03429443
CW;40;5;-0,46367988;-0,46176990;-0,00190997;0,61608992;0,61294000;0,00314993;23,84;23,83;0,01;0,06380420;0,01473486;0,04906933;-0,01644580;0,02681543;-0,04326123
CW;50;13;-0,46055764;-0,45446148;-0,00609618;0,58565390;0,58196924;0,00368464;24,38;24,38;-0,00;0,05814772;0,01729229;0,04085543;-0,02070425;0,03084585;-0,05155010
CW;60;6;-0,46571656;-0,46095824;-0,00475833;0,63004168;0,62438340;0,00565827;23,54;23,55;-0,01;0,05430420;0,02353068;0,03077352;-0,02350504;0,03467814;-0,05818319
CW;70;6;-0,45949152;-0,45748330;-0,00200823;0,60910844;0,59930844;0,00980002;23,96;23,98;-0,02;0,04871786;0,02827637;0,02044149;-0,02599243;0,03658244;-0,06257487
CW;80;9;-0,45945550;-0,46282768;0,00337219;0,61687780;0,61016668;0,00671113;23,85;23,84;0,01;0,04371908;0,03369927;0,01001980;-0,02714572;0,03790338;-0,06504910
CW;90;10;-0,45529000;-0,45542496;0,00013497;0,58542500;0,57553000;0,00989503;24,51;24,54;-0,02;0,03663160;0,03926660;-0,00263501;-0,02798804;0,03800904;-0,06599707
CW;100;5;-0,45654980;-0,45626990;-0,00027993;0,58515008;0,58242008;0,00273001;24,40;24,41;-0,01;0,03115967;0,04425098;-0,01309131;-0,02754736;0,03782568;-0,06537305
CW;110;4;-0,45112496;-0,45548748;0,00436249;0,57335016;0,57011250;0,00323761;24,68;24,70;-0,02;0,02585999;0,04997925;-0,02411926;-0,02584350;0,03615417;-0,06199768
CW;120;12;-0,45749990;-0,46030820;0,00280833;0,60386260;0,60016250;0,00370008;24,06;24,06;-0,00;0,02156616;0,05565796;-0,03409179;-0,02315959;0,03390849;-0,05706808
CW;130;5;-0,46771992;-0,46174996;-0,00596997;0,63938000;0,62827004;0,01110995;23,45;23,45;-0,00;0,01693115;0,06055225;-0,04362109;-0,01897803;0,03081982;-0,04979785
CW;140;3;-0,45316648;-0,46069992;0,00753343;0,57113340;0,56416660;0,00696677;24,72;24,74;-0,02;0,01241455;0,06313232;-0,05071777;-0,01537516;0,02580566;-0,04118083
CW;150;8;-0,45260616;-0,46328116;0,01067501;0,57966244;0,57725620;0,00240624;24,51;24,50;0,01;0,00906067;0,06737121;-0,05831054;-0,01095734;0,02133759;-0,03229492
CW;160;8;-0,45568732;-0,45999360;0,00430626;0,59498120;0,59331870;0,00166249;24,13;24,15;-0,02;0,00664520;0,06997803;-0,06333282;-0,00504517;0,01606232;-0,02110748
CW;170;9;-0,45616652;-0,45680550;0,00063896;0,57806664;0,57779450;0,00027215;24,53;24,53;0,00;0,00493028;0,07127658;-0,06634630;0,00005100;0,01017443;-0,01012343
CW;180;4;-0,44776232;-0,45798744;0,01022509;0,58252496;0,57833756;0,00418740;24,51;24,51;-0,00;0,00435547;0,07152222;-0,06716675;0,00597107;0,00453064;0,00144043
CW;190;6;-0,46355830;-0,46394996;0,00039166;0,63322500;0,63509170;-0,00186670;23,58;23,57;0,01;0,00695516;0,07165080;-0,06469564;0,01223267;-0,00045776;0,01269043
CW;200;7;-0,45784992;-0,45668556;-0,00116435;0,58833580;0,59362870;-0,00529289;24,29;24,28;0,01;0,00682164;0,06921596;-0,06239432;0,01761091;-0,00675398;0,02436488
CW;210;4;-0,45476240;-0,46019984;0,00543746;0,57873750;0,58228756;-0,00355005;24,44;24,45;-0,01;0,01001587;0,06617676;-0,05616089;0,02234863;-0,01180115;0,03414978
CW;220;10;-0,45422992;-0,45887996;0,00465003;0,59116008;0,59084510;0,00031495;24,28;24,28;0,01;0,01322681;0,06369238;-0,05046557;0,02717725;-0,01676074;0,04393799
CW;230;9;-0,45738330;-0,46182220;0,00443888;0,59508336;0,59521116;-0,00012779;24,18;24,18;0,00;0,01764703;0,05969320;-0,04204617;0,03128825;-0,02055013;0,05183838
CW;240;7;-0,45019276;-0,45714992;0,00695717;0,56882150;0,56719300;0,00162852;24,67;24,68;-0,01;0,02199951;0,05429583;-0,03229632;0,03407436;-0,02364990;0,05772426
CW;250;4;-0,45497484;-0,45641240;0,00143754;0,57973750;0,58333752;-0,00360006;24,43;24,40;0,03;0,02718079;0,04844666;-0,02126587;0,03656372;-0,02586548;0,06242919
CW;260;7;-0,45564984;-0,45267850;-0,00297135;0,57120720;0,58052860;-0,00932139;24,52;24,52;-0,00;0,03296631;0,04274658;-0,00978027;0,03793631;-0,02789027;0,06582659
CW;270;6;-0,45931652;-0,45603324;-0,00328326;0,60490008;0,60950000;-0,00459993;23,96;23,93;0,03;0,03856283;0,03814290;0,00041993;0,03880493;-0,02781738;0,06662232
CW;280;7;-0,45587136;-0,45852130;0,00264993;0,58925710;0,59112864;-0,00187153;24,32;24,31;0,01;0,04449079;0,03157645;0,01291434;0,03782192;-0,02738735;0,06520926
CW;290;7;-0,46007850;-0,45910710;-0,00097141;0,58685010;0,59702148;-0,01017135;24,27;24,26;0,01;0,04996129;0,02646833;0,02349296;0,03623849;-0,02553397;0,06177246
CW;300;7;-0,45767130;-0,45444992;-0,00322139;0,59317860;0,60189290;-0,00871432;24,12;24,13;-0,01;0,05585588;0,02190988;0,03394601;0,03389474;-0,02306885;0,05696358
CW;310;5;-0,45688988;-0,45770984;0,00081998;0,59849000;0,60441000;-0,00591999;24,08;24,09;-0,02;0,06151025;0,01570508;0,04580518;0,03029492;-0,01942871;0,04972363
CW;320;10;-0,46599992;-0,46046988;-0,00553006;0,63226010;0,63400000;-0,00173992;23,48;23,48;-0,00;0,06476806;0,01383081;0,05093725;0,02658423;-0,01496948;0,04155371
CW;330;3;-0,46186648;-0,45288312;-0,00898334;0,60305000;0,60480004;-0,00175005;24,08;24,07;0,00;0,06758952;0,01043050;0,05715902;0,02131429;-0,01015625;0,03147054
CW;340;4;-0,46197484;-0,46172492;-0,00024989;0,61481244;0,61998752;-0,00517511;23,81;23,81;-0,00;0,07028077;0,00823181;0,06204896;0,01603455;-0,00516174;0,02119629
CW;350;5;-0,46169990;-0,45776996;-0,00392994;0,58943000;0,58934010;0,00008988;24,35;24,36;-0,01;0,06998780;0,00545605;0,06453174;0,01091211;-0,00006396;0,01097607
