smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;130;9;-0,44902776;-0,45478880;0,00576106;0,59062220;0,58263330;0,00798887;24,66;24,66;-0,01;0,01595378;0,05803413;-0,04208035;-0,02033583;0,03124268;-0,05157851
CCW;140;7;-0,44529996;-0,44494990;-0,00035006;0,59075700;0,59091424;-0,00015724;24,67;24,67;-0,00;0,01209542;0,06168248;-0,04958706;-0,01683280;0,02749233;-0,04432513
CCW;150;3;-0,45721664;-0,45666660;-0,00055006;0,58370010;0,58188324;0,00181687;24,67;24,66;0,00;0,00767090;0,06541423;-0,05774333;-0,01126546;0,02211833;-0,03338379
CCW;160;6;-0,45809160;-0,45384988;-0,00424170;0,59759164;0,59871660;-0,00112498;24,34;24,34;-0,00;0,00563843;0,06913330;-0,06349488;-0,00556518;0,01701782;-0,02258301
CCW;170;7;-0,45017848;-0,45753568;0,00735721;0,60324280;0,59892140;0,00432140;24,30;24,30;-0,00;0,00446429;0,07011684;-0,06565256;-0,00070068;0,01188023;-0,01258092
CCW;180;7;-0,45109992;-0,45532132;0,00422141;0,59208570;0,59615710;-0,00407135;24,49;24,50;-0,00;0,00366629;0,07031669;-0,06665039;0,00528146;0,00586391;-0,00058245
CCW;190;4;-0,45926236;-0,45991236;0,00064999;0,60618740;0,60346250;0,00272489;24,23;24,20;0,03;0,00477295;0,07002930;-0,06525635;0,01153687;-0,00023376;0,01177063
CCW;200;7;-0,44694990;-0,45372136;0,00677148;0,60395708;0,60493570;-0,00097865;24,32;24,32;-0,00;0,00572021;0,06922852;-0,06350830;0,01657226;-0,00512521;0,02169747
CCW;210;4;-0,44926244;-0,45441232;0,00514990;0,59851260;0,60410000;-0,00558740;24,28;24,30;-0,02;0,00863586;0,06666320;-0,05802734;0,02182739;-0,01053833;0,03236572
CCW;220;8;-0,44970616;-0,45808120;0,00837502;0,59530000;0,59894996;-0,00364995;24,34;24,35;-0,01;0,01136871;0,06360504;-0,05223633;0,02678314;-0,01552246;0,04230561
CCW;230;2;-0,45664996;-0,46024990;0,00359994;0,60605000;0,61092496;-0,00487494;24,16;24,18;-0,02;0,01605957;0,05939698;-0,04333740;0,03107666;-0,01970337;0,05078003
CCW;240;7;-0,44634990;-0,45070700;0,00435713;0,59542144;0,59577144;-0,00035000;24,49;24,50;-0,02;0,01949951;0,05410400;-0,03460449;0,03433698;-0,02309361;0,05743060
CCW;250;8;-0,44947492;-0,45091236;0,00143743;0,59295000;0,59884990;-0,00589991;24,46;24,47;-0,00;0,02540619;0,04878632;-0,02338013;0,03693970;-0,02556793;0,06250763
CCW;260;9;-0,45281660;-0,45000548;-0,00281113;0,59598884;0,60328880;-0,00729996;24,36;24,36;-0,00;0,03161187;0,04410807;-0,01249620;0,03850369;-0,02696560;0,06546930
CCW;270;7;-0,45042136;-0,45046424;0,00004289;0,59629284;0,60131436;-0,00502151;24,39;24,38;0,01;0,03719517;0,03809919;-0,00090402;0,03875314;-0,02767543;0,06642857
CCW;280;4;-0,44229990;-0,43428750;-0,00801241;0,59298752;0,59692496;-0,00393742;24,54;24,53;0,00;0,04218628;0,03225769;0,00992859;0,03836609;-0,02738037;0,06574646
CCW;290;11;-0,45133630;-0,45143630;0,00010002;0,59080910;0,59656816;-0,00575906;24,49;24,49;-0,00;0,04737638;0,02766357;0,01971281;0,03721080;-0,02617032;0,06338112
CCW;300;11;-0,44940900;-0,45149536;0,00208634;0,59092270;0,59826356;-0,00734085;24,50;24,50;0,00;0,05348588;0,02123602;0,03224987;0,03472390;-0,02343883;0,05816273
CCW;310;6;-0,44374160;-0,44864164;0,00490004;0,59720004;0,59731670;-0,00011665;24,47;24,46;0,01;0,05843994;0,01671956;0,04172038;0,03151327;-0,02042318;0,05193644
CCW;320;4;-0,45846244;-0,45798744;-0,00047502;0,59819996;0,60333760;-0,00513762;24,26;24,27;-0,00;0,06302369;0,01182251;0,05120118;0,02715881;-0,01544128;0,04260010
CCW;330;13;-0,45900760;-0,45389220;-0,00511539;0,60652690;0,60639224;0,00013465;24,38;24,38;0,00;0,06609733;0,00852426;0,05757306;0,02223614;-0,01073129;0,03296743
CCW;340;3;-0,45844992;-0,45801652;-0,00043339;0,60874990;0,61066660;-0,00191665;24,19;24,19;0,00;0,06836832;0,00608398;0,06228434;0,01773030;-0,00621582;0,02394612
CCW;350;7;-0,45869280;-0,45556420;-0,00312859;0,59489284;0,59832860;-0,00343573;24,35;24,35;0,01;0,06993826;0,00473807;0,06520020;0,01145717;-0,00017055;0,01162772
CW;0;10;-0,44484490;-0,44120996;-0,00363493;0,59523500;0,59892500;-0,00369000;24,65;24,65;0,00;0,07016186;0,00454077;0,06562109;0,00662769;0,00397754;0,00265015
CW;10;4;-0,46252484;-0,45626240;-0,00626245;0,60451248;0,60877490;-0,00426245;24,22;24,23;-0,00;0,07030091;0,00554932;0,06475159;0,00010193;0,01176392;-0,01166199
CW;20;11;-0,45510892;-0,44522268;-0,00988626;0,58967730;0,59140000;-0,00172275;24,56;24,56;-0,00;0,06899259;0,00676669;0,06222590;-0,00566384;0,01624090;-0,02190474
CW;30;6;-0,45335824;-0,44990824;-0,00345001;0,60991660;0,60696670;0,00294995;24,28;24,28;-0,00;0,06699992;0,00896200;0,05803792;-0,01021322;0,02092855;-0,03114176
CW;40;14;-0,45049640;-0,44427848;-0,00621790;0,59214290;0,59121790;0,00092500;24,60;24,58;0,02;0,06366595;0,01185547;0,05181048;-0,01509958;0,02565639;-0,04075596
CW;50;9;-0,45273320;-0,44996664;-0,00276655;0,59280560;0,58671668;0,00608897;24,56;24,55;0,01;0,05875461;0,01586453;0,04289008;-0,01960992;0,03021403;-0,04982395
CW;60;5;-0,46169000;-0,44995990;-0,01173010;0,59739996;0,59268010;0,00471985;24,42;24,40;0,02;0,05370117;0,02119189;0,03250928;-0,02332715;0,03477490;-0,05810205
CW;70;7;-0,45348564;-0,45038564;-0,00310001;0,60809284;0,60390710;0,00418574;24,30;24,29;0,01;0,04953369;0,02533447;0,02419922;-0,02559954;0,03626918;-0,06186872
CW;80;6;-0,45785830;-0,45324168;-0,00461662;0,60984164;0,60312504;0,00671661;24,36;24,36;0,00;0,04295980;0,03157390;0,01138590;-0,02685262;0,03790649;-0,06475911
CW;90;12;-0,45400820;-0,45367076;-0,00033748;0,60047080;0,59326250;0,00720829;24,44;24,43;0,01;0,03707723;0,03746033;-0,00038310;-0,02768351;0,03847677;-0,06616028
CW;100;4;-0,45527490;-0,45842492;0,00315002;0,59400004;0,59215004;0,00185001;24,44;24,44;0,00;0,03198120;0,04295593;-0,01097473;-0,02751038;0,03808349;-0,06559387
CW;110;8;-0,44763748;-0,45060616;0,00296870;0,58974992;0,58812504;0,00162488;24,51;24,49;0,01;0,02650665;0,04850861;-0,02200195;-0,02556152;0,03656830;-0,06212982
CW;120;9;-0,45329432;-0,44959436;-0,00369999;0,59543884;0,58653330;0,00890553;24,54;24,55;-0,01;0,02140842;0,05359890;-0,03219048;-0,02352295;0,03423340;-0,05775635
CW;130;3;-0,44569990;-0,45168316;0,00598326;0,59093324;0,58320004;0,00773323;24,68;24,68;-0,00;0,01571777;0,05847086;-0,04275309;-0,02024739;0,03087891;-0,05112630
CW;140;9;-0,45146656;-0,45173872;0,00027215;0,59938884;0,59122220;0,00816661;24,43;24,42;0,01;0,01197347;0,06284234;-0,05086887;-0,01596083;0,02691298;-0,04287381
CW;150;4;-0,45669980;-0,46076248;0,00406265;0,61113740;0,60106252;0,01007485;24,36;24,38;-0,01;0,00836182;0,06622192;-0,05786011;-0,01093079;0,02222900;-0,03315979
CW;160;8;-0,45522488;-0,46057484;0,00534996;0,60859996;0,60142500;0,00717497;24,24;24,24;0,00;0,00590820;0,06889526;-0,06298706;-0,00554932;0,01695892;-0,02250824
CW;170;7;-0,44767136;-0,45332130;0,00564995;0,59070000;0,59093570;-0,00023574;24,52;24,52;-0,00;0,00511091;0,07037772;-0,06526681;-0,00016253;0,01123256;-0,01139509
CW;180;5;-0,44931992;-0,45715984;0,00783992;0,59638008;0,60114990;-0,00476986;24,36;24,39;-0,02;0,00421875;0,07119873;-0,06697998;0,00530420;0,00580713;-0,00050293
CW;190;7;-0,44617132;-0,45660708;0,01043573;0,59058570;0,59189990;-0,00131416;24,61;24,61;-0,00;0,00428083;0,07056745;-0,06628662;0,01026263;0,00035505;0,00990758
CW;200;7;-0,43626428;-0,44044276;0,00417849;0,59329280;0,59652144;-0,00322866;24,75;24,76;-0,01;0,00560791;0,06871965;-0,06311174;0,01466936;-0,00424247;0,01891183
CW;210;5;-0,44792000;-0,45065990;0,00273991;0,59859000;0,60087000;-0,00228000;24,37;24,35;0,01;0,00844922;0,06613672;-0,05768750;0,02241992;-0,01093066;0,03335058
CW;220;4;-0,44619992;-0,45657496;0,01037502;0,58007496;0,58728750;-0,00721252;24,70;24,70;-0,00;0,01115662;0,06395570;-0,05279908;0,02627991;-0,01556335;0,04184326
CW;230;7;-0,44965704;-0,45793556;0,00827852;0,58715720;0,59555710;-0,00839990;24,55;24,55;0,00;0,01600725;0,05902449;-0,04301723;0,03073696;-0,01997280;0,05070975
CW;240;7;-0,45452136;-0,46071420;0,00619283;0,59752136;0,60593570;-0,00841433;24,21;24,21;-0,00;0,02098110;0,05401263;-0,03303153;0,03472412;-0,02330741;0,05803153
CW;250;4;-0,45976232;-0,44918750;-0,01057485;0,57956252;0,58545010;-0,00588757;24,58;24,57;0,01;0,02613525;0,04840332;-0,02226806;0,03685608;-0,02599731;0,06285340
CW;260;6;-0,45024160;-0,45143328;0,00119168;0,59457490;0,59241664;0,00215828;24,50;24,50;0,00;0,03122436;0,04329997;-0,01207560;0,03817871;-0,02697144;0,06515015
CW;270;13;-0,45177300;-0,45442296;0,00264996;0,58983464;0,59222310;-0,00238848;24,52;24,53;-0,00;0,03671912;0,03744723;-0,00072810;0,03874568;-0,02778621;0,06653188
CW;280;6;-0,44989992;-0,45236660;0,00246665;0,58365008;0,59169990;-0,00804985;24,59;24,60;-0,01;0,04231446;0,03193970;0,01037475;0,03830119;-0,02730062;0,06560181
CW;290;6;-0,44985832;-0,45259164;0,00273329;0,59443330;0,59785000;-0,00341672;24,39;24,40;-0,01;0,04786784;0,02698608;0,02088175;0,03718628;-0,02566040;0,06284668
CW;300;5;-0,46323984;-0,45324992;-0,00998992;0,58896000;0,59452000;-0,00555998;24,49;24,47;0,02;0,05408008;0,02095703;0,03312305;0,03412353;-0,02318701;0,05731054
CW;310;9;-0,45301100;-0,44831100;-0,00469998;0,59782220;0,60426660;-0,00644439;24,48;24,47;0,01;0,05911269;0,01724528;0,04186740;0,03148166;-0,02066759;0,05214925
CW;320;6;-0,45605824;-0,45341660;-0,00264168;0,59594992;0,59712500;-0,00117505;24,37;24,37;-0,00;0,06254558;0,01234131;0,05020427;0,02716675;-0,01592692;0,04309367
CW;330;3;-0,45183316;-0,45659996;0,00476679;0,59353332;0,60186668;-0,00833333;24,41;24,38;0,03;0,06623616;0,00899170;0,05724446;0,02218262;-0,01062744;0,03281006
CW;340;8;-0,45405616;-0,44436872;-0,00968745;0,59685000;0,59668750;0,00016248;24,42;24,41;0,00;0,06845154;0,00604218;0,06240937;0,01730194;-0,00566406;0,02296600
CW;350;7;-0,44511420;-0,43844284;-0,00667134;0,59268570;0,59087140;0,00181431;24,63;24,63;-0,01;0,07003488;0,00572684;0,06430803;0,01252441;-0,00223947;0,01476388
