smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;0;11;-0,38232736;-0,38500004;0,00267270;0,59403180;0,60606820;-0,01203638;24,34;24,34;0,00;0,04616788;0,04532959;0,00083829;-0,18119806;0,17373090;-0,35492896
CCW;22,5;17;-0,38137650;-0,37658236;-0,00479415;0,57746756;0,58157352;-0,00410599;24,62;24,63;-0,01;-0,01806095;0,11123836;-0,12929932;-0,16896412;0,16134778;-0,33031190
CCW;45;18;-0,38773610;-0,38268616;-0,00504997;0,59120840;0,59054724;0,00066113;24,47;24,48;-0,00;-0,07743260;0,17069552;-0,24812812;-0,13065160;0,12370090;-0,25435248
CCW;67,5;14;-0,38794648;-0,38017500;-0,00777143;0,59455360;0,59064280;0,00391078;24,42;24,41;0,01;-0,11601894;0,21033188;-0,32635080;-0,07320086;0,06574550;-0,13894636
CCW;90;5;-0,38673004;-0,38287000;-0,00386003;0,58617010;0,57948008;0,00669003;24,57;24,57;0,01;-0,12739599;0,22458398;-0,35197996;-0,00562842;-0,00204004;-0,00358838
CCW;112,5;15;-0,38484670;-0,38009330;-0,00475338;0,59254670;0,58456330;0,00798339;24,51;24,51;0,00;-0,11765298;0,21175308;-0,32940608;0,06182162;-0,06934359;0,13116520
CCW;135;16;-0,39681252;-0,39098750;-0,00582504;0,61493130;0,61088130;0,00404996;24,13;24,13;-0,00;-0,07889114;0,17414934;-0,25304050;0,12142623;-0,12819534;0,24962156
CCW;157,5;17;-0,38098824;-0,38494120;0,00395295;0,59494408;0,58883530;0,00610876;24,45;24,45;-0,00;-0,02231144;0,11655202;-0,13886346;0,15949777;-0,16689898;0,32639676
CCW;180;12;-0,38891672;-0,38947916;0,00056243;0,61455832;0,60822076;0,00633758;24,11;24,12;-0,01;0,04718485;0,04866007;-0,00147522;0,17377484;-0,18086772;0,35464256
CCW;202,5;13;-0,37401920;-0,37951152;0,00549233;0,57959230;0,57657692;0,00301534;24,69;24,69;-0,01;0,11110917;-0,01743108;0,12854025;0,16139894;-0,16913912;0,33053806
CCW;225;13;-0,38701536;-0,39819620;0,01118082;0,60924240;0,61308850;-0,00384611;24,18;24,17;0,00;0,17273250;-0,07405142;0,24678390;0,12302865;-0,12976598;0,25279462
CCW;247,5;15;-0,37819008;-0,38998672;0,01179665;0,59190668;0,59487340;-0,00296676;24,46;24,45;0,00;0,20898896;-0,11468864;0,32367760;0,06726986;-0,07484878;0,14211864
CCW;270;26;-0,37622116;-0,38534230;0,00912115;0,58620776;0,59368476;-0,00747699;24,50;24,49;0,00;0,22260602;-0,12900410;0,35161012;-0,00124023;-0,00647761;0,00523738
CCW;292,5;12;-0,38672088;-0,39199172;0,00527087;0,60312504;0,60787504;-0,00475001;24,28;24,27;0,01;0,21061970;-0,11696372;0,32758344;-0,07060689;0,06314229;-0,13374918
CCW;315;16;-0,38455936;-0,39095630;0,00639695;0,58880310;0,59510324;-0,00630015;24,53;24,55;-0,02;0,17407608;-0,07985459;0,25393070;-0,12665636;0,11963744;-0,24629378
CCW;337,5;16;-0,37983748;-0,37974684;-0,00009063;0,57740000;0,58355630;-0,00615627;24,58;24,58;-0,01;0,11616836;-0,02341171;0,13958007;-0,16680252;0,15921277;-0,32601530
