smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CW;0;14;-0,38667144;-0,38150000;-0,00517148;0,58953570;0,59178580;-0,00225008;24,49;24,49;0,00;0,05128539;0,04659006;0,00469534;-0,18120518;0,17349696;-0,35470216
CW;22,5;7;-0,37342856;-0,37107860;-0,00234997;0,56268560;0,56353570;-0,00085008;24,86;24,84;0,02;-0,01703892;0,11090052;-0,12793945;-0,16934118;0,16165806;-0,33099926
CW;45;20;-0,38846750;-0,38340000;-0,00506747;0,58693752;0,58783500;-0,00089747;24,51;24,52;-0,01;-0,07577661;0,17081130;-0,24658790;-0,13108072;0,12381433;-0,25489504
CW;67,5;21;-0,39371908;-0,38770480;-0,00601429;0,60110710;0,60061190;0,00049520;24,28;24,28;0,00;-0,11546434;0,20963344;-0,32509776;-0,07281390;0,06563628;-0,13845018
CW;90;22;-0,38648640;-0,38218640;-0,00430003;0,59451810;0,58908870;0,00542945;24,45;24,45;-0,00;-0,12928289;0,22410490;-0,35338776;-0,00585205;-0,00146629;-0,00438576
CW;112,5;14;-0,38638584;-0,38473576;-0,00165010;0,59229284;0,58257516;0,00971770;24,51;24,51;-0,00;-0,11704101;0,21275652;-0,32979754;0,06082642;-0,06826974;0,12909616
CW;135;11;-0,38353644;-0,38460910;0,00107268;0,59265920;0,58780916;0,00485003;24,50;24,50;0,00;-0,08015470;0,17327570;-0,25343040;0,11982820;-0,12671143;0,24653962
CW;157,5;18;-0,38603060;-0,38761390;0,00158331;0,60041932;0,59125000;0,00916934;24,39;24,39;-0,00;-0,02163940;0,11680460;-0,13844400;0,15958346;-0,16682740;0,32641086
CW;180;12;-0,39098752;-0,40289580;0,01190829;0,62651664;0,62184996;0,00466669;23,97;23,98;-0,00;0,04923014;0,05147868;-0,00224854;0,17400108;-0,18059672;0,35459780
CW;202,5;11;-0,38944540;-0,39187730;0,00243187;0,60895000;0,60700000;0,00195003;24,16;24,17;-0,01;0,11493075;-0,02027766;0,13520840;0,16027099;-0,16734597;0,32761696
CW;225;15;-0,38209332;-0,38958340;0,00749004;0,59211340;0,59546660;-0,00335324;24,39;24,40;-0,00;0,17239586;-0,07357063;0,24596650;0,12271599;-0,12949641;0,25221240
CW;247,5;16;-0,38042816;-0,38591876;0,00549063;0,57971556;0,58378432;-0,00406879;24,59;24,59;0,00;0,20938932;-0,11433105;0,32372036;0,06636810;-0,07400391;0,14037201
CW;270;18;-0,38888056;-0,39498890;0,00610834;0,61171936;0,62568610;-0,01396674;24,06;24,05;0,01;0,22652926;-0,12496107;0,35149032;-0,00309150;-0,00396552;0,00087402
CW;292,5;11;-0,38608180;-0,38834550;0,00226372;0,59300460;0,60142280;-0,00841820;24,37;24,38;-0,01;0,21200858;-0,11535356;0,32736212;-0,06950349;0,06213423;-0,13163772
CW;315;20;-0,38226750;-0,38798496;0,00571746;0,59848508;0,60670008;-0,00821501;24,28;24,29;-0,01;0,17405236;-0,07681738;0,25086976;-0,12744788;0,12060889;-0,24805676
CW;337,5;14;-0,38199288;-0,38021072;-0,00178215;0,57558210;0,58097140;-0,00538933;24,66;24,66;0,00;0,11759730;-0,02210414;0,13970146;-0,16674839;0,15909266;-0,32584108
