smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;180;4;-0,43002448;-0,43515376;0,00512928;0,53125784;0,53195392;-0,00069606;25,36;25,36;0,00;0,00520589;0,07024852;-0,06504262;0,01184652;-0,00220622;0,01405273
CCW;190;3;-0,43731592;-0,43874692;0,00143099;0,51820200;0,51900510;-0,00080311;25,43;25,44;-0,02;0,00670831;0,06802097;-0,06131266;0,01758721;-0,00789985;0,02548706
CCW;200;5;-0,43812620;-0,44526624;0,00714007;0,51079596;0,51613970;-0,00534374;25,41;25,42;-0,01;0,00935547;0,06546794;-0,05611247;0,02269808;-0,01318164;0,03587972
CCW;210;3;-0,43007740;-0,43211892;0,00204152;0,53658310;0,54217770;-0,00559455;25,31;25,30;0,01;0,01274482;0,06280300;-0,05005818;0,02719483;-0,01710205;0,04429688
CCW;220;5;-0,42900260;-0,43356952;0,00456691;0,52655280;0,53096300;-0,00441021;25,42;25,40;0,01;0,01688574;0,05811304;-0,04122730;0,03103638;-0,02122209;0,05225846
CCW;230;3;-0,41735256;-0,42311324;0,00576070;0,55217192;0,55698330;-0,00481135;25,18;25,19;-0,01;0,02217787;0,05463800;-0,03246013;0,03414727;-0,02396240;0,05810968
CCW;240;5;-0,43204620;-0,43101796;-0,00102821;0,52798956;0,53279144;-0,00480187;25,33;25,34;-0,01;0,02736735;0,04763371;-0,02026636;0,03632406;-0,02669482;0,06301888
CCW;250;5;-0,43395148;-0,43272328;-0,00122818;0,56904144;0,56503132;0,00401008;25,00;25,01;-0,01;0,03356446;0,04316260;-0,00959814;0,03789136;-0,02761564;0,06550700
CCW;260;3;-0,43531624;-0,43477452;-0,00054172;0,51974660;0,52442710;-0,00468051;25,37;25,35;0,01;0,03870809;0,03707207;0,00163602;0,03794094;-0,02856188;0,06650282
CCW;270;3;-0,43703844;-0,43719420;0,00015575;0,51833540;0,52753040;-0,00919497;25,42;25,43;-0,01;0,04468682;0,03106974;0,01361708;0,03725220;-0,02753838;0,06479058
CCW;280;2;-0,42175810;-0,42372444;0,00196636;0,54610810;0,55334124;-0,00723314;25,30;25,29;0,01;0,05003235;0,02702128;0,02301107;0,03572835;-0,02601807;0,06174642
CCW;290;3;-0,42749400;-0,42318010;-0,00431392;0,56056404;0,56110270;-0,00053865;25,07;25,07;0,00;0,05628024;0,02208360;0,03419664;0,03328057;-0,02312256;0,05640313
CCW;300;3;-0,43699932;-0,43907444;0,00207511;0,51767730;0,52203280;-0,00435549;25,44;25,43;0,01;0,05933051;0,01572320;0,04360731;0,02937134;-0,01972195;0,04909329
CCW;310;5;-0,43751820;-0,43385784;-0,00366035;0,51949440;0,52644960;-0,00695521;25,36;25,36;-0,00;0,06372990;0,01181738;0,05191252;0,02502417;-0,01526253;0,04028670
CCW;320;4;-0,43970388;-0,43631784;-0,00338602;0,51316010;0,51695790;-0,00379777;25,44;25,43;0,01;0,06657267;0,00810649;0,05846619;0,02007650;-0,01040629;0,03048279
CCW;330;4;-0,43607490;-0,43069120;-0,00538370;0,52310792;0,52473890;-0,00163096;25,31;25,32;-0,01;0,06892120;0,00690379;0,06201741;0,01489400;-0,00484517;0,01973918
CCW;340;6;-0,42860924;-0,42435516;-0,00425410;0,53697320;0,54336924;-0,00639606;25,28;25,29;-0,01;0,07018833;0,00579230;0,06439602;0,00996982;-0,00017646;0,01014628
CCW;350;4;-0,43087216;-0,42534960;-0,00552258;0,53812876;0,53701200;0,00111675;25,36;25,34;0,01;0,07093893;0,00562022;0,06531871;0,00433655;0,00547384;-0,00113729
CW;0;1;-0,44105810;-0,43685760;-0,00420049;0,51549124;0,51815780;-0,00266653;25,45;25,44;0,01;0,06938639;0,00550537;0,06388102;-0,00266886;0,01267293;-0,01534180
CW;10;5;-0,43684140;-0,43181924;-0,00502214;0,52555452;0,52719630;-0,00164175;25,36;25,34;0,02;0,06833968;0,00745199;0,06088770;-0,00766056;0,01704785;-0,02470841
CW;20;5;-0,43278456;-0,42644780;-0,00633678;0,53224650;0,53114784;0,00109863;25,40;25,39;0,00;0,06591008;0,01024300;0,05566708;-0,01271232;0,02200122;-0,03471354
CW;30;4;-0,43523490;-0,43209116;-0,00314376;0,53121220;0,52859960;0,00261259;25,32;25,31;0,01;0,06195974;0,01410594;0,04785380;-0,01720917;0,02639059;-0,04359976
CW;40;5;-0,43331448;-0,43101296;-0,00230151;0,53799324;0,53323140;0,00476187;25,30;25,32;-0,02;0,05829150;0,01844124;0,03985026;-0,02118237;0,03035083;-0,05153320
CW;50;4;-0,43965590;-0,43618508;-0,00347084;0,52587450;0,52000370;0,00587082;25,34;25,35;-0,01;0,05365834;0,02269694;0,03096141;-0,02426707;0,03339314;-0,05766022
CW;60;1;-0,43843280;-0,44418304;0,00575024;0,50745770;0,50791630;-0,00045860;25,51;25,50;0,02;0,04552653;0,02773234;0,01779419;-0,02716675;0,03639974;-0,06356649
CW;70;2;-0,42233276;-0,42562460;0,00329185;0,54849992;0,54347060;0,00502932;25,26;25,26;-0,01;0,04371846;0,03307983;0,01063863;-0,02779032;0,03679179;-0,06458211
CW;80;8;-0,43325580;-0,43379644;0,00054061;0,53566850;0,52739840;0,00827008;25,34;25,31;0,02;0,03698792;0,03921418;-0,00222626;-0,02830694;0,03746913;-0,06577606
CW;90;5;-0,43614268;-0,43695432;0,00081164;0,52580432;0,51948804;0,00631630;25,43;25,43;0,00;0,03098535;0,04498494;-0,01399959;-0,02740250;0,03666650;-0,06406901
CW;100;3;-0,42789664;-0,43172430;0,00382766;0,54082196;0,53420232;0,00661963;25,14;25,17;-0,04;0,02583428;0,05026258;-0,02442830;-0,02576592;0,03530708;-0,06107300
CW;110;1;-0,43731596;-0,43436604;-0,00294992;0,52699908;0,52513284;0,00186622;25,36;25,40;-0,04;0,02055257;0,05544149;-0,03488892;-0,02333333;0,03312012;-0,05645345
CW;120;1;-0,43863256;-0,44171616;0,00308362;0,51862440;0,50627416;0,01235026;25,52;25,56;-0,04;0,01461100;0,05962646;-0,04501546;-0,01930338;0,02893026;-0,04823364
CW;130;3;-0,43133840;-0,43692470;0,00558630;0,52819090;0,52093776;0,00725317;25,45;25,46;-0,01;0,01223633;0,06369046;-0,05145413;-0,01572184;0,02531318;-0,04103502
CW;140;5;-0,42633772;-0,42848928;0,00215155;0,54438288;0,54235780;0,00202507;25,33;25,32;0,01;0,00911475;0,06727133;-0,05815658;-0,01109945;0,02073698;-0,03183643
CW;150;1;-0,43074916;-0,43757390;0,00682476;0,52668290;0,52339108;0,00329185;25,36;25,34;0,02;0,00677856;0,06908244;-0,06230388;-0,00559733;0,01516968;-0,02076701
CW;160;4;-0,42395570;-0,42857640;0,00462067;0,54462460;0,54004732;0,00457728;25,21;25,23;-0,02;0,00558929;0,07096426;-0,06537496;-0,00030650;0,01013824;-0,01044474
CW;170;2;-0,43899530;-0,44696280;0,00796750;0,50885790;0,51217460;-0,00331670;25,44;25,45;-0,01;0,00441549;0,07053976;-0,06612427;0,00658244;0,00288961;0,00369283
CW;180;1;-0,42121628;-0,43027436;0,00905809;0,54250760;0,54964150;-0,00713390;25,28;25,29;-0,02;0,00622192;0,07112427;-0,06490235;0,01144735;-0,00199341;0,01344076
CW;190;3;-0,43071600;-0,43411888;0,00340286;0,52952964;0,52847190;0,00105774;25,39;25,40;-0,01;0,00714803;0,06881388;-0,06166585;0,01676853;-0,00735148;0,02412001
CW;200;3;-0,44173036;-0,44733040;0,00560004;0,50634976;0,50485770;0,00149202;25,48;25,45;0,03;0,01010498;0,06524984;-0,05514486;0,02297757;-0,01370361;0,03668118
CW;210;2;-0,44263316;-0,44755440;0,00492123;0,51216184;0,51317480;-0,00101292;25,45;25,45;0,00;0,01274943;0,06124878;-0,04849935;0,02753886;-0,01807475;0,04561360
CW;220;2;-0,43123324;-0,43096652;-0,00026670;0,53335400;0,53577920;-0,00242519;25,35;25,38;-0,03;0,01832804;0,05868225;-0,04035421;0,03075989;-0,02095296;0,05171285
CW;240;2;-0,43067030;-0,43060752;-0,00006276;0,52952850;0,52917860;0,00034988;25,37;25,37;0,00;0,02691752;0,04842611;-0,02150859;0,03627991;-0,02640116;0,06268107
CW;250;2;-0,42654180;-0,43237060;0,00582880;0,53345410;0,53836256;-0,00490844;25,12;25,12;-0,00;0,03341004;0,04258789;-0,00917786;0,03793172;-0,02762655;0,06555827
CW;260;3;-0,42661628;-0,42590830;-0,00070798;0,53255770;0,53941900;-0,00686127;25,22;25,23;-0,01;0,03901815;0,03744873;0,00156942;0,03784993;-0,02814426;0,06599420
CW;270;5;-0,42489108;-0,42289630;-0,00199479;0,54057292;0,54270624;-0,00213331;25,29;25,29;-0,00;0,04432796;0,03178532;0,01254265;0,03731405;-0,02760889;0,06492293
CW;280;2;-0,42818268;-0,42512876;-0,00305390;0,54029940;0,54669130;-0,00639188;25,35;25,34;0,00;0,04942627;0,02767009;0,02175618;0,03568339;-0,02610331;0,06178670
CW;290;3;-0,43116900;-0,43179950;0,00063050;0,53733028;0,53953576;-0,00220549;25,28;25,28;-0,00;0,05552300;0,02127143;0,03425158;0,03292657;-0,02313504;0,05606160
CW;300;1;-0,44028308;-0,43871560;-0,00156745;0,49967416;0,51086650;-0,01119235;25,49;25,45;0,04;0,05887085;0,01458008;0,04429077;0,02883586;-0,01948730;0,04832316
CW;310;6;-0,43556368;-0,43086628;-0,00469741;0,52577740;0,53213864;-0,00636125;25,35;25,34;0,01;0,06396736;0,01242608;0,05154128;0,02508755;-0,01525777;0,04034532
CW;320;2;-0,44049132;-0,43430330;-0,00618801;0,51169560;0,52225390;-0,01055825;25,43;25,40;0,04;0,06660095;0,00904602;0,05755493;0,02030924;-0,01062175;0,03093099
CW;330;3;-0,42762980;-0,42565504;-0,00197476;0,53802124;0,54010780;-0,00208652;25,33;25,37;-0,03;0,06881524;0,00739231;0,06142293;0,01593628;-0,00619019;0,02212647
CW;340;2;-0,43024520;-0,42632450;-0,00392073;0,53436210;0,53735840;-0,00299633;25,31;25,31;-0,00;0,07059448;0,00581034;0,06478414;0,00965373;0,00021545;0,00943827
CW;350;2;-0,42966660;-0,42354130;-0,00612527;0,54122510;0,53785360;0,00337148;25,34;25,34;-0,00;0,07059164;0,00588745;0,06470419;0,00379923;0,00602783;-0,00222860
