cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
99;247.5;-112.50;45.00;50;-0.26224992;0.52614990;0.072673;0.004436;-0.25919998;0.53995016;0.020217;-0.016470
100;67.5;-292.50;-180.00;50;-0.25830016;0.55390020;0.020017;-0.016553;-0.25955000;0.54950004;0.072783;0.004680
101;315;-45.00;-45.00;50;-0.25740000;0.54430020;0.067175;-0.026394;-0.25640016;0.54250024;0.027568;0.014697
102;180;-180.00;-135.00;50;-0.25435010;0.54370030;0.047942;0.022625;-0.26780004;0.52925000;0.047356;-0.034382
103;0;-360.00;-180.00;50;-0.25000000;0.54275010;0.045300;-0.034631;-0.25520010;0.54920010;0.048147;0.023259
104;90;-270.00;90.00;50;-0.26000002;0.54520010;0.017148;-0.005730;-0.25310008;0.54615010;0.075415;-0.006562
105;45;-315.00;-45.00;50;-0.26975000;0.54520016;0.026206;-0.025632;-0.25460010;0.55810004;0.068154;0.014255
106;112.5;-247.50;67.50;50;-0.25255008;0.55324996;0.020940;0.005344;-0.27010000;0.54815020;0.073137;-0.017495
107;22.5;-337.50;-90.00;50;-0.25800004;0.53915036;0.034822;-0.032300;-0.26300016;0.52969990;0.058188;0.019800
108;337.5;-382.50;-45.00;50;-0.27129992;0.54345010;0.054519;-0.032949;-0.26075016;0.54460010;0.036042;0.020779
109;157.5;157.50;157.50;50;-0.25500004;0.55295016;0.036399;0.020901;-0.27759996;0.55335000;0.057957;-0.032881
110;225;225.00;67.50;50;-0.26295010;0.53630010;0.066790;0.014043;-0.26079994;0.54050032;0.027490;-0.025813
111;135;135.00;-90.00;50;-0.25860006;0.54935000;0.026843;0.014727;-0.25830008;0.53675020;0.067610;-0.026172
112;270;270.00;135.00;50;-0.26289996;0.53295004;0.075054;-0.006616;-0.25270004;0.54850008;0.019272;-0.004795
113;135;135.00;-135.00;50;-0.25355008;0.54850008;0.025850;0.014155;-0.26260006;0.54120004;0.067810;-0.026108
114;202.5;202.50;67.50;50;-0.26750010;0.54505010;0.057209;0.020166;-0.25590006;0.55749992;0.034670;-0.031816
115;247.5;247.50;45.00;50;-0.25649998;0.53160010;0.072681;0.004253;-0.25725008;0.53515024;0.021948;-0.016287
116;90;90.00;-157.50;50;-0.26724996;0.53590024;0.017642;-0.005901;-0.26839996;0.52900004;0.074370;-0.006655
117;337.5;-22.50;-112.50;50;-0.27370000;0.54005010;0.056802;-0.032473;-0.25349998;0.54899996;0.035195;0.020671
118;22.5;22.50;45.00;50;-0.26220000;0.53230010;0.035581;-0.032554;-0.24955002;0.54635010;0.059365;0.020181
119;225;-135.00;-157.50;50;-0.26300000;0.54410004;0.067097;0.013894;-0.26725006;0.53740008;0.026536;-0.026860
120;180;-180.00;-45.00;50;-0.26030000;0.53800004;0.045862;0.021792;-0.27090000;0.53860010;0.046973;-0.035156
121;112.5;-247.50;-67.50;50;-0.26580010;0.53960000;0.019546;0.004333;-0.26685002;0.53815010;0.072561;-0.017944
122;315;-45.00;-45.00;50;-0.26375000;0.53800030;0.065850;-0.026826;-0.25565012;0.54245020;0.027537;0.014158
123;0;0.00;45.00;50;-0.26870004;0.53310020;0.045598;-0.035046;-0.25400008;0.53605024;0.047400;0.023164
124;157.5;157.50;157.50;50;-0.25185000;0.54165008;0.036372;0.020823;-0.25660014;0.54410010;0.056733;-0.032603
125;292.5;292.50;135.00;50;-0.25535002;0.53325004;0.073347;-0.017224;-0.25780000;0.52980010;0.022993;0.005520
126;270;270.00;-22.50;50;-0.26405010;0.53935030;0.075073;-0.006692;-0.26180010;0.54300004;0.019541;-0.005300
127;45;45.00;45.00;50;-0.25670012;0.54695010;0.026787;-0.026460;-0.26694996;0.53820010;0.067783;0.013564
128;67.5;67.50;22.50;50;-0.25765004;0.53705010;0.020308;-0.016675;-0.25625008;0.53090008;0.072124;0.004419
129;270;-90.00;-157.50;50;-0.26145014;0.53355010;0.074905;-0.007046;-0.26584998;0.53845024;0.018188;-0.005713
130;22.5;22.50;112.50;50;-0.27854990;0.53225004;0.036794;-0.032249;-0.25495004;0.53265008;0.057791;0.020256
131;315;-45.00;-67.50;50;-0.25960008;0.52865010;0.066013;-0.026819;-0.25710002;0.54005020;0.027056;0.014421
132;90;90.00;135.00;50;-0.26399996;0.54820016;0.018062;-0.005564;-0.27089992;0.53015000;0.075146;-0.007004
133;292.5;-67.50;-157.50;50;-0.26785000;0.52939992;0.071067;-0.017883;-0.26540002;0.53695020;0.020806;0.004771
134;225;-135.00;-67.50;50;-0.25370014;0.52935016;0.066489;0.013591;-0.26199996;0.54275020;0.025662;-0.026287
135;67.5;-292.50;-157.50;50;-0.26285010;0.53540016;0.019553;-0.017446;-0.25939998;0.53010004;0.072764;0.004373
136;112.5;-247.50;45.00;50;-0.26010000;0.54155010;0.019246;0.004929;-0.26415008;0.52485010;0.071792;-0.017458
137;0;-360.00;-112.50;50;-0.25420000;0.53480000;0.045090;-0.035059;-0.26424998;0.53149984;0.045852;0.021887
138;247.5;-112.50;-112.50;50;-0.25815000;0.53705024;0.071921;0.004226;-0.26514998;0.54120016;0.020056;-0.017224
139;45;45.00;157.50;50;-0.26399990;0.54795016;0.025933;-0.026650;-0.26445000;0.52920010;0.067903;0.013599
140;337.5;-22.50;-67.50;50;-0.27139996;0.53195020;0.056746;-0.033184;-0.26520004;0.51894984;0.037144;0.020134
141;202.5;-157.50;-135.00;50;-0.25945014;0.52935004;0.055901;0.019749;-0.26695012;0.53795016;0.035786;-0.032700
142;180;-180.00;-22.50;50;-0.25460008;0.54285020;0.045764;0.021885;-0.26109996;0.52409992;0.046238;-0.035735
143;135;-225.00;-45.00;50;-0.27234998;0.53255016;0.025579;0.013921;-0.26534996;0.53490008;0.068308;-0.026809
144;157.5;-202.50;22.50;50;-0.26404990;0.53585000;0.036350;0.019697;-0.26130006;0.53825016;0.055471;-0.032783
145;45;-315.00;-112.50;50;-0.26215002;0.54440010;0.025469;-0.026145;-0.25765008;0.53119992;0.067278;0.014043
146;67.5;-292.50;22.50;50;-0.25440004;0.53705020;0.020957;-0.016943;-0.27095002;0.52709996;0.073245;0.004456
147;90;-270.00;22.50;50;-0.26809996;0.53000010;0.017451;-0.005691;-0.24720000;0.53325010;0.076436;-0.006387
148;0;-360.00;-90.00;50;-0.25805008;0.53865030;0.046379;-0.034558;-0.25795000;0.54270000;0.048354;0.021963
149;135;-225.00;135.00;50;-0.26060012;0.53615020;0.027146;0.014041;-0.26094996;0.53445008;0.066714;-0.027036
150;315;-45.00;-45.00;50;-0.27009994;0.52344996;0.066418;-0.026897;-0.25545012;0.53685004;0.028965;0.014177
151;202.5;-157.50;-112.50;50;-0.25810004;0.52114990;0.057373;0.020090;-0.27740000;0.52859980;0.035500;-0.032827
152;180;-180.00;-22.50;50;-0.26460008;0.54180024;0.045874;0.022158;-0.25420000;0.53935010;0.046160;-0.034663
153;337.5;-22.50;157.50;50;-0.27009996;0.53400016;0.058308;-0.032771;-0.25380006;0.53545016;0.037185;0.020337
154;112.5;112.50;135.00;50;-0.25365004;0.53100000;0.021265;0.005522;-0.26600000;0.53465016;0.073787;-0.017390
155;247.5;247.50;135.00;50;-0.25820000;0.52389980;0.072307;0.004177;-0.26450002;0.52965010;0.020994;-0.016172
156;270;270.00;22.50;50;-0.27169994;0.52444980;0.076311;-0.006455;-0.25990006;0.53270008;0.019915;-0.005261
157;225;225.00;-45.00;50;-0.26524996;0.52659992;0.066821;0.013596;-0.27285000;0.52769980;0.027402;-0.025854
158;22.5;382.50;157.50;50;-0.26935008;0.52860000;0.035671;-0.032300;-0.25665010;0.52719990;0.061145;0.019949
159;157.5;157.50;157.50;50;-0.26879996;0.52965004;0.036453;0.020127;-0.26305004;0.51919980;0.057969;-0.032764
160;292.5;292.50;135.00;50;-0.26605010;0.51574976;0.071331;-0.017573;-0.25525004;0.52524996;0.022407;0.005430
161;67.5;67.50;67.50;50;-0.25774996;0.52949992;0.018755;-0.016880;-0.25765008;0.52020000;0.073674;0.004163
162;202.5;202.50;135.00;50;-0.26155000;0.51594984;0.058765;0.020056;-0.26695000;0.52609990;0.035789;-0.032659
163;135;135.00;-67.50;50;-0.25315004;0.52300000;0.026570;0.014397;-0.26715004;0.52119980;0.066812;-0.026931
164;157.5;157.50;22.50;50;-0.25515002;0.52564996;0.035999;0.020398;-0.26060012;0.52414984;0.057952;-0.033093
165;315;315.00;157.50;50;-0.26030004;0.51549984;0.066147;-0.026921;-0.25690008;0.52139976;0.028679;0.014307
166;90;90.00;90.00;50;-0.25465004;0.52500000;0.018093;-0.005806;-0.25735004;0.52169990;0.075054;-0.007214
167;0;0.00;-90.00;50;-0.25514996;0.52449984;0.045310;-0.034980;-0.26139992;0.53209996;0.047244;0.022388
168;22.5;22.50;22.50;50;-0.26715000;0.51744980;0.034998;-0.032805;-0.25725000;0.52615000;0.059331;0.020359
169;180;180.00;157.50;50;-0.25759998;0.51944992;0.047893;0.022456;-0.26194992;0.52030004;0.045986;-0.034700
170;45;45.00;-135.00;50;-0.26234996;0.51669996;0.025935;-0.025662;-0.24560004;0.50599990;0.067603;0.013689
171;225;-135.00;-180.00;50;-0.26230000;0.52204990;0.064927;0.013711;-0.25795008;0.52844996;0.024763;-0.026331
172;270;-90.00;45.00;50;-0.25165000;0.51699980;0.075505;-0.006648;-0.25820014;0.53250000;0.018762;-0.005930
173;337.5;-22.50;67.50;50;-0.26570004;0.52269984;0.057083;-0.032659;-0.24650000;0.51929984;0.035251;0.020537
174;247.5;-112.50;-90.00;50;-0.25660010;0.52014980;0.069512;0.004187;-0.27684988;0.52439992;0.021753;-0.016521
175;292.5;-67.50;45.00;50;-0.25450004;0.52000000;0.073645;-0.017822;-0.25460008;0.52395004;0.020151;0.005154
176;112.5;-247.50;-180.00;50;-0.25920012;0.51404976;0.018657;0.005117;-0.25940004;0.50884990;0.072976;-0.017576
177;270;-90.00;157.50;50;-0.25485006;0.51849984;0.075308;-0.006638;-0.25790004;0.51094984;0.018303;-0.005969
178;157.5;-202.50;-112.50;50;-0.25470000;0.51759980;0.032498;0.020295;-0.25620008;0.52305008;0.057900;-0.032832
179;112.5;-247.50;-45.00;50;-0.25990000;0.52374976;0.019785;0.005408;-0.26285000;0.51789990;0.074863;-0.017388
180;180;-180.00;67.50;50;-0.25535002;0.52410008;0.047268;0.022422;-0.26465008;0.51214990;0.047349;-0.034929
181;135;-225.00;-45.00;50;-0.25755012;0.51979992;0.026011;0.014009;-0.26500004;0.52399990;0.066753;-0.026672
182;90;-270.00;-45.00;50;-0.24819998;0.52614990;0.017097;-0.005591;-0.26174992;0.51504990;0.075581;-0.006348
183;45;-315.00;-45.00;50;-0.24770004;0.52529980;0.026345;-0.026128;-0.25490008;0.51554990;0.067639;0.014080
184;292.5;-67.50;-67.50;50;-0.26895000;0.53060016;0.072429;-0.017532;-0.25155002;0.53059996;0.019338;0.005264
185;0;0.00;67.50;50;-0.25989988;0.52980000;0.047236;-0.034675;-0.24754996;0.51519970;0.047219;0.022375
186;337.5;-22.50;-22.50;50;-0.26820000;0.52439992;0.056838;-0.033101;-0.25730008;0.53324990;0.036545;0.020605
187;315;-45.00;-22.50;50;-0.25850000;0.53515020;0.065820;-0.027488;-0.25745008;0.53855020;0.027178;0.014902
188;202.5;-157.50;-112.50;50;-0.26185000;0.52724990;0.057888;0.019849;-0.26474996;0.52185000;0.036348;-0.032739
189;225;-135.00;22.50;50;-0.26130006;0.52324980;0.068135;0.013586;-0.26879996;0.52079990;0.025754;-0.026187
190;67.5;-292.50;-157.50;50;-0.25355002;0.52785000;0.019736;-0.016633;-0.25795010;0.51549992;0.073176;0.003689
191;247.5;-112.50;-112.50;50;-0.26219990;0.51780000;0.072314;0.004043;-0.26354998;0.52074984;0.021238;-0.017153
192;22.5;22.50;135.00;50;-0.26300000;0.52350016;0.035239;-0.032488;-0.25585008;0.51809996;0.059121;0.020151
193;180;180.00;157.50;50;-0.25195004;0.53025000;0.046838;0.022710;-0.26170000;0.51949984;0.046348;-0.034690
194;157.5;157.50;-22.50;50;-0.25585004;0.52529996;0.034006;0.020430;-0.26380004;0.52890016;0.057297;-0.032744
195;225;225.00;67.50;50;-0.25805008;0.51214992;0.067476;0.013662;-0.25400004;0.52005000;0.026150;-0.026072
196;112.5;112.50;-112.50;50;-0.25395010;0.51409980;0.020334;0.004768;-0.26100004;0.51259976;0.074016;-0.017185
197;90;90.00;-22.50;50;-0.24600000;0.52455010;0.016394;-0.005850;-0.26129996;0.51624984;0.074927;-0.006328
198;202.5;202.50;112.50;50;-0.24970002;0.51034984;0.058015;0.019919;-0.26620000;0.51839996;0.034814;-0.032551
199;247.5;247.50;45.00;50;-0.26015004;0.51229984;0.072485;0.004006;-0.24940002;0.51009990;0.019336;-0.017251
200;337.5;337.50;90.00;50;-0.25230002;0.51119984;0.056147;-0.032905;-0.24770002;0.52435010;0.037214;0.020205
201;67.5;67.50;67.50;50;-0.25195004;0.51254990;0.017856;-0.016868;-0.25755000;0.50709980;0.074001;0.004216
202;135;135.00;67.50;50;-0.25770010;0.51929990;0.026616;0.014314;-0.25900000;0.51975000;0.066775;-0.027136
203;0;0.00;-135.00;50;-0.25870010;0.51879996;0.045625;-0.035034;-0.25895010;0.50124996;0.045967;0.022517
204;22.5;22.50;22.50;50;-0.26195010;0.51279984;0.034539;-0.032336;-0.26494996;0.50629976;0.056509;0.019883
205;292.5;-67.50;-90.00;50;-0.26590008;0.52304980;0.071328;-0.017673;-0.25980010;0.51564976;0.019785;0.005212
206;270;-90.00;-22.50;50;-0.24994998;0.51239984;0.075273;-0.006614;-0.25575010;0.53175010;0.018398;-0.006001
207;315;-45.00;45.00;50;-0.25870004;0.51974990;0.065930;-0.027061;-0.25795000;0.51939976;0.026624;0.014285
208;45;45.00;90.00;50;-0.26564994;0.52639996;0.026099;-0.026477;-0.25110004;0.51209980;0.067891;0.013428
209;0;0.00;-45.00;50;-0.25410008;0.53060000;0.045515;-0.035032;-0.25454998;0.52364992;0.047720;0.022229
210;157.5;157.50;157.50;50;-0.25014996;0.51474970;0.035020;0.020444;-0.26640008;0.51654976;0.057817;-0.032839
211;112.5;112.50;-45.00;50;-0.25300008;0.51739980;0.019324;0.005156;-0.25910004;0.51829980;0.072671;-0.017378
212;337.5;-22.50;-135.00;50;-0.26604998;0.52895004;0.057661;-0.032837;-0.25285004;0.52670010;0.036160;0.020479
213;225;-135.00;-112.50;50;-0.25760008;0.51199990;0.065618;0.013452;-0.26749990;0.51249980;0.025068;-0.026414
214;67.5;-292.50;-157.50;50;-0.26110002;0.51354990;0.018796;-0.016780;-0.25334992;0.52224992;0.072822;0.004456
215;135;-225.00;67.50;50;-0.26460000;0.51164990;0.026521;0.013557;-0.25500008;0.50764980;0.067434;-0.026875
216;247.5;-112.50;112.50;50;-0.25455008;0.51204984;0.072747;0.004065;-0.26310000;0.52370000;0.019355;-0.017017
217;202.5;-157.50;-45.00;50;-0.26574996;0.53045016;0.056248;0.019988;-0.26444998;0.51379990;0.035952;-0.032937
218;180;-180.00;-22.50;50;-0.25965008;0.50959980;0.046550;0.022483;-0.26960000;0.51374970;0.046887;-0.035017
219;292.5;-67.50;112.50;50;-0.25750016;0.50509980;0.073804;-0.017617;-0.25330008;0.51609976;0.020437;0.004792
