cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
220;270;-90.00;-22.50;50;-0.24985000;0.51114992;0.073953;-0.006919;-0.27235000;0.52644984;0.017363;-0.006208
221;315;-45.00;45.00;50;-0.26545000;0.51289964;0.066687;-0.026904;-0.25405008;0.52724992;0.026531;0.014292
222;90;90.00;135.00;50;-0.26015008;0.51855000;0.018042;-0.005889;-0.26935004;0.49729990;0.075283;-0.006829
223;45;45.00;-45.00;50;-0.25895000;0.51049984;0.025356;-0.026326;-0.25670010;0.49820000;0.066609;0.013416
224;22.5;22.50;-22.50;50;-0.25785002;0.51129980;0.033794;-0.032998;-0.25795010;0.51044976;0.058892;0.019683
225;292.5;-67.50;-90.00;50;-0.26534998;0.49715000;0.071353;-0.018188;-0.26025006;0.50804984;0.018489;0.005234
226;225;-135.00;-67.50;50;-0.26095000;0.50974970;0.066223;0.013508;-0.25410002;0.51289990;0.024443;-0.026472
227;202.5;-157.50;-22.50;50;-0.24809996;0.49075012;0.054622;0.019617;-0.25820008;0.51289980;0.034573;-0.032773
228;180;-180.00;-22.50;50;-0.25810006;0.51549980;0.047163;0.022000;-0.27034992;0.52129996;0.047351;-0.035222
229;270;-90.00;90.00;50;-0.25520006;0.50660000;0.074824;-0.007034;-0.24860000;0.50789976;0.016826;-0.005984
230;247.5;-112.50;-22.50;50;-0.25970006;0.51249976;0.070383;0.004390;-0.26255000;0.51714980;0.019390;-0.017053
231;315;-45.00;67.50;50;-0.25790006;0.50084996;0.066265;-0.027104;-0.25585010;0.51339990;0.027681;0.014272
232;67.5;67.50;112.50;50;-0.26035008;0.50829992;0.018855;-0.016975;-0.25750008;0.49545000;0.072747;0.004277
233;157.5;157.50;90.00;50;-0.26095000;0.50504976;0.035991;0.020500;-0.26860000;0.50494976;0.058806;-0.032810
234;135;135.00;-22.50;50;-0.26569998;0.49980016;0.025530;0.013979;-0.27409992;0.49994996;0.066665;-0.026794
235;337.5;-22.50;-157.50;50;-0.25285018;0.49950000;0.055906;-0.033123;-0.25360004;0.51359970;0.035903;0.020349
236;112.5;112.50;135.00;50;-0.27005000;0.49765008;0.018230;0.005291;-0.26985004;0.50504992;0.073645;-0.017563
237;45;45.00;-67.50;50;-0.25945008;0.51079990;0.025010;-0.026399;-0.27170000;0.50774984;0.066716;0.013774
238;90;90.00;45.00;50;-0.26845002;0.50914984;0.017949;-0.005688;-0.25645006;0.50080010;0.075259;-0.007070
239;22.5;22.50;-67.50;50;-0.26684996;0.49390000;0.034460;-0.033408;-0.26280008;0.50309990;0.057390;0.020349
240;0;0.00;-22.50;50;-0.26654996;0.50625000;0.045032;-0.035110;-0.25285000;0.50114990;0.046384;0.022542
241;45;45.00;45.00;50;-0.26264998;0.49555012;0.025295;-0.026294;-0.25575006;0.49624990;0.067271;0.013889
242;315;-45.00;-90.00;50;-0.24965000;0.49805004;0.065908;-0.027229;-0.25260008;0.49170000;0.026384;0.014355
243;202.5;-157.50;-112.50;50;-0.26365000;0.50174992;0.056938;0.020112;-0.26135004;0.49599988;0.034763;-0.032620
244;67.5;-292.50;-135.00;50;-0.25610010;0.50095004;0.017883;-0.017322;-0.25705004;0.50095000;0.073530;0.004468
245;157.5;-202.50;90.00;50;-0.26105004;0.50370000;0.034001;0.019795;-0.26660004;0.49295000;0.056733;-0.033125
246;112.5;-247.50;-45.00;50;-0.25580008;0.50419990;0.018960;0.004412;-0.26560006;0.49814990;0.071440;-0.018120
247;247.5;-112.50;135.00;50;-0.25460014;0.49070004;0.071541;0.004446;-0.24945012;0.50564990;0.020042;-0.016785
248;90;-270.00;-157.50;50;-0.26494998;0.50519990;0.017581;-0.006257;-0.25980004;0.49885000;0.075330;-0.006528
249;270;-90.00;-90.00;50;-0.25335000;0.50764990;0.074670;-0.006841;-0.26854992;0.49940000;0.017983;-0.005571
250;0;0.00;90.00;50;-0.27289992;0.49550012;0.046443;-0.034807;-0.24750004;0.49610000;0.047258;0.022639
251;292.5;-67.50;-67.50;50;-0.26844996;0.50205000;0.069116;-0.017830;-0.25449994;0.49820000;0.019800;0.005510
252;180;-180.00;-112.50;50;-0.26415002;0.49260000;0.046467;0.022764;-0.26990002;0.49125016;0.046270;-0.034666
253;22.5;-337.50;-157.50;50;-0.26535000;0.50604992;0.033154;-0.032354;-0.26080006;0.49635016;0.057747;0.020012
254;337.5;-382.50;-45.00;50;-0.27255000;0.51929984;0.054380;-0.032800;-0.25824994;0.49420024;0.035552;0.020715
255;135;-225.00;157.50;50;-0.24905000;0.51089996;0.025750;0.014868;-0.25880000;0.50264996;0.067544;-0.026824
256;225;-135.00;90.00;50;-0.25880000;0.50604992;0.066462;0.014373;-0.26115006;0.49269992;0.026736;-0.026487
257;0;0.00;135.00;50;-0.26030004;0.49440000;0.045864;-0.034856;-0.25570004;0.49420010;0.048225;0.023179
258;315;-45.00;-45.00;50;-0.25785004;0.50539980;0.065735;-0.026487;-0.24890006;0.50149996;0.027378;0.014504
259;180;-180.00;-135.00;50;-0.25730004;0.50090000;0.046858;0.022349;-0.25870008;0.48709996;0.046790;-0.034431
260;112.5;-247.50;-67.50;50;-0.25155004;0.48090010;0.018176;0.005051;-0.25950004;0.49385000;0.071855;-0.018416
261;45;-315.00;-67.50;50;-0.26190008;0.49835010;0.025562;-0.026563;-0.24980002;0.49025008;0.068496;0.014165
262;90;-270.00;45.00;50;-0.24860002;0.50074992;0.017014;-0.005974;-0.26414996;0.49065016;0.074595;-0.007029
263;225;-135.00;135.00;50;-0.25540004;0.48600010;0.068088;0.013347;-0.26735002;0.49265000;0.025579;-0.026670
264;135;-225.00;-90.00;50;-0.25595000;0.48860000;0.024512;0.014038;-0.25570002;0.49984992;0.067153;-0.027324
265;157.5;-202.50;22.50;50;-0.25480002;0.49795000;0.036650;0.019895;-0.24930000;0.48085004;0.055144;-0.033650
266;292.5;-67.50;135.00;50;-0.25835008;0.49150016;0.070996;-0.018137;-0.25010002;0.49749976;0.020847;0.005007
267;270;-90.00;-22.50;50;-0.25819996;0.48189996;0.074919;-0.006992;-0.26195004;0.49569990;0.018826;-0.006016
268;337.5;-22.50;67.50;50;-0.26545000;0.49930000;0.055312;-0.033530;-0.25180010;0.48825016;0.037056;0.020308
269;202.5;-157.50;-135.00;50;-0.25040004;0.48240008;0.056111;0.019373;-0.26325000;0.48529990;0.034766;-0.033271
270;247.5;-112.50;45.00;50;-0.26160002;0.48120004;0.071938;0.004092;-0.25300004;0.49254990;0.018838;-0.017031
271;67.5;-292.50;-180.00;50;-0.25570002;0.48985000;0.018818;-0.017351;-0.25109996;0.47584992;0.074595;0.004341
272;22.5;-337.50;-45.00;50;-0.24714996;0.48385004;0.032908;-0.032810;-0.25490000;0.48805000;0.056980;0.020037
273;225;-135.00;-135.00;50;-0.26090002;0.49824992;0.066174;0.013604;-0.25965008;0.49320004;0.027034;-0.026680
274;0;0.00;135.00;50;-0.25865004;0.49779996;0.046160;-0.035215;-0.25355002;0.48949992;0.049155;0.022087
275;90;90.00;90.00;50;-0.25595006;0.48604992;0.016790;-0.006104;-0.25540006;0.48055010;0.074282;-0.006802
276;292.5;-67.50;-157.50;50;-0.25365000;0.48240012;0.071257;-0.018489;-0.25820008;0.48885000;0.018508;0.004685
277;337.5;-22.50;45.00;50;-0.25234994;0.49395000;0.055295;-0.033369;-0.23849996;0.49405008;0.037693;0.019836
278;67.5;67.50;90.00;50;-0.25380004;0.49194996;0.019851;-0.017373;-0.24219996;0.47550000;0.073340;0.004038
279;180;180.00;112.50;50;-0.25515008;0.49354988;0.046482;0.022310;-0.25920008;0.48445000;0.046460;-0.035154
280;112.5;112.50;-67.50;50;-0.26065004;0.49735004;0.018042;0.005022;-0.25970004;0.48580016;0.071819;-0.018213
281;45;45.00;-67.50;50;-0.26060006;0.49685012;0.024011;-0.026843;-0.25055004;0.48779992;0.067285;0.013621
282;202.5;202.50;157.50;50;-0.25580008;0.49944996;0.058276;0.019441;-0.26375000;0.49685000;0.035178;-0.033171
283;157.5;157.50;-45.00;50;-0.25465012;0.48890010;0.031838;0.019863;-0.25835008;0.49475000;0.057488;-0.033235
284;22.5;22.50;-135.00;50;-0.26165004;0.49780004;0.033140;-0.032937;-0.25420000;0.49600000;0.058430;0.019902
285;135;135.00;112.50;50;-0.26220006;0.49475000;0.026494;0.013923;-0.25645000;0.48630016;0.065317;-0.027163
286;247.5;247.50;112.50;50;-0.25875000;0.48880004;0.073330;0.004282;-0.25155008;0.49399984;0.019604;-0.016958
287;270;270.00;22.50;50;-0.24339990;0.48115008;0.074194;-0.007146;-0.24655002;0.50159996;0.018379;-0.006121
288;315;315.00;45.00;50;-0.25845006;0.48205020;0.066584;-0.027349;-0.24780000;0.49899976;0.026675;0.013909
289;270;270.00;-45.00;50;-0.26130006;0.48674992;0.075132;-0.006833;-0.25625000;0.48489992;0.018101;-0.005715
290;90;90.00;-180.00;50;-0.25170004;0.49674996;0.015918;-0.006467;-0.24574996;0.48450030;0.074602;-0.007344
291;337.5;-22.50;-112.50;50;-0.26654994;0.49720012;0.055095;-0.033350;-0.25490000;0.49014992;0.035967;0.019797
292;202.5;-157.50;-135.00;50;-0.24880006;0.48359996;0.056060;0.019473;-0.24734996;0.47914996;0.034712;-0.033125
293;135;-225.00;-67.50;50;-0.25725004;0.47624992;0.024211;0.014099;-0.25755000;0.47939992;0.066919;-0.027224
294;157.5;-202.50;22.50;50;-0.26030008;0.48490012;0.034316;0.020269;-0.25790004;0.49115000;0.056621;-0.033352
295;22.5;-337.50;-135.00;50;-0.25115004;0.48885020;0.032876;-0.032571;-0.24920010;0.50084980;0.057771;0.019580
296;292.5;-67.50;-67.50;50;-0.25569996;0.49129980;0.071689;-0.018191;-0.25175004;0.51210000;0.020015;0.004478
297;180;-180.00;-112.50;50;-0.24929996;0.48580008;0.046387;0.021980;-0.25835004;0.48574990;0.046565;-0.035193
298;247.5;-112.50;67.50;50;-0.25695014;0.49199992;0.072644;0.004075;-0.26385004;0.49770010;0.020383;-0.017305
299;67.5;-292.50;-180.00;50;-0.24739988;0.49505008;0.019060;-0.017109;-0.25825006;0.48979980;0.072383;0.004006
300;0;-360.00;-67.50;50;-0.25480008;0.49564992;0.045684;-0.035173;-0.25275010;0.49680000;0.046831;0.022551
301;225;-135.00;-135.00;50;-0.24694994;0.48450008;0.066418;0.013569;-0.26395002;0.49240008;0.025591;-0.026318
302;315;-45.00;90.00;50;-0.26490000;0.47304984;0.066772;-0.027637;-0.25295008;0.49399988;0.027019;0.014285
303;45;45.00;90.00;50;-0.26080000;0.49344980;0.026389;-0.026721;-0.25415010;0.48150008;0.068164;0.013806
304;112.5;112.50;67.50;50;-0.26125004;0.49210000;0.020066;0.004214;-0.25425008;0.49550016;0.072754;-0.017883
305;202.5;202.50;90.00;50;-0.26640000;0.48885004;0.059224;0.019553;-0.25335014;0.49765004;0.035872;-0.032686
306;0;360.00;157.50;50;-0.27324996;0.49140012;0.046318;-0.035994;-0.24554994;0.50165004;0.049495;0.022222
307;90;90.00;90.00;50;-0.25055000;0.49595010;0.018157;-0.006206;-0.25525008;0.48700000;0.074895;-0.006799
308;135;135.00;45.00;50;-0.25900010;0.48484990;0.026594;0.014270;-0.25280000;0.47209988;0.067034;-0.027268
309;45;45.00;-90.00;50;-0.25245002;0.48790000;0.025391;-0.026401;-0.25440008;0.48625008;0.067732;0.013630
310;247.5;-112.50;-157.50;50;-0.26500008;0.48015008;0.069956;0.003999;-0.26415002;0.49125000;0.019670;-0.017566
311;112.5;-247.50;-135.00;50;-0.26115000;0.48445004;0.017910;0.004194;-0.25835004;0.48975004;0.071006;-0.017712
312;270;-90.00;157.50;50;-0.25814998;0.47639988;0.075293;-0.007146;-0.26689996;0.49764988;0.016982;-0.006125
313;337.5;-22.50;67.50;50;-0.25275004;0.49435008;0.055903;-0.033345;-0.25265002;0.48095000;0.034844;0.020405
314;67.5;67.50;90.00;50;-0.25565008;0.48544988;0.018206;-0.017297;-0.26055010;0.48125000;0.072988;0.004158
315;292.5;-67.50;-135.00;50;-0.25450004;0.48275020;0.069802;-0.017903;-0.24600000;0.47969992;0.019690;0.004580
316;180;-180.00;-112.50;50;-0.24465002;0.48610010;0.045496;0.022007;-0.26465000;0.47884984;0.045151;-0.035681
317;315;-45.00;135.00;50;-0.25405008;0.48515004;0.066021;-0.027126;-0.25730004;0.48760010;0.024780;0.013960
318;157.5;-202.50;-157.50;50;-0.24920002;0.48625010;0.032673;0.020222;-0.25840002;0.49159984;0.056189;-0.033008
319;22.5;-337.50;-135.00;50;-0.25100002;0.48334996;0.033611;-0.032859;-0.24614990;0.48459996;0.056931;0.019736
320;225;-135.00;-135.00;50;-0.25350008;0.46999996;0.066331;0.013689;-0.26209998;0.48585010;0.025020;-0.026416
321;337.5;-22.50;112.50;50;-0.24530000;0.47204980;0.056045;-0.033037;-0.25260000;0.47959992;0.035071;0.020254
322;292.5;-67.50;-45.00;50;-0.27054996;0.47270000;0.071421;-0.018086;-0.24830000;0.48205010;0.019678;0.005398
323;112.5;-247.50;-180.00;50;-0.26115000;0.46449992;0.018342;0.004568;-0.25070000;0.47490008;0.072124;-0.017886
324;225;-135.00;112.50;50;-0.25415006;0.47764996;0.067732;0.013379;-0.25600008;0.47244984;0.024980;-0.026956
325;67.5;-292.50;-157.50;50;-0.26020002;0.47775008;0.016660;-0.017046;-0.25195004;0.47544984;0.072458;0.004102
326;90;-270.00;22.50;50;-0.25799996;0.47654984;0.016421;-0.006575;-0.26494998;0.46259992;0.075132;-0.007271
327;180;-180.00;90.00;50;-0.24319994;0.47424992;0.046638;0.021741;-0.24549990;0.46794996;0.045850;-0.035676
328;247.5;-112.50;67.50;50;-0.25830008;0.44675008;0.072751;0.003809;-0.25185004;0.47444976;0.018752;-0.017256
329;135;-225.00;-112.50;50;-0.25160010;0.46440000;0.025466;0.014272;-0.26015004;0.47184984;0.066292;-0.027083
330;0;-360.00;-135.00;50;-0.25075004;0.46849996;0.043945;-0.035095;-0.25114998;0.47514992;0.047881;0.022219
331;315;-45.00;-45.00;50;-0.25229996;0.47424992;0.065554;-0.027139;-0.24654996;0.47519992;0.025884;0.013713
332;22.5;22.50;67.50;50;-0.25165010;0.47839992;0.034207;-0.033237;-0.23639994;0.47620000;0.059993;0.019932
333;202.5;-157.50;-180.00;50;-0.25200004;0.47915008;0.054546;0.019204;-0.25740004;0.46645000;0.035022;-0.033188
334;157.5;-202.50;-45.00;50;-0.25215004;0.45880004;0.033704;0.019675;-0.24960006;0.45294992;0.058071;-0.033533
335;270;-90.00;112.50;50;-0.23834988;0.45539990;0.075623;-0.006843;-0.25155002;0.47429992;0.017488;-0.006343
336;45;45.00;135.00;50;-0.25215004;0.47190000;0.025757;-0.026931;-0.25470010;0.45095012;0.066750;0.013215
337;45;45.00;0.00;50;-0.25974998;0.46559990;0.024651;-0.026973;-0.24334990;0.45250020;0.067773;0.012808
338;90;90.00;45.00;50;-0.24379996;0.46659988;0.016323;-0.006504;-0.24889998;0.45819990;0.076194;-0.007268
339;157.5;157.50;67.50;50;-0.23339988;0.46540004;0.035139;0.019724;-0.24710008;0.45405004;0.056282;-0.033379
340;22.5;22.50;-135.00;50;-0.24695010;0.47444992;0.032649;-0.033835;-0.23749984;0.45259990;0.057488;0.019482
341;180;180.00;157.50;50;-0.24650002;0.45629988;0.047686;0.021702;-0.25170004;0.45954990;0.045498;-0.035630
342;202.5;202.50;22.50;50;-0.23829990;0.45160008;0.056514;0.019978;-0.25410004;0.45229996;0.033799;-0.033245
343;315;315.00;112.50;50;-0.24764996;0.45199990;0.064651;-0.027532;-0.24269992;0.46800000;0.027495;0.014548
344;337.5;337.50;22.50;50;-0.25000004;0.44775000;0.056292;-0.033823;-0.25220004;0.46079992;0.035715;0.020068
345;225;225.00;-112.50;50;-0.24630000;0.45095004;0.065967;0.013406;-0.25134996;0.45900000;0.025415;-0.027109
346;112.5;112.50;-112.50;50;-0.25010004;0.45565010;0.017239;0.004441;-0.23844988;0.45794992;0.071299;-0.018362
347;247.5;247.50;135.00;50;-0.25220000;0.44630008;0.071655;0.003965;-0.25304996;0.46704990;0.018579;-0.017959
348;135;135.00;-112.50;50;-0.24480000;0.45344984;0.022495;0.013721;-0.24394994;0.45145000;0.065759;-0.027383
349;270;270.00;135.00;50;-0.24660008;0.45769996;0.074861;-0.007314;-0.25275004;0.46739990;0.017766;-0.006057
350;292.5;292.50;22.50;50;-0.24449990;0.45084996;0.071248;-0.018411;-0.24334990;0.46270012;0.020237;0.004600
351;67.5;67.50;67.50;50;-0.24409996;0.46420000;0.018083;-0.017698;-0.24244982;0.45600004;0.072732;0.003955
352;0;0.00;-67.50;50;-0.24879994;0.47004984;0.044285;-0.036162;-0.24129996;0.44829990;0.046370;0.022087
353;67.5;67.50;67.50;50;-0.24760006;0.46135000;0.019277;-0.017703;-0.23729992;0.46689996;0.071252;0.004192
354;180;180.00;112.50;50;-0.25510008;0.45879996;0.046572;0.022424;-0.25355008;0.45299992;0.044890;-0.036057
355;135;135.00;-45.00;50;-0.25109996;0.45845000;0.024189;0.013953;-0.24429996;0.46560000;0.066101;-0.027490
356;22.5;22.50;-112.50;50;-0.24315000;0.46855000;0.033152;-0.033926;-0.25620000;0.44924992;0.057034;0.019687
357;45;45.00;22.50;50;-0.25760008;0.47254984;0.025403;-0.026997;-0.25255004;0.45270008;0.065676;0.013357
358;90;90.00;45.00;50;-0.24965006;0.46265000;0.017131;-0.006880;-0.25380004;0.45130008;0.074187;-0.007278
359;270;-90.00;-180.00;50;-0.24499994;0.45144992;0.073066;-0.007014;-0.25675002;0.46200000;0.016626;-0.006311
360;292.5;-67.50;22.50;50;-0.24934998;0.45374992;0.071155;-0.018730;-0.25465006;0.46844984;0.018030;0.004985
361;202.5;-157.50;-90.00;50;-0.24314990;0.46185000;0.056462;0.019692;-0.25124996;0.45875004;0.033887;-0.033784
362;247.5;-112.50;45.00;50;-0.24870006;0.46394984;0.071162;0.003630;-0.24589996;0.46140004;0.016328;-0.017241
363;157.5;-202.50;-90.00;50;-0.25250010;0.46249992;0.033430;0.020032;-0.25625004;0.45765000;0.055662;-0.033799
364;225;-135.00;67.50;50;-0.24334996;0.45305010;0.066931;0.013940;-0.25095004;0.45140008;0.023982;-0.026831
365;112.5;-247.50;-112.50;50;-0.24755008;0.45180000;0.016494;0.004529;-0.25864998;0.45319990;0.072705;-0.018203
366;315;-45.00;-45.00;50;-0.25380010;0.45920008;0.065325;-0.027524;-0.25410008;0.47329996;0.026296;0.013892
367;0;0.00;45.00;50;-0.24699996;0.46349990;0.044609;-0.035681;-0.24474996;0.45809992;0.046812;0.022339
368;337.5;-22.50;-22.50;50;-0.25480004;0.46775000;0.054473;-0.033770;-0.24655000;0.47190010;0.037454;0.020183
369;292.5;-67.50;-45.00;50;-0.25480008;0.46814990;0.070195;-0.017756;-0.25240000;0.47049988;0.020151;0.004604
370;0;0.00;67.50;50;-0.25390010;0.46504992;0.043835;-0.035940;-0.24279996;0.47225000;0.046252;0.022070
371;22.5;22.50;22.50;50;-0.25685006;0.45564992;0.034563;-0.033250;-0.25195010;0.45475004;0.056331;0.020007
372;270;-90.00;-112.50;50;-0.25965004;0.46559980;0.074436;-0.007300;-0.25585002;0.46879984;0.016082;-0.006094
373;180;-180.00;-90.00;50;-0.25425004;0.46099990;0.043657;0.021941;-0.26270000;0.45474988;0.046003;-0.035657
374;247.5;-112.50;67.50;50;-0.25100002;0.46545000;0.073306;0.004314;-0.25940008;0.46484976;0.019553;-0.017192
375;135;-225.00;-112.50;50;-0.25635012;0.46174992;0.025125;0.013867;-0.25120000;0.45995008;0.066448;-0.027449
376;315;-45.00;-45.00;50;-0.24919994;0.45929996;0.065891;-0.027539;-0.24179996;0.46695000;0.024978;0.014075
377;45;45.00;90.00;50;-0.25265004;0.45985004;0.025034;-0.027109;-0.24459996;0.46089996;0.067310;0.013374
378;67.5;67.50;22.50;50;-0.24940010;0.45299996;0.017310;-0.017998;-0.24769996;0.46235000;0.072300;0.003875
379;112.5;112.50;45.00;50;-0.25375004;0.46864976;0.019084;0.004756;-0.25875004;0.46080000;0.072329;-0.018450
380;157.5;157.50;45.00;50;-0.24570006;0.45724992;0.032947;0.019900;-0.24770000;0.46300004;0.056660;-0.033987
381;225;225.00;67.50;50;-0.25515004;0.45320004;0.065955;0.013379;-0.26739996;0.46404990;0.023445;-0.026726
382;202.5;202.50;-22.50;50;-0.25650012;0.46295000;0.056555;0.019817;-0.26109996;0.44965000;0.033916;-0.033101
383;337.5;337.50;135.00;50;-0.26004996;0.46200004;0.057090;-0.033657;-0.24745002;0.47525000;0.037458;0.019895
384;90;90.00;90.00;50;-0.26234996;0.45190008;0.016528;-0.007175;-0.25075012;0.45419996;0.074514;-0.007456
385;180;180.00;90.00;50;-0.24874994;0.45999990;0.046455;0.022021;-0.24805000;0.44869996;0.045762;-0.035706
386;247.5;247.50;67.50;50;-0.25010002;0.45005000;0.074709;0.004036;-0.25135004;0.45799992;0.019353;-0.017183
387;157.5;157.50;-90.00;50;-0.25004998;0.45830000;0.033906;0.019556;-0.25495008;0.46129988;0.055679;-0.033633
388;112.5;112.50;-45.00;50;-0.24419998;0.44930008;0.018147;0.005007;-0.24194988;0.45580008;0.072524;-0.018613
389;0;0.00;-112.50;50;-0.25129998;0.46265000;0.045322;-0.035837;-0.23819990;0.45785000;0.046111;0.022612
390;202.5;-157.50;-157.50;50;-0.24984992;0.45280004;0.055083;0.020239;-0.25540006;0.45760016;0.035144;-0.032947
391;337.5;-22.50;135.00;50;-0.24734994;0.46130000;0.056704;-0.033630;-0.25335002;0.46074984;0.034062;0.020112
392;292.5;-67.50;-45.00;50;-0.24945000;0.45705008;0.070598;-0.017952;-0.25310000;0.48044996;0.019893;0.004604
393;135;-225.00;-157.50;50;-0.25200004;0.45574992;0.025447;0.013774;-0.25244996;0.44920004;0.065190;-0.027234
394;45;-315.00;-90.00;50;-0.24935006;0.45750004;0.023203;-0.026758;-0.24714996;0.44690008;0.066777;0.013650
395;225;-135.00;-135.00;50;-0.24554996;0.46380000;0.064956;0.013105;-0.25385004;0.46399988;0.026460;-0.026816
396;67.5;-292.50;-157.50;50;-0.24164998;0.46509990;0.017344;-0.017393;-0.24139992;0.45085008;0.071057;0.003882
397;22.5;-337.50;-45.00;50;-0.24389996;0.46274992;0.031445;-0.033171;-0.24559990;0.44115008;0.056321;0.019678
398;270;-90.00;-90.00;50;-0.24839992;0.45265008;0.073174;-0.007173;-0.23789996;0.44475000;0.017744;-0.006746
399;315;-45.00;45.00;50;-0.25030002;0.44875004;0.066052;-0.027500;-0.23834988;0.46165012;0.025215;0.013982
400;90;90.00;135.00;50;-0.24394996;0.45544996;0.017236;-0.006423;-0.24955004;0.45004996;0.074612;-0.007166
