smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;337,5;2;-0,41382508;-0,40864996;-0,00517511;0,61187508;0,61392510;-0,00205004;25,23;25,21;0,01;0,03168823;0,04804809;-0,01635986;0,00935425;-0,00057983;0,00993408
CW;0;9;-0,42306664;-0,42062224;-0,00244439;0,62208324;0,62500008;-0,00291681;24,82;24,82;-0,01;0,03458496;0,04526992;-0,01068496;0,01216309;-0,00297635;0,01513943
CW;22,5;4;-0,42078750;-0,41637508;-0,00441244;0,60032500;0,59761250;0,00271249;25,40;25,41;-0,00;0,03696900;0,04075806;-0,00378906;0,01339111;-0,00483948;0,01823059
CW;45;1;-0,41095010;-0,40595012;-0,00499997;0,53795020;0,54435016;-0,00639993;26,59;26,60;-0,01;0,03878418;0,03615967;0,00262451;0,01238037;-0,00585693;0,01823730
CW;67,5;4;-0,42135000;-0,41576240;-0,00558758;0,63773760;0,63121260;0,00652498;24,58;24,59;-0,00;0,04495300;0,03617126;0,00878174;0,01224243;-0,00284424;0,01508667
CW;90;5;-0,41819000;-0,42234000;0,00414997;0,63405990;0,62931990;0,00474000;24,71;24,69;0,02;0,04745654;0,03186084;0,01559570;0,00998144;-0,00045947;0,01044092
CW;112,5;8;-0,41841256;-0,41916880;0,00075623;0,62884380;0,61586876;0,01297504;24,88;24,88;0,00;0,04865356;0,03162811;0,01702546;0,00653809;0,00232971;0,00420837
CW;135;2;-0,40632484;-0,41879992;0,01247507;0,59410008;0,60034990;-0,00624984;25,44;25,43;0,01;0,04880371;0,02966553;0,01913818;0,00206055;0,00599121;-0,00393066
CW;157,5;4;-0,41096260;-0,40886252;-0,00210008;0,56837510;0,56288760;0,00548750;26,10;26,12;-0,02;0,04665528;0,03107361;0,01558167;-0,00132568;0,00884949;-0,01017517
CW;180;5;-0,41715990;-0,42192000;0,00476012;0,61819000;0,62025004;-0,00206006;24,93;24,91;0,02;0,04427197;0,03495703;0,00931494;-0,00273193;0,01225781;-0,01498975
CW;202,5;4;-0,41668752;-0,43124996;0,01456243;0,64118750;0,63042500;0,01076251;24,59;24,60;-0,00;0,04128967;0,03906250;0,00222717;-0,00404114;0,01401550;-0,01805664
CW;225;5;-0,41540010;-0,42558996;0,01018986;0,61941000;0,62808000;-0,00867003;24,84;24,85;-0,02;0,03755713;0,04116553;-0,00360840;-0,00440723;0,01381738;-0,01822461
CW;247,5;5;-0,41932992;-0,41943000;0,00010008;0,61522996;0,62675000;-0,01152003;24,92;24,93;-0,01;0,03483301;0,04402149;-0,00918848;-0,00324902;0,01215186;-0,01540088
CW;270;7;-0,42120716;-0,41767856;-0,00352859;0,61613568;0,62148568;-0,00534999;24,98;24,98;0,00;0,03154646;0,04682931;-0,01528285;-0,00044468;0,00989083;-0,01033552
CW;292,5;2;-0,40937504;-0,41074996;0,00137493;0,58077516;0,59182500;-0,01104987;25,71;25,71;-0,00;0,03026734;0,04739258;-0,01712524;0,00174805;0,00614624;-0,00439819
CW;315;4;-0,42317484;-0,41985000;-0,00332487;0,62498750;0,62557492;-0,00058746;24,83;24,84;-0,01;0,03037903;0,04837158;-0,01799256;0,00628052;0,00297729;0,00330322
CW;337,5;2;-0,43520004;-0,42774984;-0,00745019;0,66512516;0,67244992;-0,00732481;23,84;23,85;-0,01;0,03454346;0,04922973;-0,01468628;0,01035034;0,00053345;0,00981689
