smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
CW;99;45;-315.00;22.50;50;-0.23649992;0.52895004;0.025793;-0.027041;-0.25080004;0.51759976;0.066086;0.016904
CW;100;0;-360.00;-45.00;50;-0.24525004;0.52319990;0.046692;-0.035872;-0.23235000;0.52305000;0.045818;0.026187
CW;101;315;-45.00;-45.00;50;-0.24089996;0.50994990;0.072241;-0.026099;-0.24289994;0.53430010;0.032852;0.016443
CW;102;112.5;112.50;157.50;50;-0.23804984;0.51919984;0.019438;0.005984;-0.24499988;0.51924980;0.076614;-0.016208
CW;103;225;225.00;112.50;50;-0.23579992;0.51139970;0.068154;0.017107;-0.24419988;0.51569984;0.026270;-0.026880
CW;104;202.5;202.50;-22.50;50;-0.24335002;0.52175000;0.057988;0.024028;-0.25830004;0.52854996;0.036067;-0.033479
CW;105;270;270.00;67.50;50;-0.23759986;0.52255000;0.079485;-0.004197;-0.24374994;0.53195008;0.019121;-0.004854
CW;106;135;135.00;-135.00;50;-0.24274998;0.53495016;0.025645;0.016001;-0.25850010;0.53160008;0.069568;-0.026724
CW;107;157.5;157.50;22.50;50;-0.24184984;0.53370016;0.035742;0.023335;-0.25025000;0.53470000;0.059910;-0.033381
CW;108;337.5;-22.50;-180.00;50;-0.24589996;0.53655016;0.060022;-0.033118;-0.24665004;0.53420000;0.035061;0.023057
CW;109;90;90.00;112.50;50;-0.24685002;0.53255020;0.016538;-0.004800;-0.26465000;0.53720016;0.078994;-0.004390
CW;110;292.5;-67.50;-157.50;50;-0.25155004;0.53580020;0.076079;-0.015935;-0.24669992;0.53005004;0.018525;0.006011
CW;111;180;-180.00;-112.50;50;-0.23749992;0.52269996;0.045684;0.025703;-0.25099996;0.53790010;0.050996;-0.034646
CW;112;247.5;-112.50;67.50;50;-0.23984984;0.53505004;0.075510;0.007468;-0.25860006;0.53245010;0.020012;-0.017148
CW;113;225;-135.00;-22.50;50;-0.24299994;0.52104984;0.069199;0.017063;-0.26530004;0.52965010;0.028518;-0.027517
CW;114;90;-270.00;-135.00;50;-0.25425000;0.53820020;0.015701;-0.005259;-0.23584994;0.50749990;0.082559;-0.004399
CW;115;270;-90.00;-90.00;50;-0.25775006;0.52709990;0.080256;-0.003716;-0.24930000;0.53725010;0.019065;-0.004800
CW;116;247.5;-112.50;-22.50;50;-0.24980000;0.53410020;0.075935;0.007732;-0.25360000;0.54550020;0.020349;-0.017136
CW;117;337.5;-22.50;90.00;50;-0.24770004;0.52674996;0.060642;-0.032588;-0.25285012;0.52634990;0.037251;0.022922
CW;118;112.5;112.50;135.00;50;-0.24619990;0.54165010;0.019458;0.006465;-0.25595006;0.53980030;0.077048;-0.016335
CW;119;180;180.00;67.50;50;-0.25870010;0.53125008;0.045210;0.025959;-0.25190004;0.55424980;0.045920;-0.035747
CW;120;135;135.00;-45.00;50;-0.25505000;0.54100010;0.028508;0.016677;-0.25019996;0.53855016;0.068406;-0.026157
CW;121;45;45.00;-90.00;50;-0.25150004;0.54160032;0.024619;-0.027026;-0.25090004;0.53015008;0.070066;0.017334
CW;122;292.5;-67.50;-112.50;50;-0.25505006;0.52509970;0.075986;-0.015686;-0.24774996;0.54920020;0.018984;0.006353
CW;123;157.5;-202.50;-135.00;50;-0.24730004;0.53285024;0.035188;0.023135;-0.25620010;0.54410016;0.059858;-0.033052
CW;124;67.5;-292.50;-90.00;50;-0.24965002;0.53945010;0.019968;-0.017510;-0.25155000;0.54390016;0.075198;0.007703
CW;125;202.5;-157.50;135.00;50;-0.24114990;0.54860016;0.058906;0.024128;-0.25435008;0.54684996;0.036829;-0.033364
CW;126;315;-45.00;112.50;50;-0.25580000;0.54320016;0.070989;-0.026135;-0.24919994;0.55045010;0.026406;0.016343
CW;127;22.5;22.50;67.50;50;-0.24825000;0.54530040;0.036472;-0.033616;-0.24650000;0.54355010;0.059165;0.024148
CW;128;0;0.00;-22.50;50;-0.26515000;0.54340016;0.047202;-0.035735;-0.24159990;0.53640016;0.050771;0.026265
CW;129;202.5;-157.50;-157.50;50;-0.24434994;0.54710008;0.058611;0.024033;-0.25940008;0.54765000;0.036572;-0.033479
CW;130;0;0.00;157.50;50;-0.25295010;0.54135030;0.050037;-0.035483;-0.24820006;0.54085016;0.045437;0.025879
CW;131;112.5;112.50;112.50;50;-0.25605016;0.54935016;0.018921;0.006975;-0.25335008;0.53785016;0.077009;-0.016287
CW;132;337.5;-22.50;-135.00;50;-0.24760000;0.53330016;0.059553;-0.032961;-0.25335004;0.54570020;0.035833;0.023650
CW;133;135;135.00;157.50;50;-0.24084990;0.54430000;0.026206;0.016943;-0.24669994;0.53975004;0.070693;-0.026235
CW;134;270;270.00;135.00;50;-0.24980012;0.52780000;0.077766;-0.005002;-0.25915012;0.53810020;0.020164;-0.004924
CW;135;225;225.00;-45.00;50;-0.25384998;0.53049992;0.070078;0.017410;-0.26055000;0.54295016;0.026606;-0.026687
CW;136;45;45.00;-180.00;50;-0.25560006;0.54255020;0.025869;-0.027397;-0.23499998;0.52639980;0.069536;0.017527
CW;137;247.5;-112.50;-157.50;50;-0.24690000;0.53520010;0.075432;0.007368;-0.24715000;0.53615016;0.019714;-0.017080
CW;138;180;-180.00;-67.50;50;-0.24364988;0.53615010;0.046997;0.025854;-0.25375010;0.54225016;0.049377;-0.035728
CW;139;315;-45.00;135.00;50;-0.25280002;0.54210020;0.072500;-0.025771;-0.25199996;0.55305000;0.028347;0.016765
CW;140;292.5;-67.50;-22.50;50;-0.25585008;0.54065000;0.075432;-0.016194;-0.24429990;0.55010010;0.019834;0.006523
CW;141;90;90.00;157.50;50;-0.25495014;0.54785024;0.018618;-0.005515;-0.24924998;0.54005020;0.079956;-0.004399
CW;142;22.5;22.50;-67.50;50;-0.25340004;0.54155010;0.037178;-0.033452;-0.24244990;0.53580010;0.059463;0.023594
CW;143;67.5;67.50;45.00;50;-0.25290006;0.53255004;0.019587;-0.017068;-0.24654996;0.53140000;0.076050;0.007605
CW;144;157.5;157.50;90.00;50;-0.24899998;0.54335010;0.035505;0.023601;-0.25380010;0.54165024;0.060129;-0.033247
CW;145;247.5;247.50;90.00;50;-0.25550008;0.53570020;0.075710;0.007629;-0.25175000;0.55524980;0.019729;-0.017048
CW;146;337.5;337.50;90.00;50;-0.26015004;0.53280000;0.060127;-0.033152;-0.25010002;0.54335016;0.036846;0.023323
CW;147;157.5;157.50;-180.00;50;-0.24534992;0.54495000;0.034814;0.023296;-0.26020004;0.53930016;0.060215;-0.033347
CW;148;292.5;292.50;135.00;50;-0.25220004;0.53910010;0.075977;-0.016223;-0.24975000;0.54500010;0.019651;0.006431
CW;149;67.5;67.50;67.50;50;-0.25520010;0.53770000;0.018918;-0.017222;-0.24744996;0.54445016;0.075854;0.007231
CW;150;270;-90.00;-157.50;50;-0.25635004;0.54210020;0.076482;-0.004060;-0.25139996;0.55080016;0.019609;-0.005684
CW;151;202.5;-157.50;-67.50;50;-0.25350008;0.53450010;0.058545;0.023809;-0.24564990;0.55240010;0.036602;-0.033542
CW;152;45;-315.00;-157.50;50;-0.24720002;0.53875008;0.026213;-0.027019;-0.26944996;0.53735008;0.068428;0.017754
CW;153;225;-135.00;-135.00;50;-0.24404998;0.54155010;0.070283;0.017188;-0.26179992;0.53640010;0.025820;-0.027236
CW;154;112.5;-247.50;-112.50;50;-0.25615008;0.53615004;0.018052;0.005786;-0.24039990;0.53095008;0.075940;-0.016174
CW;155;90;-270.00;-22.50;50;-0.25939996;0.53545016;0.017422;-0.005894;-0.25680006;0.51569984;0.077563;-0.004893
CW;156;180;-180.00;90.00;50;-0.24870002;0.53279996;0.044565;0.025605;-0.25670008;0.53520020;0.047939;-0.035327
CW;157;22.5;-337.50;-157.50;50;-0.24690002;0.54630010;0.036401;-0.033743;-0.23859986;0.52239990;0.058835;0.023530
CW;158;0;-360.00;-22.50;50;-0.24774998;0.52444992;0.047639;-0.035662;-0.24800000;0.53275010;0.045388;0.026108
CW;159;135;-225.00;135.00;50;-0.25690008;0.55020000;0.026973;0.016567;-0.25125004;0.51949990;0.073850;-0.026602
CW;160;315;-45.00;-45.00;50;-0.23369998;0.55665000;0.070984;-0.024895;-0.25454990;0.54125010;0.030654;0.016270
CW;161;202.5;-157.50;-112.50;50;-0.24830000;0.52975004;0.057434;0.023286;-0.25230010;0.53600010;0.036985;-0.033755
CW;162;247.5;-112.50;45.00;50;-0.23759984;0.52624990;0.075796;0.006765;-0.24274990;0.54085016;0.020154;-0.017515
CW;163;67.5;-292.50;-180.00;50;-0.25365010;0.53435016;0.019258;-0.017610;-0.25304996;0.53150004;0.075872;0.006819
CW;164;270;-90.00;-90.00;50;-0.24280004;0.50934992;0.078181;-0.005137;-0.25869992;0.54585010;0.021211;-0.005205
CW;165;225;-135.00;-45.00;50;-0.25935000;0.53450010;0.066572;0.016636;-0.24429996;0.54155010;0.026604;-0.027695
CW;166;292.5;-67.50;67.50;50;-0.24849992;0.53100000;0.076116;-0.016606;-0.24289994;0.53575016;0.019355;0.006238
CW;167;315;-45.00;22.50;50;-0.25200006;0.53345008;0.069617;-0.027012;-0.24890002;0.53605016;0.026174;0.016003
CW;168;157.5;-202.50;-157.50;50;-0.24799994;0.52859990;0.034778;0.022849;-0.24339990;0.53285000;0.060146;-0.033760
CW;169;45;-315.00;-112.50;50;-0.24695008;0.53910008;0.025259;-0.027214;-0.22325006;0.51899990;0.071851;0.017212
CW;170;90;-270.00;45.00;50;-0.24715004;0.53820016;0.013940;-0.005410;-0.24204998;0.52550000;0.075759;-0.005596
CW;171;22.5;-337.50;-67.50;50;-0.24834992;0.54240020;0.036460;-0.034146;-0.24994992;0.53229992;0.058752;0.023538
CW;172;337.5;-382.50;-45.00;50;-0.25429996;0.53505004;0.059539;-0.033459;-0.25315008;0.52484990;0.036150;0.022476
CW;173;180;-180.00;-180.00;50;-0.24444996;0.53525010;0.047922;0.025820;-0.25690008;0.54410004;0.048608;-0.035989
CW;174;112.5;-247.50;-67.50;50;-0.25540012;0.53560008;0.018916;0.006216;-0.25465006;0.54445010;0.076360;-0.016777
CW;175;0;-360.00;-112.50;50;-0.24544990;0.54025030;0.047109;-0.036152;-0.24840004;0.53494996;0.046145;0.025747
CW;176;135;-225.00;135.00;50;-0.25205004;0.52965004;0.022825;0.015540;-0.26430000;0.54320010;0.066492;-0.027498
CW;177;292.5;-67.50;157.50;50;-0.23914992;0.53430000;0.076602;-0.016335;-0.25065002;0.54955000;0.019631;0.006052
CW;178;270;-90.00;-22.50;50;-0.26185006;0.53855016;0.079978;-0.004260;-0.24304996;0.54650016;0.017673;-0.006052
CW;179;22.5;22.50;112.50;50;-0.25935006;0.53545004;0.036570;-0.034580;-0.25034994;0.54285020;0.059583;0.023689
CW;180;157.5;157.50;135.00;50;-0.24774996;0.53555020;0.036702;0.022830;-0.25045002;0.54475016;0.059919;-0.033677
CW;181;225;225.00;67.50;50;-0.24515002;0.52480000;0.071555;0.016606;-0.25565008;0.54115016;0.025200;-0.027615
CW;182;90;90.00;-135.00;50;-0.26900002;0.54645016;0.017444;-0.006533;-0.25039998;0.53970024;0.078665;-0.004927
CW;183;67.5;67.50;-22.50;50;-0.26060004;0.54210000;0.019358;-0.017627;-0.25485000;0.54964996;0.076304;0.006746
CW;184;135;135.00;67.50;50;-0.25240004;0.54515004;0.026394;0.015752;-0.25645012;0.54515010;0.071047;-0.026482
CW;185;45;45.00;-90.00;50;-0.25099996;0.54140000;0.026570;-0.027476;-0.23914992;0.54595020;0.071765;0.016951
CW;186;202.5;202.50;157.50;50;-0.24790000;0.54954992;0.059165;0.023584;-0.25100004;0.54630010;0.037078;-0.033779
CW;187;247.5;247.50;45.00;50;-0.25220000;0.55015000;0.076016;0.007021;-0.26775002;0.54325000;0.019949;-0.017466
CW;188;180;180.00;-67.50;50;-0.24225000;0.55429984;0.049419;0.026067;-0.26399996;0.55370000;0.049512;-0.036245
CW;189;112.5;112.50;-67.50;50;-0.25204986;0.56345010;0.019158;0.006375;-0.26749996;0.53955020;0.076123;-0.016802
CW;190;0;0.00;-112.50;50;-0.26259994;0.54975000;0.049907;-0.035188;-0.24985002;0.55500008;0.046909;0.026035
CW;191;337.5;-22.50;-22.50;50;-0.25279988;0.54405004;0.060261;-0.033420;-0.25370000;0.54815020;0.035952;0.023074
CW;192;315;-45.00;-22.50;50;-0.26580004;0.53955010;0.069785;-0.026494;-0.24389996;0.54670000;0.026553;0.016963
CW;193;67.5;67.50;112.50;50;-0.26170000;0.55345000;0.019238;-0.017603;-0.25965002;0.54030016;0.075720;0.007354
CW;194;225;225.00;157.50;50;-0.26070008;0.55360010;0.068662;0.017146;-0.25975000;0.54905010;0.027600;-0.026443
CW;195;45;45.00;-180.00;50;-0.25210010;0.54790000;0.026592;-0.027549;-0.25660000;0.54765010;0.069790;0.017292
CW;196;22.5;22.50;-22.50;50;-0.26019996;0.54745024;0.036101;-0.033774;-0.26095006;0.55000000;0.058813;0.023567
CW;197;157.5;157.50;135.00;50;-0.23329998;0.56380004;0.036289;0.023330;-0.26585004;0.56150010;0.060208;-0.032966
CW;198;247.5;247.50;90.00;50;-0.25130000;0.54735016;0.075571;0.007292;-0.26454996;0.56145010;0.020032;-0.017148
CW;199;112.5;112.50;-135.00;50;-0.26164996;0.54420024;0.018799;0.005715;-0.25775006;0.55205000;0.076465;-0.016409
CW;200;292.5;-67.50;-180.00;50;-0.25160016;0.54390016;0.075879;-0.016055;-0.25199996;0.55645010;0.019058;0.006506
CW;201;337.5;-22.50;45.00;50;-0.25400004;0.55484984;0.059893;-0.032930;-0.25130000;0.56015000;0.035415;0.023606
CW;202;135;135.00;157.50;50;-0.25965002;0.55650010;0.029717;0.016367;-0.26559996;0.55450010;0.069060;-0.026409
CW;203;90;90.00;-45.00;50;-0.26099998;0.54929996;0.017061;-0.005547;-0.24710002;0.55925008;0.078091;-0.004531
CW;204;315;-45.00;-135.00;50;-0.25305004;0.54265010;0.070103;-0.026965;-0.26484996;0.54790020;0.027847;0.015334
CW;205;0;0.00;45.00;50;-0.26724996;0.53920030;0.046553;-0.036348;-0.24834996;0.55200016;0.047664;0.025447
CW;206;180;-180.00;-180.00;50;-0.25869992;0.55645000;0.048301;0.024910;-0.25480004;0.54480030;0.050042;-0.035398
CW;207;202.5;-157.50;22.50;50;-0.24620000;0.54485024;0.058372;0.023503;-0.25575004;0.54690004;0.036938;-0.033850
CW;208;270;-90.00;67.50;50;-0.25240000;0.54695016;0.080579;-0.003953;-0.26509988;0.54960000;0.016909;-0.005508
CW;209;202.5;-157.50;-67.50;50;-0.26195004;0.54420030;0.058816;0.023594;-0.26490006;0.55265000;0.037751;-0.033555
CW;210;225;-135.00;22.50;50;-0.26190004;0.53335020;0.068354;0.017092;-0.24940004;0.54230004;0.024761;-0.027715
CW;211;315;-45.00;90.00;50;-0.26360000;0.55525010;0.070293;-0.026001;-0.25910000;0.54775010;0.028274;0.015459
CW;212;270;-90.00;-45.00;50;-0.25735006;0.53820016;0.078948;-0.005081;-0.26779996;0.54925010;0.016819;-0.005928
CW;213;67.5;67.50;157.50;50;-0.26220000;0.54805000;0.019734;-0.017600;-0.25830000;0.52309984;0.076106;0.007175
CW;214;22.5;22.50;-45.00;50;-0.25950016;0.54525008;0.036624;-0.034043;-0.25965000;0.54485020;0.059089;0.023401
CW;215;247.5;-112.50;-135.00;50;-0.25805000;0.54225020;0.075332;0.006985;-0.26165000;0.54490008;0.019907;-0.017478
CW;216;45;45.00;157.50;50;-0.26665000;0.54030010;0.025054;-0.027661;-0.24830004;0.53760016;0.068562;0.016543
CW;217;292.5;-67.50;-112.50;50;-0.25810004;0.54220016;0.076863;-0.016099;-0.26380002;0.53840020;0.018186;0.005742
CW;218;90;90.00;157.50;50;-0.26480000;0.55845000;0.017778;-0.005391;-0.26250000;0.54455020;0.077576;-0.004133
CW;219;112.5;112.50;22.50;50;-0.25425010;0.54680024;0.018955;0.006272;-0.26185000;0.53320000;0.076360;-0.015972
CW;220;135;135.00;22.50;50;-0.26354998;0.55875000;0.024766;0.016443;-0.25420008;0.55585010;0.070491;-0.026377
CW;221;337.5;-22.50;-157.50;50;-0.25655004;0.54525024;0.059644;-0.033042;-0.24805002;0.55079996;0.035483;0.023208
CW;222;157.5;-202.50;-180.00;50;-0.26934992;0.53895030;0.035137;0.022751;-0.25495014;0.54535024;0.059851;-0.033391
CW;223;0;-360.00;-157.50;50;-0.26135010;0.55559990;0.047766;-0.035693;-0.24484996;0.54675024;0.047319;0.025371
CW;224;180;-180.00;-180.00;50;-0.25015000;0.55065000;0.047036;0.026172;-0.25400010;0.54470000;0.050410;-0.035056
CW;225;337.5;-22.50;157.50;50;-0.26654996;0.55425000;0.060073;-0.033613;-0.25560000;0.55475000;0.037024;0.022947
CW;226;180;-180.00;-157.50;50;-0.25385008;0.55000000;0.049282;0.024651;-0.25095000;0.54595030;0.049395;-0.036177
CW;227;157.5;-202.50;-22.50;50;-0.25135004;0.54095024;0.034978;0.022703;-0.26404998;0.53970024;0.060303;-0.033110
CW;228;90;-270.00;-67.50;50;-0.25370000;0.55270004;0.015398;-0.005234;-0.25270004;0.53415010;0.077749;-0.004443
CW;229;292.5;-67.50;-67.50;50;-0.24614996;0.54035000;0.076433;-0.016948;-0.25179996;0.54960000;0.019856;0.005989
CW;230;225;-135.00;-67.50;50;-0.25594996;0.54320016;0.066233;0.016975;-0.26050004;0.54750010;0.026262;-0.027227
CW;231;0;0.00;135.00;50;-0.25830008;0.54975016;0.046848;-0.036008;-0.25800008;0.54399996;0.045552;0.025508
CW;232;67.5;67.50;67.50;50;-0.25875004;0.52840008;0.020264;-0.017534;-0.24384996;0.54555010;0.076467;0.007329
CW;233;202.5;202.50;135.00;50;-0.24129992;0.54445000;0.059475;0.023625;-0.24729990;0.54235008;0.036980;-0.033992
CW;234;45;45.00;-157.50;50;-0.25965008;0.55965008;0.025901;-0.027197;-0.24445002;0.55260016;0.069480;0.017144
CW;235;112.5;112.50;67.50;50;-0.24434996;0.55284992;0.019355;0.005920;-0.25385000;0.54440016;0.076868;-0.016973
CW;236;247.5;247.50;135.00;50;-0.25280008;0.54055008;0.076248;0.007292;-0.25450010;0.55200020;0.019690;-0.017529
CW;237;22.5;382.50;135.00;50;-0.25680012;0.54060020;0.036682;-0.033875;-0.24249996;0.53935016;0.063020;0.023579
CW;238;270;270.00;-112.50;50;-0.23924990;0.53480008;0.078840;-0.004626;-0.24334996;0.54360024;0.017781;-0.005481
CW;239;135;135.00;-135.00;50;-0.24540002;0.54220010;0.022986;0.016528;-0.24824996;0.55200010;0.067490;-0.027092
CW;240;315;-45.00;-180.00;50;-0.25404996;0.53780010;0.069285;-0.026421;-0.24570008;0.54975010;0.024585;0.016438
CCW;1;315;-45.00;0.00;50;-0.24994998;0.54385020;0.069861;-0.026475;-0.24534998;0.53670020;0.024404;0.015503
CCW;2;67.5;67.50;112.50;50;-0.24900006;0.53615010;0.058806;0.023455;-0.25545012;0.54275008;0.035452;-0.033179
CCW;3;270;-90.00;-157.50;50;-0.24700008;0.54095030;0.048594;-0.035732;-0.25270004;0.53180004;0.045198;0.026165
CCW;4;90;-270.00;-180.00;50;-0.25080000;0.53220004;0.046841;0.025547;-0.25230000;0.53180016;0.047146;-0.036045
CCW;5;22.5;-337.50;-67.50;50;-0.23969996;0.53349996;0.076677;0.007507;-0.24530002;0.53605020;0.019036;-0.017800
CCW;6;157.5;-202.50;135.00;50;-0.24329994;0.54090024;0.018884;0.005886;-0.25490000;0.53250010;0.075381;-0.016506
CCW;7;292.5;-67.50;135.00;50;-0.26544996;0.52849996;0.059531;-0.033359;-0.24615000;0.52194990;0.035076;0.022620
CCW;8;180;-180.00;-112.50;50;-0.25679994;0.54330016;0.015933;-0.005271;-0.25059992;0.53000010;0.081770;-0.003396
CCW;9;0;-360.00;-180.00;50;-0.25590006;0.52345000;0.077668;-0.004409;-0.23864984;0.52759992;0.015413;-0.005261
CCW;10;247.5;-112.50;-112.50;50;-0.25475000;0.52384996;0.036392;-0.033528;-0.25615008;0.52774996;0.058596;0.023704
CCW;11;337.5;-22.50;90.00;50;-0.25630012;0.52564996;0.075442;-0.016377;-0.25840000;0.52044992;0.018569;0.006111
CCW;12;225;-135.00;-112.50;50;-0.24939996;0.52900000;0.025793;-0.027156;-0.26529992;0.53675020;0.067803;0.017212
CCW;13;45;-315.00;-180.00;50;-0.25645012;0.52194992;0.071267;0.017175;-0.23874994;0.53410024;0.026375;-0.027617
CCW;14;202.5;-157.50;157.50;50;-0.24935000;0.52494984;0.019460;-0.017063;-0.25365008;0.52219990;0.075012;0.007454
CCW;15;135;-225.00;-67.50;50;-0.24705004;0.52894990;0.024001;0.017937;-0.24594996;0.52340000;0.069233;-0.027195
CCW;16;112.5;-247.50;-22.50;50;-0.24764996;0.52785000;0.036230;0.023252;-0.26250008;0.52119992;0.059426;-0.033352
CCW;17;180;-180.00;67.50;50;-0.25025004;0.52735000;0.014956;-0.006045;-0.25745000;0.52424984;0.075439;-0.005000
CCW;18;202.5;-157.50;22.50;50;-0.24735002;0.52949992;0.019431;-0.017415;-0.25235000;0.52274984;0.075525;0.007266
CCW;19;337.5;-22.50;135.00;50;-0.25285004;0.52629996;0.076387;-0.016729;-0.25580004;0.50374996;0.018633;0.006206
CCW;20;225;-135.00;-112.50;50;-0.24000000;0.52769992;0.027271;-0.027546;-0.24510000;0.50729996;0.069045;0.016558
CCW;21;45;-315.00;-180.00;50;-0.23804992;0.51384984;0.070457;0.016895;-0.24790008;0.51460000;0.026621;-0.027666
CCW;22;0;-360.00;-45.00;50;-0.24339992;0.50289990;0.078438;-0.004927;-0.25455000;0.50974968;0.015830;-0.006531
CCW;23;22.5;-337.50;22.50;50;-0.25380000;0.51439990;0.075906;0.007039;-0.24659996;0.51774984;0.019832;-0.017456
CCW;24;67.5;-292.50;45.00;50;-0.24759994;0.51354970;0.058923;0.023193;-0.25425008;0.50885000;0.036289;-0.033877
CCW;25;90;-270.00;22.50;50;-0.24464996;0.51349990;0.046606;0.025254;-0.24869996;0.51499980;0.047131;-0.036250
CCW;26;135;-225.00;45.00;50;-0.24284990;0.52445000;0.026948;0.016055;-0.26795000;0.52089990;0.070461;-0.026357
CCW;27;315;-45.00;-45.00;50;-0.25874996;0.51464984;0.069924;-0.026902;-0.24514994;0.50605008;0.026235;0.015774
CCW;28;247.5;-112.50;-67.50;50;-0.24490004;0.51944984;0.036509;-0.034084;-0.23799992;0.51839984;0.058599;0.022959
CCW;29;157.5;-202.50;-90.00;50;-0.24164990;0.52634996;0.019221;0.005681;-0.24679994;0.51539980;0.075933;-0.017012
CCW;30;292.5;-67.50;135.00;50;-0.24339996;0.52164996;0.059226;-0.033345;-0.25150004;0.51954996;0.035422;0.022439
CCW;31;112.5;-247.50;-180.00;50;-0.24029992;0.51769984;0.035483;0.022905;-0.24840000;0.52794990;0.059507;-0.033457
CCW;32;270;-90.00;157.50;50;-0.23989998;0.51984984;0.048374;-0.035703;-0.23624990;0.50979996;0.048435;0.025259
CCW;33;225;-135.00;-45.00;50;-0.25904996;0.51794992;0.029106;-0.027678;-0.22690002;0.49615004;0.068528;0.016787
CCW;34;157.5;-202.50;-67.50;50;-0.24034996;0.52715000;0.019287;0.006233;-0.24530000;0.52144984;0.075239;-0.016465
CCW;35;270;-90.00;112.50;50;-0.24695006;0.51289976;0.047927;-0.036709;-0.25269996;0.51149990;0.049211;0.024353
CCW;36;315;-45.00;45.00;50;-0.24574996;0.49475004;0.069375;-0.026626;-0.24699990;0.52330008;0.025176;0.016548
CCW;37;0;0.00;45.00;50;-0.24474994;0.50474990;0.076929;-0.005100;-0.24910002;0.51554984;0.016707;-0.006138
CCW;38;292.5;-67.50;-67.50;50;-0.24119996;0.51274984;0.059763;-0.033335;-0.24154990;0.51734970;0.035334;0.022966
CCW;39;22.5;22.50;90.00;50;-0.25270004;0.51304990;0.075232;0.006711;-0.25335004;0.51084990;0.019355;-0.017649
CCW;40;67.5;67.50;45.00;50;-0.24460010;0.50599984;0.058335;0.023164;-0.23989992;0.51144990;0.035994;-0.033630
CCW;41;90;90.00;22.50;50;-0.24064996;0.49894996;0.045742;0.025300;-0.24044990;0.51420000;0.047612;-0.035342
CCW;42;45;45.00;-45.00;50;-0.26170004;0.50404996;0.070928;0.017205;-0.23929990;0.52694992;0.022600;-0.027158
CCW;43;337.5;-22.50;-67.50;50;-0.24409998;0.50555000;0.076272;-0.017090;-0.24354998;0.51524996;0.018259;0.005879
CCW;44;202.5;-157.50;-135.00;50;-0.24414990;0.52539990;0.019683;-0.017573;-0.25165000;0.50774990;0.075159;0.006504
CCW;45;135;-225.00;-67.50;50;-0.24944998;0.51974992;0.025115;0.016094;-0.24925002;0.51045000;0.068630;-0.026750
CCW;46;180;-180.00;45.00;50;-0.23109994;0.51029984;0.013650;-0.005283;-0.25630010;0.50630004;0.077388;-0.005200
CCW;47;247.5;-112.50;67.50;50;-0.25660000;0.52004980;0.036543;-0.033774;-0.24825010;0.48869992;0.058398;0.023086
CCW;48;112.5;-247.50;-135.00;50;-0.24424996;0.51005000;0.035984;0.023081;-0.25140002;0.51934990;0.059358;-0.033440
CCW;49;0;-360.00;-112.50;50;-0.24525004;0.50589980;0.080710;-0.004565;-0.25135002;0.50944980;0.016091;-0.006348
CCW;50;202.5;-157.50;-157.50;50;-0.24880000;0.51754990;0.019185;-0.017942;-0.24980000;0.51535010;0.075374;0.006731
CCW;51;315;-45.00;112.50;50;-0.24950002;0.51719990;0.063772;-0.027449;-0.23329986;0.50954984;0.020833;0.016838
CCW;52;157.5;-202.50;-157.50;50;-0.25360004;0.51284990;0.019463;0.006206;-0.23584994;0.49830004;0.076028;-0.016184
CCW;53;67.5;-292.50;-90.00;50;-0.24870010;0.51554970;0.058958;0.023521;-0.26479998;0.50869980;0.036196;-0.034150
CCW;54;225;-135.00;157.50;50;-0.25080004;0.51349984;0.026758;-0.027668;-0.24634988;0.50104980;0.067749;0.016702
CCW;55;90;-270.00;-135.00;50;-0.23859996;0.50789992;0.046350;0.025925;-0.24494994;0.51700000;0.048889;-0.035796
CCW;56;292.5;-67.50;-67.50;50;-0.25174996;0.51109976;0.059783;-0.033459;-0.25000004;0.50519996;0.034524;0.022390
CCW;57;247.5;-112.50;-45.00;50;-0.25585008;0.51074976;0.035859;-0.034106;-0.25290000;0.50619990;0.057837;0.023362
CCW;58;180;-180.00;-67.50;50;-0.24214990;0.49885000;0.016113;-0.005681;-0.24559992;0.51654990;0.074490;-0.004744
CCW;59;22.5;-337.50;-157.50;50;-0.23759994;0.49950000;0.075879;0.007014;-0.23264998;0.50284992;0.019375;-0.017683
CCW;60;45;-315.00;22.50;50;-0.24284992;0.50339990;0.069319;0.017229;-0.25765002;0.49920004;0.024727;-0.027588
CCW;61;337.5;-382.50;-67.50;50;-0.24835006;0.51214980;0.076438;-0.016287;-0.25214994;0.50914990;0.018726;0.005496
CCW;62;270;-90.00;-90.00;50;-0.25540000;0.50934990;0.046816;-0.036663;-0.24220002;0.51344984;0.045120;0.025325
CCW;63;135;-225.00;-135.00;50;-0.24489994;0.51350000;0.025813;0.015977;-0.24765008;0.51024984;0.064785;-0.027288
CCW;64;112.5;-247.50;-22.50;50;-0.24319994;0.51269990;0.035708;0.022351;-0.25040004;0.51344984;0.059368;-0.033333
CCW;65;315;-45.00;-45.00;50;-0.25415000;0.51069984;0.069216;-0.026995;-0.23749998;0.50419990;0.023835;0.015774
CCW;66;90;90.00;135.00;50;-0.25035004;0.50599990;0.042410;0.025244;-0.23319994;0.51209984;0.045564;-0.036414
CCW;67;292.5;-67.50;-157.50;50;-0.24594996;0.51559984;0.059619;-0.033274;-0.24540002;0.50324990;0.036255;0.022673
