smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;tA;axA;ayA;xC;yC;tC;axC;ayC
CCW;177;50;-310.00;-40.00;50;-0.42074984;0.53590010;25.59;0.042898;0.001975;-0.41734980;0.51539990;25.60;0.029888;0.006658
CCW;178;10;-350.00;-40.00;50;-0.42334990;0.52325000;25.60;0.041707;0.007981;-0.42169996;0.53225010;25.55;0.030876;0.002175
CW;179;30;-330.00;20.00;50;-0.42339984;0.52785004;25.57;0.043474;0.005073;-0.42430000;0.52750000;25.60;0.030813;0.004731
CW;180;55;-305.00;25.00;50;-0.43200012;0.52975004;25.60;0.045300;0.001653;-0.42595004;0.54014990;25.61;0.029985;0.007712
CW;181;190;-170.00;135.00;50;-0.42070000;0.53210016;25.59;0.031331;0.002007;-0.42410004;0.51984984;25.60;0.043000;0.006851
CW;182;220;-140.00;30.00;50;-0.41919980;0.53040000;25.60;0.030295;0.005869;-0.42624992;0.53635010;25.60;0.043586;0.003271
CW;183;225;-135.00;5.00;50;-0.41819996;0.53090000;25.60;0.028855;0.006714;-0.41949992;0.53625020;25.60;0.043113;0.002563
CCW;184;115;-245.00;-110.00;50;-0.42235004;0.52760004;25.60;0.036450;-0.001814;-0.42369992;0.53675000;25.60;0.035930;0.011021
CCW;185;80;-280.00;-35.00;50;-0.42915000;0.52820010;25.60;0.040242;-0.000718;-0.40835000;0.52575000;25.60;0.032722;0.009207
CCW;186;270;-90.00;-90.00;50;-0.41390000;0.51464960;25.60;0.034287;0.010605;-0.41750004;0.52124996;25.60;0.041604;-0.001504
CCW;187;155;-205.00;-115.00;50;-0.42980000;0.52334992;25.60;0.033577;-0.000908;-0.41579992;0.53710016;25.60;0.039275;0.010063
CW;188;170;-190.00;15.00;50;-0.42304984;0.53064996;25.60;0.031914;0.000635;-0.42129996;0.52905010;25.60;0.040903;0.009329
CW;189;320;-40.00;150.00;50;-0.41530008;0.52464990;25.60;0.039211;0.011028;-0.42244996;0.52325000;25.60;0.035820;-0.002297
