smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;160;7;-0,43325712;-0,43921420;0,00595707;0,48192140;0,48579996;-0,00387856;26,31;26,32;-0,01;0,02962053;0,04102993;-0,01140939;-0,02300223;0,03066964;-0,05367187
CCW;170;6;-0,42873340;-0,43941664;0,01068327;0,50755008;0,50295836;0,00459170;25,93;25,93;0,00;0,02479858;0,04621948;-0,02142090;-0,02126750;0,02939535;-0,05066284
CCW;180;6;-0,43416664;-0,44097496;0,00680831;0,50503330;0,50905830;-0,00402498;25,89;25,87;0,02;0,02058838;0,05029215;-0,02970377;-0,01898315;0,02701375;-0,04599690
CCW;190;6;-0,43558332;-0,44130000;0,00571668;0,50780000;0,50510830;0,00269169;25,92;25,93;-0,01;0,01664144;0,05432047;-0,03767904;-0,01606283;0,02417480;-0,04023763
CCW;200;5;-0,43827992;-0,43161992;-0,00665998;0,55189000;0,55961000;-0,00771999;25,02;25,02;0,00;0,01573584;0,05798487;-0,04224903;-0,01248975;0,02146143;-0,03395118
CCW;210;11;-0,43786360;-0,43755452;-0,00030908;0,51070450;0,51242276;-0,00171822;25,86;25,87;-0,01;0,01154142;0,06016868;-0,04862726;-0,00875932;0,01692982;-0,02568914
CCW;220;6;-0,43395830;-0,43587496;0,00191668;0,53483340;0,53700820;-0,00217485;25,37;25,38;-0,01;0,01082031;0,06305095;-0,05223064;-0,00398885;0,01240479;-0,01639364
CCW;230;8;-0,43400004;-0,43442496;0,00042492;0,50860640;0,51670620;-0,00809985;25,88;25,88;-0,00;0,00868011;0,06256164;-0,05388153;0,00015961;0,00792297;-0,00776337
CCW;240;12;-0,43139996;-0,43233750;0,00093752;0,49461668;0,50365836;-0,00904170;26,06;26,05;0,00;0,00774679;0,06268290;-0,05493612;0,00491150;0,00283936;0,00207214
CCW;250;4;-0,43462490;-0,42780004;-0,00682488;0,54156250;0,55216264;-0,01060015;25,38;25,40;-0,02;0,00981506;0,06352295;-0,05370789;0,00970276;-0,00173340;0,01143616
CCW;260;7;-0,43601424;-0,43457140;-0,00144282;0,50672850;0,51023568;-0,00350720;25,92;25,91;0,01;0,00976911;0,06063685;-0,05086774;0,01454380;-0,00653076;0,02107457
CCW;270;5;-0,43600988;-0,43626992;0,00026006;0,50702000;0,51719010;-0,01017010;25,90;25,91;-0,00;0,01248145;0,05883838;-0,04635693;0,01881348;-0,01089014;0,02970361
CCW;280;6;-0,43449168;-0,43395000;-0,00054169;0,49281660;0,50269170;-0,00987509;26,11;26,12;-0,01;0,01500977;0,05565755;-0,04064779;0,02238200;-0,01485718;0,03723918
CCW;290;8;-0,44004996;-0,43727500;-0,00277495;0,50979370;0,51744370;-0,00765002;25,69;25,69;0,00;0,01910370;0,05314484;-0,03404114;0,02604492;-0,01764008;0,04368500
CCW;300;5;-0,44964000;-0,44580000;-0,00384000;0,52561984;0,53294000;-0,00732011;25,62;25,65;-0,03;0,02313769;0,04931836;-0,02618066;0,02856445;-0,02020019;0,04876465
CCW;310;8;-0,43761870;-0,43293124;-0,00468746;0,49994380;0,50332490;-0,00338113;26,02;26,01;0,01;0,02748749;0,04476257;-0,01727509;0,02998291;-0,02215942;0,05214234
CCW;320;8;-0,44181870;-0,43315624;-0,00866246;0,48488124;0,49112500;-0,00624377;26,23;26,22;0,01;0,03103455;0,03893860;-0,00790405;0,03119598;-0,02324280;0,05443878
CCW;330;10;-0,44657500;-0,43674500;-0,00982997;0,52171504;0,52369508;-0,00198001;25,80;25,81;-0,00;0,03646167;0,03499048;0,00147119;0,03155249;-0,02323560;0,05478808
CCW;340;11;-0,44215908;-0,43177276;-0,01038632;0,50986356;0,51033180;-0,00046825;25,85;25,84;0,01;0,04155229;0,03043346;0,01111883;0,03089422;-0,02260631;0,05350053
CCW;350;9;-0,43728330;-0,43603330;-0,00125000;0,50565000;0,50276660;0,00288337;25,96;25,94;0,03;0,04591336;0,02532417;0,02058919;0,02938395;-0,02132785;0,05071181
CW;0;5;-0,43811000;-0,43256990;-0,00554013;0,50246984;0,49508000;0,00738984;26,06;26,06;-0,01;0,05027148;0,02113232;0,02913916;0,02690967;-0,01922217;0,04613183
CW;10;5;-0,43550008;-0,42990000;-0,00560004;0,51879008;0,51492000;0,00387007;25,87;25,84;0,04;0,05388672;0,01827490;0,03561182;0,02412060;-0,01652832;0,04064892
CW;20;7;-0,43272850;-0,42872856;-0,00399995;0,50328570;0,50183570;0,00145000;25,93;25,92;0,01;0,05759975;0,01498117;0,04261858;0,02080845;-0,01302351;0,03383196
CW;30;9;-0,44117772;-0,43593324;-0,00524446;0,52387216;0,51218336;0,01168877;25,72;25,71;0,00;0,06024930;0,01252035;0,04772895;0,01678304;-0,00901964;0,02580268
CW;40;8;-0,43572496;-0,42654376;-0,00918120;0,49729992;0,49208120;0,00521871;26,09;26,08;0,01;0,06145111;0,01007141;0,05137970;0,01249542;-0,00515472;0,01765015
CW;50;6;-0,43738324;-0,43465832;-0,00272495;0,49266664;0,48685000;0,00581661;26,14;26,13;0,01;0,06194458;0,00837769;0,05356689;0,00738770;-0,00002686;0,00741455
CW;60;3;-0,43291664;-0,42066670;-0,01224995;0,52545008;0,51439992;0,01105010;25,67;25,66;0,01;0,06317871;0,00850179;0,05467692;0,00329834;0,00445882;-0,00116048
CW;70;4;-0,43123750;-0,42950000;-0,00173751;0,51273748;0,49988750;0,01284996;25,87;25,83;0,04;0,06145325;0,00987549;0,05157776;-0,00175964;0,00957764;-0,01133728
CW;80;7;-0,43085716;-0,43527850;0,00442135;0,50195710;0,49659992;0,00535718;25,98;26,00;-0,03;0,06056397;0,01056815;0,04999582;-0,00669678;0,01396484;-0,02066162
CW;90;6;-0,43440000;-0,43636660;0,00196660;0,50183340;0,49773336;0,00410002;26,01;26,03;-0,02;0,05863403;0,01272217;0,04591186;-0,01073649;0,01818482;-0,02892131
CW;100;8;-0,43555624;-0,43641876;0,00086248;0,49231872;0,48714372;0,00517499;26,18;26,19;-0,01;0,05571045;0,01546112;0,04024933;-0,01462433;0,02188477;-0,03650910
CW;110;3;-0,43404992;-0,43615000;0,00210005;0,52763320;0,52896660;-0,00133342;25,59;25,59;-0,01;0,05342122;0,01834554;0,03507569;-0,01784424;0,02577718;-0,04362142
CW;120;7;-0,43822852;-0,43853572;0,00030720;0,51155000;0,50573576;0,00581425;25,96;25,93;0,02;0,04872768;0,02394915;0,02477853;-0,02044120;0,02810547;-0,04854666
CW;130;4;-0,43881244;-0,43691240;-0,00190002;0,53772490;0,53230008;0,00542486;25,46;25,47;-0,01;0,04449646;0,02849548;0,01600098;-0,02213623;0,03044617;-0,05258240
CW;140;6;-0,43248330;-0,44130836;0,00882506;0,49846664;0,48974160;0,00872505;26,13;26,16;-0,02;0,03901408;0,03242961;0,00658447;-0,02306193;0,03090820;-0,05397013
CW;150;5;-0,43085996;-0,44300992;0,01214999;0,51846990;0,51289992;0,00556999;25,77;25,77;-0,00;0,03479443;0,03795557;-0,00316114;-0,02311865;0,03126807;-0,05438672
CW;160;10;-0,43174990;-0,43932496;0,00757504;0,49490492;0,50126500;-0,00636005;26,04;26,03;0,01;0,02996851;0,04154834;-0,01157983;-0,02295483;0,03089892;-0,05385376
CW;170;9;-0,42610556;-0,43379444;0,00768888;0,50076116;0,50326660;-0,00250542;26,07;26,08;-0,00;0,02568956;0,04648003;-0,02079047;-0,02183295;0,02939941;-0,05123237
CW;180;7;-0,42897850;-0,43995708;0,01097858;0,49926430;0,50007856;-0,00081426;26,02;26,02;0,01;0,02116455;0,05069510;-0,02953055;-0,01923026;0,02686210;-0,04609235
CW;190;3;-0,43589996;-0,44206668;0,00616670;0,52091664;0,52231670;-0,00140005;25,72;25,72;-0,00;0,01779378;0,05435954;-0,03656576;-0,01636556;0,02434001;-0,04070556
CW;200;7;-0,42900004;-0,44267136;0,01367131;0,51538570;0,51520720;0,00017852;25,74;25,72;0,02;0,01457310;0,05807688;-0,04350378;-0,01265834;0,02085240;-0,03351074
CW;210;8;-0,43139370;-0,43644370;0,00504997;0,51270632;0,51598120;-0,00327486;25,76;25,76;-0,00;0,01177368;0,06024414;-0,04847046;-0,00898285;0,01691284;-0,02589569
CW;220;6;-0,43085832;-0,43476660;0,00390828;0,50077504;0,50790840;-0,00713336;26,03;26,03;-0,00;0,00940552;0,06204875;-0,05264323;-0,00490031;0,01244222;-0,01734253
CW;230;6;-0,43127500;-0,43428330;0,00300828;0,52817510;0,54026664;-0,01209152;25,44;25,43;0,01;0,00972087;0,06338622;-0,05366536;0,00030884;0,00818848;-0,00787964
CW;240;5;-0,43485000;-0,43266000;-0,00218996;0,47644010;0,48377996;-0,00733986;26,44;26,40;0,04;0,00792285;0,06173486;-0,05381201;0,00458203;0,00293848;0,00164356
CW;250;9;-0,43893336;-0,43506108;-0,00387231;0,53170010;0,53788876;-0,00618869;25,36;25,38;-0,02;0,01000760;0,06393962;-0,05393202;0,00995660;-0,00136502;0,01132161
CW;260;4;-0,43873748;-0,43438750;-0,00434998;0,49872496;0,51098748;-0,01226249;25,99;26,00;-0,01;0,00959106;0,06042053;-0,05082946;0,01392822;-0,00631470;0,02024292
CW;270;7;-0,43240708;-0,43398570;0,00157863;0,50589290;0,50674280;-0,00084990;25,96;25,98;-0,01;0,01239607;0,05928397;-0,04688790;0,01858050;-0,01088623;0,02946673
CW;280;7;-0,44012144;-0,43401430;-0,00610715;0,50645000;0,51568570;-0,00923568;25,80;25,79;0,01;0,01575160;0,05705741;-0,04130580;0,02265207;-0,01423305;0,03688512
CW;290;4;-0,43868750;-0,43544996;-0,00323755;0,54894996;0,55118750;-0,00223756;25,27;25,26;0,01;0,02034180;0,05452881;-0,03418701;0,02580932;-0,01745117;0,04326050
CW;300;10;-0,43593492;-0,43301996;-0,00291497;0,51032990;0,51792496;-0,00759506;25,79;25,80;-0,01;0,02299829;0,04972535;-0,02672706;0,02824756;-0,02036743;0,04861499
CW;310;4;-0,44551250;-0,43292504;-0,01258746;0,49746240;0,49697504;0,00048736;26,07;26,09;-0,02;0,02749878;0,04417236;-0,01667358;0,02981201;-0,02233887;0,05215088
CW;320;4;-0,43388750;-0,43477500;0,00088748;0,52802504;0,52982500;-0,00179994;25,49;25,48;0,00;0,03256409;0,04010681;-0,00754272;0,03145569;-0,02288696;0,05434265
CW;330;9;-0,44082776;-0,42836116;-0,01246661;0,49939436;0,49847780;0,00091657;26,06;26,06;-0,00;0,03693983;0,03520562;0,00173421;0,03134332;-0,02361518;0,05495849
CW;340;8;-0,43978750;-0,42932490;-0,01046261;0,51063124;0,51504376;-0,00441247;25,89;25,89;0,00;0,04144623;0,03118195;0,01026428;0,03084686;-0,02289795;0,05374482
CW;350;7;-0,43689284;-0,43194288;-0,00494996;0,50312144;0,50334280;-0,00022137;25,97;25,97;0,00;0,04594343;0,02610735;0,01983608;0,02922015;-0,02171212;0,05093227
