smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;tA;axA;ayA;xC;yC;tC;axC;ayC
CW;1;90;90.00;90.00;50;-0.41595010;0.57015000;26.31;0.060879;-0.014575;-0.40825024;0.54769990;26.44;0.033623;0.004905
CW;2;202.5;202.50;112.50;50;-0.36995004;0.52700000;26.53;0.031638;-0.014548;-0.37440004;0.51424976;26.47;0.059983;0.005247
CCW;3;90;90.00;-112.50;50;-0.36249996;0.50219992;26.54;0.062776;-0.014331;-0.35359992;0.48284984;26.51;0.029233;0.004841
CW;4;135;135.00;45.00;50;-0.32465010;0.48479996;26.59;0.050403;-0.021882;-0.33420002;0.46594992;26.54;0.042332;0.012388
CW;5;225;225.00;90.00;50;-0.33594992;0.46690004;26.56;0.029595;-0.008030;-0.33185002;0.46200004;26.60;0.061951;-0.001040
CW;6;337.5;337.50;112.50;50;-0.31760000;0.46300004;26.60;0.049011;0.012844;-0.32445014;0.46380000;26.60;0.043203;-0.021716
CW;7;0;360.00;22.50;50;-0.32110010;0.47084990;26.60;0.056833;0.009810;-0.30654996;0.45435000;26.60;0.039529;-0.019353
CCW;8;180;180.00;-180.00;50;-0.32155008;0.44895000;26.60;0.040925;-0.019246;-0.32470010;0.45870004;26.60;0.054983;0.009946
CW;9;202.5;202.50;22.50;50;-0.29620000;0.44979992;26.60;0.030627;-0.013831;-0.30910000;0.45665000;26.60;0.059961;0.005125
CCW;10;90;90.00;-112.50;50;-0.31884998;0.46214990;26.60;0.060767;-0.014226;-0.30670000;0.45890000;26.60;0.030779;0.004746
CCW;11;67.5;67.50;-22.50;50;-0.31125004;0.47294984;26.60;0.062417;-0.007876;-0.30714998;0.45699992;26.60;0.028079;-0.001323
CW;12;157.5;157.50;90.00;50;-0.30235000;0.45054996;26.61;0.042300;-0.021760;-0.29575002;0.46524988;26.60;0.048833;0.012124
CCW;13;90;90.00;-67.50;50;-0.30464996;0.45675004;26.62;0.060276;-0.014531;-0.30464998;0.44770008;26.60;0.032375;0.004553
CCW;14;292.5;-67.50;-157.50;50;-0.30740004;0.43950004;26.60;0.036084;0.009495;-0.30284992;0.46329992;26.60;0.055684;-0.019231
CW;15;0;0.00;67.50;50;-0.31119992;0.46689984;26.60;0.056970;0.009407;-0.29425010;0.45659996;26.60;0.037412;-0.019143
CCW;16;315;-45.00;-45.00;50;-0.30105004;0.45819996;26.60;0.043591;0.011697;-0.30250000;0.46274988;26.58;0.047761;-0.021909
CCW;17;292.5;-67.50;-22.50;50;-0.31190002;0.45964992;26.60;0.035767;0.009451;-0.31134996;0.47284984;26.60;0.055669;-0.019661
CW;18;45;45.00;112.50;50;-0.30900000;0.45815004;26.60;0.063645;-0.001689;-0.30380002;0.46684984;26.60;0.028630;-0.008264
CCW;19;292.5;-67.50;-112.50;50;-0.30420004;0.46284992;26.62;0.035750;0.009297;-0.30544996;0.46229988;26.60;0.054968;-0.019539
CCW;20;247.5;-112.50;-45.00;50;-0.30570000;0.46220004;26.61;0.028245;-0.001560;-0.29650006;0.47024984;26.60;0.063635;-0.008584
CW;21;22.5;22.50;135.00;50;-0.30585000;0.47584980;26.60;0.059937;0.004902;-0.30035008;0.45085010;26.71;0.031213;-0.014651
CW;22;90;90.00;67.50;50;-0.30179996;0.46929980;26.63;0.061562;-0.014377;-0.30440000;0.45920000;26.68;0.030613;0.005720
CW;23;202.5;202.50;112.50;50;-0.29430010;0.47970008;26.66;0.031821;-0.014016;-0.30774992;0.47564984;26.60;0.059875;0.004875
CCW;24;22.5;22.50;-180.00;50;-0.31074998;0.46775000;26.60;0.059512;0.005181;-0.29475004;0.46894990;26.60;0.030771;-0.014429
CW;25;90;90.00;67.50;50;-0.29780004;0.48129992;26.60;0.061382;-0.014199;-0.29900000;0.46310000;26.60;0.031868;0.005063
CCW;26;292.5;-67.50;-157.50;50;-0.29520004;0.46510000;26.70;0.035974;0.009961;-0.29915004;0.46580016;26.67;0.055330;-0.019084
CW;27;315;-45.00;22.50;50;-0.30225000;0.46465004;26.65;0.041318;0.011987;-0.29465010;0.47065008;26.66;0.049014;-0.021616
CCW;28;135;-225.00;-180.00;50;-0.29700004;0.46394990;26.61;0.049270;-0.021995;-0.30395000;0.46430004;26.67;0.039678;0.012424
