smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;292,5;4;-0,42955000;-0,42603752;-0,00351250;0,65683748;0,66747504;-0,01063758;23,70;23,71;-0,01;0,03748413;0,04402954;-0,00654541;0,00073608;0,01071716;-0,00998108
CCW;315;3;-0,42763330;-0,42628332;-0,00134996;0,65804992;0,66753340;-0,00948346;23,59;23,60;-0,01;0,03729981;0,04672526;-0,00942545;0,00248535;0,00883626;-0,00635091
CCW;337,5;5;-0,43152004;-0,42803000;-0,00349003;0,65812000;0,66100990;-0,00288993;23,66;23,65;0,01;0,03523730;0,04643115;-0,01119385;0,00468555;0,00723828;-0,00255273
CW;0;8;-0,43180620;-0,42665000;-0,00515619;0,66691256;0,66581256;0,00110000;23,62;23,62;0,01;0,03575745;0,04730042;-0,01154297;0,00661987;0,00488312;0,00173676
CW;22,5;7;-0,43164284;-0,42602136;-0,00562146;0,66669992;0,66442144;0,00227851;23,53;23,55;-0,02;0,03715507;0,04692383;-0,00976876;0,00876535;0,00269357;0,00607178
CW;45;4;-0,42653750;-0,42359992;-0,00293759;0,66656244;0,66241250;0,00414991;23,63;23,64;-0,01;0,03825378;0,04584412;-0,00759033;0,01062561;0,00049622;0,01012939
CW;67,5;6;-0,42831668;-0,42806660;-0,00025007;0,66777510;0,66135830;0,00641680;23,54;23,54;0,00;0,04044840;0,04387655;-0,00342814;0,01157959;-0,00034424;0,01192383
CW;90;5;-0,43175992;-0,43209990;0,00033998;0,66251004;0,66027004;0,00224000;23,61;23,59;0,02;0,04299023;0,04256348;0,00042676;0,01147070;-0,00041211;0,01188281
CW;112,5;5;-0,42322000;-0,43466000;0,01144001;0,66358000;0,66125008;0,00232995;23,62;23,65;-0,03;0,04427100;0,03901074;0,00526026;0,01116016;0,00064160;0,01051855
CW;135;3;-0,42906670;-0,42634996;-0,00271672;0,66713350;0,66425010;0,00288343;23,45;23,44;0,01;0,04722575;0,03788981;0,00933594;0,00918782;0,00210124;0,00708659
CW;157,5;5;-0,42654990;-0,43385996;0,00731006;0,66783000;0,66034000;0,00748998;23,59;23,60;-0,01;0,04711474;0,03658349;0,01053125;0,00688037;0,00400049;0,00287988
CW;180;5;-0,43097990;-0,43077992;-0,00019997;0,66289000;0,66145000;0,00143999;23,59;23,59;0,00;0,04724024;0,03651514;0,01072510;0,00431885;0,00618945;-0,00187061
CW;202,5;6;-0,42939160;-0,43014160;0,00075001;0,66645010;0,66315830;0,00329179;23,60;23,61;-0,01;0,04658650;0,03656128;0,01002522;0,00270630;0,00867472;-0,00596842
CW;225;5;-0,42466008;-0,43171008;0,00705001;0,67072000;0,67730016;-0,00658017;23,46;23,46;0,00;0,04534472;0,04002198;0,00532275;0,00075098;0,01048730;-0,00973633
CW;247,5;5;-0,43052000;-0,43055000;0,00003001;0,66587000;0,66352992;0,00234008;23,55;23,56;-0,01;0,04274414;0,04150733;0,00123682;0,00000781;0,01125488;-0,01124707
CW;270;5;-0,42779000;-0,42885000;0,00106001;0,66430984;0,67001000;-0,00570011;23,54;23,53;0,01;0,04121729;0,04383496;-0,00261768;-0,00025293;0,01158789;-0,01184082
CW;292,5;6;-0,43160836;-0,42783332;-0,00377503;0,65682490;0,67135008;-0,01452518;23,55;23,55;0,00;0,03859904;0,04610718;-0,00750814;0,00059611;0,01068197;-0,01008586
CW;315;1;-0,43160000;-0,42965000;-0,00195000;0,66005004;0,66790000;-0,00784999;23,72;23,71;0,02;0,03570313;0,04721436;-0,01151123;0,00240723;0,00893555;-0,00652832
CW;337,5;3;-0,43034992;-0,43199996;0,00165004;0,66739992;0,66315010;0,00424987;23,62;23,61;0,01;0,03550293;0,04687907;-0,01137614;0,00409424;0,00715495;-0,00306071
