smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;tA;axA;ayA;xC;yC;tC;axC;ayC
CW;24;22.5;22.50;45.00;50;-0.43185016;0.66044990;23.80;0.032842;-0.010378;-0.41585000;0.66284996;23.82;0.049385;0.021213
CW;25;22.5;22.50;0.00;50;-0.43494988;0.65094970;23.81;0.032988;-0.010657;-0.41415000;0.65859984;23.80;0.050645;0.021216
CW;26;67.5;67.50;45.00;50;-0.42030012;0.65634990;23.80;0.024363;-0.000288;-0.41890000;0.65975004;23.80;0.058115;0.009927
CW;27;202.5;202.50;135.00;50;-0.43730000;0.63839984;23.80;0.050234;0.020933;-0.42575000;0.64939980;23.80;0.034629;-0.010586
CCW;28;157.5;157.50;-45.00;50;-0.42469992;0.65254980;23.80;0.037053;0.022717;-0.42289992;0.63814990;23.80;0.046929;-0.012195
CW;29;247.5;247.50;90.00;50;-0.42304992;0.64555000;23.80;0.057937;0.010835;-0.43315000;0.64764980;23.80;0.025217;-0.000359
CCW;30;225;225.00;-22.50;50;-0.42725004;0.65104980;23.80;0.054507;0.016265;-0.42535004;0.65665000;23.80;0.028140;-0.006448
CW;31;337.5;337.50;112.50;50;-0.43284990;0.64764980;23.80;0.046621;-0.011951;-0.42865004;0.65464976;23.81;0.036423;0.022297
CW;32;90;90.00;90.00;50;-0.42629996;0.64915000;23.80;0.023857;0.007422;-0.43184988;0.65369992;23.83;0.058962;0.003669
CW;33;180;180.00;90.00;50;-0.42189990;0.64664980;23.80;0.043447;0.022957;-0.41234988;0.65770008;23.80;0.040286;-0.012202
CW;34;225;225.00;45.00;50;-0.42344980;0.65209996;23.78;0.054727;0.016711;-0.43205010;0.65755000;23.80;0.028010;-0.005916
CW;35;22.5;382.50;157.50;50;-0.42610000;0.65674996;23.78;0.034417;-0.010649;-0.42004992;0.65954990;23.74;0.050867;0.020701
CCW;36;337.5;337.50;-45.00;50;-0.42934992;0.64835000;23.77;0.046597;-0.011599;-0.42505008;0.65920010;23.80;0.036572;0.022263
CW;37;90;90.00;90.00;50;-0.42570008;0.65744990;23.80;0.023770;0.007900;-0.41829990;0.65574976;23.80;0.059268;0.004158
CCW;38;67.5;67.50;-22.50;50;-0.43899996;0.65429984;23.80;0.024807;0.000435;-0.42545008;0.65045000;23.76;0.058352;0.010522
CW;39;180;180.00;112.50;50;-0.43339992;0.65659992;23.77;0.043467;0.023320;-0.42594990;0.65489984;23.74;0.040596;-0.012732
CW;40;202.5;202.50;22.50;50;-0.41725008;0.65374980;23.78;0.051042;0.020796;-0.43024990;0.65835000;23.76;0.034512;-0.010305
CW;41;315;315.00;112.50;50;-0.42394996;0.65359990;23.73;0.052126;-0.008875;-0.41895004;0.66255032;23.72;0.030457;0.018994
CW;42;67.5;67.50;67.50;50;-0.42065012;0.65604990;23.75;0.024482;0.000781;-0.42595004;0.65950008;23.69;0.058271;0.010239
CW;43;225;225.00;157.50;50;-0.41505000;0.65399984;23.74;0.055144;0.017231;-0.42524992;0.66240010;23.73;0.028352;-0.005947
CW;44;225;225.00;0.00;50;-0.42664996;0.65739990;23.70;0.055542;0.016438;-0.43819996;0.65930010;23.73;0.027908;-0.006011
CCW;45;135;135.00;-90.00;50;-0.41165010;0.66155000;23.70;0.029875;0.019255;-0.41889992;0.65935000;23.68;0.052329;-0.008394
CW;46;202.5;202.50;67.50;50;-0.43160000;0.65529990;23.75;0.049873;0.020715;-0.43260000;0.66070010;23.68;0.033818;-0.011050
CCW;47;45;45.00;-157.50;50;-0.43094992;0.66034990;23.71;0.027109;-0.005574;-0.42409996;0.65844992;23.73;0.055081;0.016335
CW;48;45;45.00;0.00;50;-0.42009992;0.66435016;23.64;0.026284;-0.005708;-0.41735000;0.66435016;23.70;0.055754;0.016621
CW;49;157.5;157.50;112.50;50;-0.42404988;0.65514992;23.65;0.035916;0.022393;-0.43274992;0.65239984;23.66;0.047253;-0.011812
CW;50;292.5;292.50;135.00;50;-0.42099992;0.65504990;23.67;0.057107;-0.003130;-0.42585000;0.66025000;23.65;0.026646;0.013613
CW;51;337.5;337.50;45.00;50;-0.41620000;0.65144976;23.69;0.047363;-0.012092;-0.42750004;0.65940010;23.66;0.036555;0.022422
CW;52;337.5;337.50;0.00;50;-0.41824996;0.66020020;23.66;0.046846;-0.011763;-0.42269996;0.65049980;23.68;0.036238;0.022241
CW;53;112.5;112.50;112.50;50;-0.42279992;0.65299992;23.66;0.026274;0.014529;-0.41939984;0.65665000;23.64;0.057034;-0.003066
CW;54;157.5;157.50;45.00;50;-0.41150000;0.64939992;23.68;0.037861;0.022622;-0.42414996;0.65269990;23.64;0.046409;-0.012056
CW;55;157.5;157.50;0.00;50;-0.41809996;0.65860004;23.62;0.037358;0.022681;-0.42215000;0.65114980;23.55;0.047014;-0.011428
CW;56;270;270.00;112.50;50;-0.41639992;0.66700000;23.57;0.059309;0.003704;-0.42995000;0.65449992;23.58;0.024641;0.007163
CW;57;0;360.00;90.00;50;-0.42445000;0.65620008;23.57;0.040647;-0.012373;-0.42379992;0.66150016;23.57;0.042639;0.022798
CW;58;67.5;67.50;67.50;50;-0.42979992;0.66010016;23.57;0.024338;0.000452;-0.42279990;0.65640016;23.64;0.057495;0.010225
CW;59;225;225.00;157.50;50;-0.41130020;0.64904980;23.54;0.054365;0.017605;-0.41810010;0.65964990;23.63;0.028889;-0.005762
CW;60;270;270.00;45.00;50;-0.41894984;0.65704990;23.56;0.059114;0.003662;-0.43170000;0.65180000;23.63;0.023865;0.007224
CCW;61;247.5;247.50;-22.50;50;-0.42710008;0.65314984;23.61;0.058540;0.010012;-0.42084992;0.65845000;23.58;0.026904;0.000503
CW;62;45;45.00;45.00;50;-0.42454988;0.66765004;23.68;0.027173;-0.005510;-0.41705000;0.65784996;23.64;0.055449;0.016946
CCW;63;225;-135.00;-180.00;50;-0.42069996;0.63884984;23.55;0.054258;0.016633;-0.41779996;0.65819984;23.67;0.027593;-0.005396
CCW;64;157.5;-202.50;-67.50;50;-0.42269992;0.65739984;23.64;0.036770;0.023062;-0.41195000;0.65475000;23.64;0.046069;-0.011526
CW;65;270;-90.00;112.50;50;-0.42725004;0.65449976;23.68;0.058196;0.003779;-0.42274996;0.66600008;23.64;0.022922;0.007261
CW;66;270;-90.00;0.00;50;-0.42029984;0.64889970;23.66;0.058760;0.003726;-0.42030010;0.66049992;23.67;0.023850;0.007312
CCW;67;157.5;-202.50;-112.50;50;-0.41594996;0.65309990;23.68;0.036567;0.023113;-0.40515020;0.66135000;23.69;0.046763;-0.011541
CW;68;292.5;-67.50;135.00;50;-0.42455004;0.65955000;23.64;0.056985;-0.002710;-0.42300016;0.65349980;23.63;0.027485;0.013777
CW;69;45;45.00;112.50;50;-0.42515004;0.65324990;23.59;0.026548;-0.005354;-0.42829992;0.64889980;23.60;0.054233;0.016616
CCW;70;270;-90.00;-135.00;50;-0.42105000;0.65239980;23.60;0.058982;0.003716;-0.41205016;0.65769992;23.61;0.024480;0.007715
CW;71;22.5;22.50;112.50;50;-0.42975000;0.66100020;23.56;0.033523;-0.010054;-0.41999990;0.66089992;23.57;0.050498;0.021016
CW;72;157.5;157.50;135.00;50;-0.42739990;0.64339996;23.56;0.037742;0.022915;-0.42389976;0.66490010;23.53;0.048542;-0.011399
CCW;73;90;90.00;-67.50;50;-0.41810010;0.65865000;23.53;0.024131;0.007500;-0.41855000;0.65244996;23.54;0.059534;0.002993
CCW;74;67.5;67.50;-22.50;50;-0.42135004;0.66029990;23.61;0.025000;0.000913;-0.41645008;0.64849984;23.57;0.058057;0.010962
CCW;75;22.5;22.50;-45.00;50;-0.41625004;0.66299984;23.56;0.032937;-0.010313;-0.42135004;0.65989984;23.51;0.050652;0.020759
CW;76;90;90.00;67.50;50;-0.42085020;0.66240008;23.54;0.023826;0.007485;-0.42025012;0.66899984;23.60;0.059116;0.003826
CCW;77;22.5;22.50;-67.50;50;-0.42310000;0.65254990;23.58;0.032893;-0.010200;-0.41719992;0.66700000;23.59;0.050618;0.020884
CW;78;22.5;22.50;0.00;50;-0.42940010;0.65979976;23.56;0.032678;-0.009966;-0.42240008;0.66370010;23.63;0.050728;0.021348
CCW;79;337.5;-22.50;-45.00;50;-0.43154988;0.66544990;23.53;0.046160;-0.011138;-0.42445004;0.66710010;23.61;0.037053;0.022771
CCW;80;202.5;-157.50;-135.00;50;-0.42274990;0.66175020;23.56;0.049524;0.020908;-0.42764992;0.66055000;23.61;0.032900;-0.010212
CCW;81;157.5;-202.50;-45.00;50;-0.41050010;0.66634990;23.55;0.036863;0.023140;-0.42145000;0.67100008;23.58;0.046531;-0.011440
CW;82;225;-135.00;67.50;50;-0.42274996;0.67410010;23.59;0.054189;0.016729;-0.43425008;0.66259990;23.58;0.027339;-0.005632
CCW;83;135;-225.00;-90.00;50;-0.42054990;0.66420008;23.55;0.029534;0.020039;-0.43535004;0.65244984;23.53;0.052200;-0.008640
CW;84;202.5;-157.50;67.50;50;-0.42909990;0.67330000;23.54;0.048989;0.021462;-0.42464996;0.66535016;23.59;0.032256;-0.010083
CCW;85;90;-270.00;-112.50;50;-0.42559980;0.65765000;23.59;0.023696;0.008342;-0.42394996;0.65309990;23.64;0.059082;0.003479
CCW;86;0;-360.00;-90.00;50;-0.42879972;0.65979990;23.59;0.037896;-0.012363;-0.42265000;0.67340000;23.59;0.042573;0.023469
CCW;87;202.5;-157.50;-157.50;50;-0.42524988;0.65159990;23.51;0.050325;0.021189;-0.42674992;0.66244980;23.54;0.033162;-0.010308
CCW;88;67.5;-292.50;-135.00;50;-0.42519996;0.65899984;23.60;0.024978;0.000723;-0.41275012;0.66174996;23.56;0.056938;0.011372
CCW;89;337.5;-382.50;-90.00;50;-0.42909990;0.65429980;23.63;0.045000;-0.011519;-0.42684992;0.65494990;23.57;0.036526;0.023203
CW;90;157.5;157.50;157.50;50;-0.41525024;0.66165008;23.65;0.036787;0.022173;-0.42659992;0.65735000;23.68;0.047200;-0.011714
CCW;91;112.5;112.50;-45.00;50;-0.41954996;0.67380008;23.64;0.026235;0.014070;-0.42604996;0.65154976;23.65;0.056929;-0.003049
CW;92;202.5;202.50;90.00;50;-0.42235004;0.67685020;23.64;0.050520;0.021013;-0.41930004;0.66355016;23.67;0.034143;-0.010347
CCW;93;135;135.00;-67.50;50;-0.41100000;0.67625016;23.65;0.030764;0.019299;-0.42034996;0.65519980;23.70;0.052346;-0.008271
CW;94;247.5;247.50;112.50;50;-0.40785030;0.66334990;23.68;0.059116;0.010566;-0.42364996;0.67184990;23.66;0.027524;0.000547
CCW;95;112.5;112.50;-135.00;50;-0.42334996;0.65664976;23.63;0.026235;0.014460;-0.41769992;0.65699992;23.64;0.057390;-0.002695
CW;96;180;180.00;67.50;50;-0.42165000;0.66324980;23.63;0.043428;0.022874;-0.42065010;0.66875004;23.63;0.040806;-0.011914
CCW;97;45;45.00;-135.00;50;-0.42774990;0.66865004;23.59;0.028325;-0.005862;-0.42754990;0.65769990;23.51;0.055623;0.016895
CCW;98;225;-135.00;-180.00;50;-0.43189990;0.65789984;23.52;0.054819;0.017417;-0.41819992;0.67540010;23.54;0.027390;-0.004971
CCW;99;157.5;-202.50;-67.50;50;-0.41875004;0.66024992;23.57;0.036052;0.022969;-0.43055000;0.67435020;23.54;0.046204;-0.011641
CW;100;315;-45.00;157.50;50;-0.43329984;0.67495020;23.54;0.052820;-0.008384;-0.42254992;0.66955020;23.56;0.030139;0.019553
CW;101;0;0.00;45.00;50;-0.43124992;0.66214996;23.56;0.039753;-0.011326;-0.42339992;0.66300010;23.55;0.044060;0.022878
CW;102;67.5;67.50;67.50;50;-0.43615000;0.66154976;23.53;0.025432;0.000342;-0.42454990;0.65979992;23.54;0.058750;0.010410
CW;103;90;90.00;22.50;50;-0.42669992;0.65909980;23.55;0.023818;0.007527;-0.43125008;0.66865004;23.58;0.059746;0.003176
CW;104;135;135.00;45.00;50;-0.43090004;0.66560010;23.53;0.030859;0.019470;-0.43140012;0.66205024;23.60;0.053218;-0.008284
CCW;105;112.5;112.50;-22.50;50;-0.42839992;0.66759984;23.51;0.026487;0.014272;-0.42974992;0.66960008;23.52;0.056958;-0.003140
CW;106;202.5;202.50;90.00;50;-0.43274990;0.66525020;23.50;0.051431;0.020964;-0.42735004;0.66815000;23.52;0.034778;-0.010212
CW;107;292.5;292.50;90.00;50;-0.41815004;0.66534996;23.50;0.057412;-0.002979;-0.42465000;0.66890010;23.50;0.027820;0.013542
CW;108;67.5;67.50;67.50;50;-0.42509996;0.66630000;23.53;0.024734;0.000720;-0.42895000;0.66859984;23.52;0.058779;0.010444
CW;109;225;225.00;157.50;50;-0.41490012;0.67735040;23.52;0.055718;0.016572;-0.42050004;0.67015004;23.56;0.028628;-0.005322
CW;110;247.5;247.50;22.50;50;-0.41914996;0.66640000;23.61;0.058311;0.009927;-0.41550004;0.65779996;23.50;0.026445;0.000645
CW;111;337.5;337.50;90.00;50;-0.41960000;0.65645004;23.52;0.047288;-0.011494;-0.43009988;0.66804992;23.55;0.037307;0.022634
CCW;112;292.5;292.50;-45.00;50;-0.41980000;0.66755016;23.57;0.057053;-0.003027;-0.42285016;0.66790000;23.55;0.027190;0.013491
CCW;113;157.5;157.50;-135.00;50;-0.40980008;0.67090010;23.51;0.037429;0.022625;-0.43060004;0.66790000;23.50;0.048003;-0.011860
CCW;114;0;0.00;-157.50;50;-0.42704988;0.67730000;23.50;0.039062;-0.012170;-0.41920012;0.67045000;23.52;0.043152;0.023191
CW;115;67.5;67.50;67.50;50;-0.42710008;0.66289990;23.52;0.024822;0.000222;-0.42079990;0.66079990;23.51;0.057776;0.010833
CCW;116;45;45.00;-22.50;50;-0.43144990;0.67250024;23.50;0.027546;-0.005762;-0.43115004;0.65914976;23.50;0.055476;0.016738
CW;117;45;45.00;0.00;50;-0.42949990;0.67110010;23.47;0.028123;-0.005698;-0.42019984;0.66815010;23.50;0.054966;0.017202
CCW;118;225;-135.00;-180.00;50;-0.42089990;0.67340010;23.49;0.054480;0.017898;-0.42950004;0.67490010;23.46;0.029438;-0.006648
CW;119;225;-135.00;0.00;50;-0.42174992;0.66760010;23.47;0.054578;0.017268;-0.43064992;0.67960030;23.48;0.028728;-0.006487
CW;120;0;0.00;135.00;50;-0.43404996;0.67975016;23.46;0.041128;-0.012131;-0.41705000;0.66940010;23.47;0.042812;0.023765
CCW;121;180;-180.00;-180.00;50;-0.43294992;0.66850008;23.45;0.041895;0.023499;-0.41734992;0.68175010;23.48;0.040205;-0.012009
CW;122;202.5;-157.50;22.50;50;-0.41679996;0.67320000;23.47;0.049382;0.022034;-0.43220012;0.68000008;23.38;0.034404;-0.010510
CCW;123;67.5;-292.50;-135.00;50;-0.42965000;0.68304990;23.48;0.024067;-0.000056;-0.42419976;0.67340016;23.38;0.057173;0.012700
CCW;124;337.5;-382.50;-90.00;50;-0.42805000;0.67705020;23.39;0.048772;-0.010913;-0.43935010;0.67390010;23.44;0.035588;0.022954
CW;125;135;-225.00;157.50;50;-0.42145008;0.67795040;23.35;0.028860;0.018760;-0.42874990;0.66350000;23.33;0.053755;-0.007349
CCW;126;0;-360.00;-135.00;50;-0.42359992;0.66890024;23.41;0.039871;-0.011768;-0.43169990;0.67774990;23.31;0.042415;0.023457
CCW;127;247.5;-112.50;-112.50;50;-0.42195004;0.66400010;23.30;0.057612;0.012297;-0.43420004;0.67825016;23.30;0.025034;-0.000500
CCW;128;180;-180.00;-67.50;50;-0.43219990;0.68265010;23.30;0.040811;0.023999;-0.43099992;0.68645010;23.30;0.041523;-0.012827
CCW;129;135;-225.00;-45.00;50;-0.41735024;0.68215010;23.30;0.027629;0.019131;-0.41929990;0.67690010;23.29;0.054409;-0.007202
CCW;130;67.5;-292.50;-67.50;50;-0.43284990;0.68954990;23.27;0.024688;-0.000020;-0.42920004;0.68860024;23.28;0.058813;0.012375
CW;131;67.5;-292.50;0.00;50;-0.42194990;0.67325000;23.18;0.025181;0.000627;-0.42750016;0.67370030;23.17;0.058289;0.012368
CCW;132;270;-90.00;-90.00;50;-0.42459990;0.69039976;23.17;0.059971;0.005120;-0.42470008;0.69080000;23.12;0.024678;0.006760
CW;133;337.5;-22.50;67.50;50;-0.42829990;0.68430020;23.17;0.048293;-0.010598;-0.41624992;0.68510020;23.17;0.037288;0.022266
CCW;134;180;-180.00;-157.50;50;-0.42730010;0.69795040;23.15;0.042056;0.024133;-0.43170004;0.69305020;23.14;0.041694;-0.012109
CW;135;225;-135.00;45.00;50;-0.42714984;0.69215030;23.09;0.054106;0.018142;-0.42809990;0.68630000;23.08;0.028792;-0.006409
CW;136;292.5;-67.50;67.50;50;-0.42189996;0.68899990;23.08;0.058264;-0.001577;-0.42129996;0.68575010;23.09;0.024663;0.013188
CCW;137;270;-90.00;-22.50;50;-0.42884990;0.69394976;23.12;0.059053;0.005059;-0.43255000;0.69095000;23.13;0.023789;0.006956
CCW;138;112.5;-247.50;-157.50;50;-0.42349996;0.70285032;23.06;0.024333;0.013855;-0.42689988;0.68570008;23.06;0.057534;-0.001873
CCW;139;292.5;-67.50;-67.50;50;-0.42180010;0.69019980;23.04;0.057932;-0.000945;-0.42750008;0.70265030;23.08;0.026411;0.013784
CCW;140;270;-90.00;-22.50;50;-0.42430000;0.69480016;23.07;0.060259;0.005161;-0.43455000;0.68980000;23.00;0.024778;0.006384
CCW;141;112.5;-247.50;-157.50;50;-0.42249992;0.69274984;23.04;0.025813;0.013604;-0.41199996;0.68874984;23.01;0.058635;-0.001006
CW;142;135;-225.00;22.50;50;-0.42925008;0.69109990;23.00;0.029302;0.019795;-0.43364988;0.70505030;23.00;0.053723;-0.007107
CW;143;270;-90.00;135.00;50;-0.42669992;0.69375010;23.00;0.059387;0.005879;-0.43439980;0.69520020;23.00;0.024595;0.007310
CCW;144;157.5;-202.50;-112.50;50;-0.43450004;0.70575000;23.00;0.036025;0.022659;-0.41940000;0.69455000;23.00;0.047419;-0.010747
CCW;145;0;-360.00;-157.50;50;-0.42655010;0.69615010;23.00;0.039758;-0.010989;-0.42259996;0.69935008;23.00;0.042175;0.024250
CW;146;157.5;-202.50;157.50;50;-0.42330008;0.69805024;23.00;0.037126;0.022769;-0.42885000;0.69515000;23.00;0.048184;-0.010776
CCW;147;22.5;-337.50;-135.00;50;-0.43650000;0.69750000;23.00;0.033562;-0.009685;-0.42440008;0.69235020;23.00;0.050466;0.021899
CW;148;67.5;-292.50;45.00;50;-0.42484990;0.70290020;22.98;0.025525;0.000740;-0.41470000;0.69874990;22.98;0.058242;0.012329
CW;149;135;-225.00;67.50;50;-0.44045000;0.68325020;22.99;0.030793;0.018792;-0.43380004;0.69040000;23.00;0.053711;-0.007087
CCW;150;0;-360.00;-135.00;50;-0.42489992;0.68745024;22.99;0.040156;-0.011443;-0.42334992;0.69710020;22.94;0.043613;0.024365
