cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
220;337.5;-22.50;67.50;50;-0.22910000;0.40435004;0.050283;0.026758;-0.22589990;0.39955016;0.035481;-0.040457
221;157.5;-202.50;-180.00;50;-0.22175004;0.39530010;0.036462;-0.040171;-0.22624996;0.39825008;0.050818;0.026492
222;22.5;-337.50;-135.00;50;-0.22660000;0.39725010;0.028230;0.022937;-0.21730006;0.39540004;0.061907;-0.036282
223;90;-270.00;67.50;50;-0.21905000;0.39379996;0.009114;-0.011357;-0.21604996;0.40435010;0.077266;-0.001934
224;315;-45.00;-45.00;50;-0.22589992;0.40430010;0.067378;0.020696;-0.22209998;0.38985004;0.023059;-0.034839
225;0;0.00;45.00;50;-0.22124996;0.39140016;0.035786;0.027444;-0.22445004;0.39460010;0.046843;-0.041301
226;180;-180.00;-180.00;50;-0.22724996;0.39740000;0.048013;-0.041099;-0.22204998;0.39495010;0.038562;0.027122
227;225;-135.00;45.00;50;-0.22000002;0.39430000;0.071406;-0.027302;-0.22609990;0.39845008;0.014573;0.013408
228;67.5;-292.50;-157.50;50;-0.24509994;0.40655010;0.009878;0.001135;-0.21609996;0.39610016;0.076580;-0.015496
229;22.5;-337.50;-45.00;50;-0.23134988;0.39254996;0.026807;0.022097;-0.22954996;0.39960000;0.061106;-0.036501
230;45;-315.00;22.50;50;-0.22724996;0.39099996;0.016492;0.013875;-0.22654996;0.38995000;0.070872;-0.027439
231;202.5;-157.50;157.50;50;-0.23174992;0.39170008;0.061611;-0.037200;-0.22304996;0.39665004;0.025317;0.022000
232;337.5;-22.50;135.00;50;-0.24149998;0.39705004;0.051548;0.026130;-0.22370006;0.40355008;0.034077;-0.040911
233;292.5;-67.50;-45.00;50;-0.22270000;0.40485016;0.073657;0.011021;-0.21224996;0.39705000;0.013054;-0.024524
234;247.5;-112.50;-45.00;50;-0.22489998;0.40490010;0.077705;-0.015376;-0.23379994;0.40115010;0.008325;0.001060
235;135;-225.00;-112.50;50;-0.22954994;0.38874992;0.023625;-0.034929;-0.22484996;0.41345016;0.064004;0.021125
236;157.5;-202.50;22.50;50;-0.22650000;0.39615020;0.035881;-0.040466;-0.22895000;0.39830004;0.049958;0.026333
237;315;-45.00;157.50;50;-0.22589996;0.40395024;0.065029;0.020879;-0.22734994;0.39715004;0.024353;-0.034690
238;90;90.00;135.00;50;-0.22879994;0.39445004;0.007686;-0.012051;-0.22709996;0.40410012;0.076799;-0.001882
239;112.5;112.50;22.50;50;-0.22979996;0.40240000;0.014343;-0.024958;-0.22340012;0.41090010;0.070161;0.010996
240;270;270.00;157.50;50;-0.23050000;0.40210016;0.077600;-0.001438;-0.23484992;0.40525000;0.006677;-0.012019
241;315;315.00;45.00;50;-0.23429988;0.40135000;0.061909;0.020708;-0.22640000;0.39000008;0.021086;-0.034893
242;135;135.00;-180.00;50;-0.23059996;0.39340010;0.023645;-0.035002;-0.22055004;0.39850000;0.062537;0.020796
243;0;0.00;-135.00;50;-0.21855000;0.38945004;0.039226;0.027009;-0.21749998;0.39680012;0.049292;-0.041033
244;270;-90.00;-90.00;50;-0.22724996;0.40095008;0.077446;-0.001667;-0.23045000;0.40545010;0.007725;-0.011401
245;337.5;-22.50;67.50;50;-0.22490006;0.40115004;0.052815;0.026895;-0.20984996;0.39080012;0.034751;-0.040178
246;247.5;-112.50;-90.00;50;-0.21930000;0.39515016;0.077000;-0.015066;-0.22415000;0.37829984;0.007993;0.001797
247;292.5;-67.50;45.00;50;-0.21749996;0.39285000;0.071646;0.011191;-0.22399996;0.39065004;0.014487;-0.024517
248;225;-135.00;-67.50;50;-0.22530004;0.39910008;0.071968;-0.027188;-0.21930002;0.38554992;0.015623;0.013323
249;180;-180.00;-45.00;50;-0.22639984;0.38394980;0.049517;-0.041011;-0.22984996;0.39865004;0.035134;0.027371
250;202.5;-157.50;22.50;50;-0.21950006;0.39650008;0.061592;-0.036096;-0.24159992;0.40160008;0.024597;0.022551
251;67.5;-292.50;-135.00;50;-0.22539996;0.39630000;0.010908;0.001958;-0.22175004;0.40525012;0.076580;-0.015081
252;157.5;-202.50;90.00;50;-0.22199998;0.39594996;0.034790;-0.040642;-0.23184990;0.40215012;0.049265;0.026470
253;45;-315.00;-112.50;50;-0.23549990;0.40680004;0.018730;0.013291;-0.22740000;0.40665016;0.070620;-0.027449
254;90;-270.00;45.00;50;-0.24900002;0.39705008;0.011675;-0.012532;-0.22265004;0.41375024;0.077595;-0.001719
255;22.5;-337.50;-67.50;50;-0.23634986;0.41240010;0.026116;0.022302;-0.22764994;0.40130016;0.062068;-0.036296
256;112.5;-247.50;90.00;50;-0.23329996;0.39940020;0.014717;-0.025273;-0.23284998;0.40045000;0.070874;0.011135
257;225;-135.00;112.50;50;-0.23350000;0.40625012;0.071372;-0.027649;-0.24034992;0.39854992;0.015764;0.012847
258;112.5;-247.50;-112.50;50;-0.22984996;0.39985008;0.014231;-0.025500;-0.24019990;0.40325010;0.073591;0.011165
259;270;-90.00;157.50;50;-0.23755000;0.41080032;0.077163;-0.001558;-0.23989994;0.38509984;0.009045;-0.012437
260;247.5;-112.50;-22.50;50;-0.23424988;0.39120004;0.076758;-0.014949;-0.22979996;0.39775000;0.010439;0.001208
261;180;-180.00;-67.50;50;-0.22904996;0.39574996;0.048887;-0.040825;-0.22375000;0.40720012;0.038826;0.027268
262;90;-270.00;-90.00;50;-0.22740004;0.39875016;0.010540;-0.011724;-0.23400000;0.41565008;0.077307;-0.001855
263;315;-45.00;-45.00;50;-0.23859998;0.40860010;0.066077;0.020903;-0.23334992;0.40490012;0.023137;-0.034841
264;157.5;-202.50;-157.50;50;-0.22335000;0.40270016;0.036333;-0.040220;-0.23399990;0.40710010;0.051223;0.026824
265;22.5;-337.50;-135.00;50;-0.24149998;0.39625004;0.026689;0.022346;-0.23274992;0.40415020;0.061084;-0.036152
266;292.5;-67.50;-67.50;50;-0.23394996;0.40625012;0.071763;0.010862;-0.24369994;0.40610000;0.013665;-0.024055
267;202.5;-157.50;-90.00;50;-0.23719996;0.40215012;0.061780;-0.036580;-0.24349996;0.40840004;0.025310;0.022703
268;0;0.00;157.50;50;-0.22854996;0.41790010;0.038127;0.027332;-0.23075000;0.40070000;0.048408;-0.041006
269;337.5;-22.50;-22.50;50;-0.22925004;0.40514990;0.051689;0.026838;-0.23094996;0.40180008;0.034888;-0.040496
270;45;45.00;67.50;50;-0.24564996;0.39690004;0.016833;0.013198;-0.23170000;0.41250010;0.072036;-0.027017
271;67.5;67.50;22.50;50;-0.23069992;0.39825000;0.008010;0.001387;-0.23564986;0.41160020;0.077258;-0.014233
272;135;135.00;67.50;50;-0.22404998;0.40050016;0.025032;-0.034739;-0.22970000;0.39385010;0.062188;0.020798
273;0;0.00;-135.00;50;-0.23460000;0.41280020;0.040239;0.027380;-0.22740002;0.41055010;0.048018;-0.040928
274;112.5;112.50;112.50;50;-0.23894992;0.39650020;0.013618;-0.024871;-0.23654998;0.41230000;0.073103;0.011121
275;90;90.00;-22.50;50;-0.24769996;0.39749996;0.011069;-0.012373;-0.23889996;0.41110010;0.077966;-0.001177
276;337.5;-22.50;-112.50;50;-0.23059992;0.39180008;0.052302;0.026716;-0.23059996;0.40270012;0.035156;-0.040918
277;135;135.00;157.50;50;-0.23039994;0.40530010;0.022793;-0.034792;-0.23594994;0.41055000;0.062153;0.021016
278;202.5;202.50;67.50;50;-0.22244998;0.39750004;0.061602;-0.035986;-0.23914988;0.41025012;0.026157;0.022610
279;225;225.00;22.50;50;-0.22939996;0.41240010;0.070515;-0.026819;-0.24264992;0.39535004;0.014731;0.013799
280;315;315.00;90.00;50;-0.23889992;0.40500004;0.065220;0.020979;-0.23234994;0.40270008;0.023706;-0.034072
281;157.5;157.50;-157.50;50;-0.22489998;0.39475000;0.035623;-0.040471;-0.24450002;0.41125020;0.051123;0.026882
282;67.5;67.50;-90.00;50;-0.23854990;0.41480010;0.010098;0.001328;-0.21494996;0.40935012;0.076111;-0.015049
283;45;45.00;-22.50;50;-0.23194994;0.40255020;0.017939;0.013267;-0.23344994;0.40105012;0.071733;-0.026719
284;22.5;22.50;-22.50;50;-0.23794990;0.40015020;0.026536;0.022510;-0.22654996;0.39990016;0.060764;-0.036548
285;292.5;-67.50;-90.00;50;-0.23034992;0.39195016;0.074517;0.011968;-0.23389994;0.39420010;0.016787;-0.025957
286;270;-90.00;-22.50;50;-0.22649994;0.40075004;0.078999;-0.000400;-0.23969992;0.40505012;0.008071;-0.013345
287;180;-180.00;-90.00;50;-0.23009996;0.40090012;0.050393;-0.040852;-0.25510000;0.41070024;0.037617;0.027087
288;247.5;-112.50;67.50;50;-0.22724996;0.40000008;0.075574;-0.014097;-0.23094994;0.39910004;0.010483;0.000007
289;45;45.00;157.50;50;-0.23704998;0.40460016;0.015869;0.012773;-0.22905002;0.40045010;0.072012;-0.026748
290;67.5;67.50;22.50;50;-0.24254990;0.40190010;0.009285;0.000359;-0.24454996;0.40720004;0.076072;-0.013887
291;180;180.00;112.50;50;-0.22705002;0.40395016;0.049131;-0.040820;-0.23184996;0.40380010;0.037629;0.026570
292;202.5;202.50;22.50;50;-0.22929990;0.40280004;0.062241;-0.035730;-0.24555002;0.39210004;0.022187;0.022024
293;315;315.00;112.50;50;-0.22829994;0.41290020;0.062629;0.021594;-0.22810002;0.40159996;0.022622;-0.035454
294;0;360.00;45.00;50;-0.24334998;0.40680004;0.037207;0.026758;-0.23129996;0.40455020;0.050623;-0.040383
295;270;270.00;-90.00;50;-0.23509996;0.40785012;0.078967;-0.000474;-0.22474998;0.38745012;0.008054;-0.013210
296;135;135.00;-135.00;50;-0.24069994;0.39095008;0.025471;-0.035366;-0.23279992;0.40870016;0.062559;0.021465
297;112.5;112.50;-22.50;50;-0.23859992;0.40235016;0.018396;-0.026489;-0.24009996;0.41180010;0.072031;0.012092
298;247.5;247.50;135.00;50;-0.23604992;0.40635004;0.075635;-0.014058;-0.24444990;0.39585004;0.010525;0.000183
299;292.5;292.50;45.00;50;-0.23714998;0.40395004;0.070488;0.012224;-0.22415000;0.40110020;0.012952;-0.025837
300;22.5;382.50;90.00;50;-0.23944990;0.39615008;0.024148;0.021682;-0.22719996;0.39035000;0.062026;-0.035159
301;337.5;337.50;-45.00;50;-0.23924992;0.40040008;0.051267;0.027007;-0.22329998;0.40480000;0.036006;-0.040862
302;157.5;157.50;-180.00;50;-0.23744990;0.39735008;0.037559;-0.040706;-0.23894990;0.40175020;0.049553;0.026909
303;90;90.00;-67.50;50;-0.23979986;0.39585016;0.011526;-0.013623;-0.22124994;0.40970004;0.076890;-0.000181
304;225;225.00;135.00;50;-0.22969994;0.40960000;0.072258;-0.026177;-0.23799996;0.40840016;0.015249;0.012686
305;337.5;337.50;112.50;50;-0.23714990;0.39880004;0.047102;0.027095;-0.21205000;0.41270008;0.036284;-0.040498
306;247.5;247.50;-90.00;50;-0.22285002;0.41115016;0.076880;-0.013684;-0.24054992;0.39765008;0.010076;0.000020
307;135;135.00;-112.50;50;-0.22465002;0.39320004;0.025718;-0.035137;-0.23254982;0.40965012;0.063196;0.021838
308;0;0.00;-135.00;50;-0.23844990;0.40630010;0.038401;0.027424;-0.22979996;0.39960008;0.049360;-0.041245
309;22.5;22.50;22.50;50;-0.23149996;0.40090012;0.023806;0.022537;-0.23664984;0.40660016;0.061611;-0.035920
310;180;180.00;157.50;50;-0.22784994;0.40220000;0.048948;-0.040752;-0.24059986;0.39610004;0.035957;0.027078
311;202.5;202.50;22.50;50;-0.22555002;0.40485004;0.061934;-0.036211;-0.24024990;0.40130000;0.021580;0.022114
312;90;90.00;-112.50;50;-0.23949992;0.40560000;0.012542;-0.013696;-0.23474992;0.40630020;0.077849;0.000005
313;315;-45.00;-135.00;50;-0.23369996;0.39960012;0.065247;0.021907;-0.23519988;0.38819992;0.023633;-0.035298
314;67.5;67.50;112.50;50;-0.23004996;0.40120008;0.010012;0.000117;-0.23039990;0.40735016;0.075579;-0.014016
315;112.5;112.50;45.00;50;-0.23614992;0.40820024;0.014719;-0.025574;-0.23829990;0.40710016;0.070884;0.011853
316;45;45.00;-67.50;50;-0.23659994;0.41295010;0.017146;0.012627;-0.23220000;0.40380000;0.071897;-0.026406
317;225;-135.00;-180.00;50;-0.23269996;0.40275000;0.072083;-0.026519;-0.23694994;0.40785016;0.013855;0.012964
318;270;-90.00;45.00;50;-0.23564994;0.41500020;0.077285;-0.000117;-0.23889992;0.40700028;0.010200;-0.013669
319;292.5;-67.50;22.50;50;-0.23739992;0.41129992;0.071555;0.012712;-0.23144992;0.41090020;0.014832;-0.025996
320;157.5;-202.50;-135.00;50;-0.23349992;0.39820012;0.037764;-0.040664;-0.23449992;0.41325010;0.051738;0.027278
321;225;-135.00;67.50;50;-0.22555002;0.40765016;0.071570;-0.026665;-0.24184988;0.41050000;0.015671;0.012671
322;112.5;-247.50;-112.50;50;-0.24154996;0.40780000;0.015295;-0.025869;-0.23519988;0.41664984;0.070166;0.011711
323;135;-225.00;22.50;50;-0.23254994;0.41285000;0.024536;-0.035732;-0.22954996;0.41015008;0.062534;0.021865
324;202.5;-157.50;67.50;50;-0.22684994;0.40640000;0.062959;-0.035610;-0.23459998;0.40280000;0.022559;0.021875
325;315;-45.00;112.50;50;-0.24359996;0.41080012;0.063367;0.021648;-0.23005000;0.40915016;0.023953;-0.035532
326;337.5;-22.50;22.50;50;-0.23539988;0.41390016;0.050232;0.027192;-0.22260000;0.41515024;0.036018;-0.041086
327;270;-90.00;-67.50;50;-0.23554986;0.40380000;0.077124;-0.000471;-0.23814992;0.40535004;0.009092;-0.013191
328;157.5;-202.50;-112.50;50;-0.23699990;0.41315000;0.036392;-0.040757;-0.23694992;0.41205000;0.049558;0.026711
329;67.5;-292.50;-90.00;50;-0.23529988;0.41315012;0.011870;0.000630;-0.22624996;0.40690016;0.078330;-0.013035
330;90;-270.00;22.50;50;-0.23289996;0.40435012;0.009675;-0.013137;-0.23669990;0.41630012;0.078406;0.000295
331;22.5;-337.50;-67.50;50;-0.23544992;0.41745004;0.027449;0.022224;-0.22444996;0.41415008;0.062986;-0.035669
332;0;-360.00;-22.50;50;-0.23250002;0.40240010;0.039653;0.027092;-0.23669996;0.40600004;0.049045;-0.041360
333;45;-315.00;45.00;50;-0.23524998;0.40825016;0.016436;0.012612;-0.21950004;0.40530010;0.073152;-0.026245
334;180;-180.00;135.00;50;-0.22584996;0.41775008;0.049731;-0.040701;-0.23929990;0.41145012;0.035066;0.027800
335;247.5;-112.50;67.50;50;-0.23889990;0.43160016;0.076370;-0.013440;-0.23479988;0.40684984;0.008586;0.000461
336;292.5;-67.50;45.00;50;-0.22350004;0.42300008;0.072139;0.012327;-0.22569992;0.40820012;0.013804;-0.025374
337;247.5;-112.50;-45.00;50;-0.22874996;0.41535016;0.077874;-0.013625;-0.21834994;0.40495000;0.008987;0.000786
338;90;-270.00;-157.50;50;-0.23644998;0.39980004;0.012061;-0.013354;-0.23169996;0.40650000;0.077849;-0.000107
339;112.5;-247.50;22.50;50;-0.23904992;0.40950012;0.015422;-0.025046;-0.22000000;0.41825004;0.072090;0.012185
340;202.5;-157.50;90.00;50;-0.22014996;0.40835016;0.062375;-0.035352;-0.24014986;0.41060012;0.022500;0.022324
341;135;-225.00;-67.50;50;-0.23319988;0.40740004;0.024395;-0.034927;-0.23679998;0.41210010;0.061221;0.022373
342;45;-315.00;-90.00;50;-0.24304996;0.41600010;0.017515;0.013323;-0.23030004;0.40995010;0.072070;-0.025928
343;337.5;-382.50;-67.50;50;-0.22924996;0.42189996;0.052847;0.027009;-0.22674996;0.40190016;0.036990;-0.041006
344;270;-90.00;-90.00;50;-0.21889998;0.41280008;0.079338;-0.000286;-0.24254996;0.41190010;0.010068;-0.012861
345;67.5;67.50;157.50;50;-0.22950000;0.41385020;0.008325;0.000505;-0.22949996;0.41260000;0.075603;-0.014319
346;292.5;-67.50;-135.00;50;-0.23305000;0.42180020;0.072898;0.012883;-0.23959992;0.41300024;0.013555;-0.024749
347;22.5;22.50;90.00;50;-0.24445002;0.41555010;0.025288;0.022397;-0.22714988;0.41825016;0.064265;-0.035532
348;0;0.00;-22.50;50;-0.22745004;0.40915010;0.037224;0.027869;-0.22134992;0.40734996;0.049456;-0.040576
349;157.5;157.50;157.50;50;-0.22070000;0.40980008;0.036248;-0.040530;-0.23220000;0.42495008;0.047905;0.027583
350;180;180.00;22.50;50;-0.24124998;0.41885008;0.050476;-0.040464;-0.23244994;0.42465004;0.034690;0.027300
351;315;315.00;135.00;50;-0.23894986;0.42230004;0.061824;0.021604;-0.22865000;0.40815010;0.023257;-0.034902
352;225;225.00;-90.00;50;-0.23135000;0.41680010;0.073479;-0.025742;-0.23839990;0.41545028;0.015022;0.012681
353;135;135.00;-90.00;50;-0.23184994;0.41425008;0.024482;-0.034934;-0.24019996;0.41970012;0.062488;0.022473
354;0;0.00;-135.00;50;-0.23724992;0.42385004;0.037720;0.027478;-0.22269998;0.41665020;0.049763;-0.040339
355;90;90.00;90.00;50;-0.24109998;0.40810000;0.011255;-0.013455;-0.23889990;0.42100010;0.077756;0.000203
356;225;225.00;135.00;50;-0.21899996;0.41395024;0.073215;-0.026062;-0.23314992;0.41145012;0.012800;0.013201
357;247.5;247.50;22.50;50;-0.23024990;0.41354996;0.076372;-0.013621;-0.23979992;0.42045020;0.008840;0.000437
358;22.5;382.50;135.00;50;-0.23924992;0.42610008;0.022612;0.021941;-0.22749992;0.41985004;0.060042;-0.035349
359;45;45.00;45.00;50;-0.23584986;0.41370020;0.015063;0.013662;-0.23474992;0.42540000;0.071345;-0.025796
360;202.5;202.50;157.50;50;-0.23050004;0.42245008;0.063555;-0.035645;-0.24434996;0.41625024;0.023276;0.022422
361;112.5;112.50;-90.00;50;-0.23584992;0.41455012;0.014353;-0.025325;-0.24334998;0.41780020;0.071304;0.012065
362;157.5;157.50;45.00;50;-0.22435000;0.41990012;0.037214;-0.040430;-0.24715000;0.41564992;0.048674;0.026904
363;67.5;67.50;-90.00;50;-0.23864990;0.42759990;0.011526;0.000317;-0.23484988;0.41275008;0.075767;-0.014231
364;337.5;-22.50;-90.00;50;-0.23860004;0.42285016;0.050444;0.027764;-0.23989994;0.42410000;0.037817;-0.040879
365;315;-45.00;-22.50;50;-0.22764998;0.41970010;0.064504;0.021812;-0.23329994;0.41645000;0.025237;-0.035391
366;180;-180.00;-135.00;50;-0.23495000;0.41565000;0.050364;-0.040850;-0.23604988;0.41845008;0.037222;0.027219
367;292.5;-67.50;112.50;50;-0.23834986;0.41250016;0.072380;0.012043;-0.23794992;0.42339996;0.013586;-0.025864
368;270;-90.00;-22.50;50;-0.23324994;0.40990012;0.077192;0.000190;-0.24149992;0.42130004;0.009824;-0.012922
369;67.5;67.50;157.50;50;-0.23609992;0.41310008;0.009575;0.000581;-0.24109992;0.41839996;0.077480;-0.013635
370;225;225.00;157.50;50;-0.24049998;0.42870000;0.070720;-0.025833;-0.25045002;0.41510008;0.014407;0.013040
371;135;135.00;-90.00;50;-0.23699992;0.42715004;0.024246;-0.035439;-0.24389996;0.42970000;0.062300;0.022187
372;337.5;-22.50;-157.50;50;-0.22670004;0.42714992;0.053279;0.027649;-0.23689986;0.42475004;0.036797;-0.040151
373;22.5;22.50;45.00;50;-0.23759996;0.42605010;0.022397;0.022676;-0.23350000;0.41895016;0.062290;-0.035806
374;247.5;-112.50;-135.00;50;-0.24685008;0.42759992;0.077427;-0.013818;-0.23524994;0.41310000;0.009175;0.001006
375;45;45.00;157.50;50;-0.24464998;0.41620020;0.015896;0.013032;-0.23494994;0.42825008;0.072449;-0.026313
376;315;-45.00;-90.00;50;-0.24339990;0.42655010;0.063442;0.021733;-0.24299994;0.42120004;0.022603;-0.035618
377;90;90.00;135.00;50;-0.23759990;0.42040008;0.009280;-0.013052;-0.22989996;0.42295010;0.076387;-0.000583
378;202.5;202.50;112.50;50;-0.23054994;0.42560004;0.061196;-0.035686;-0.23175008;0.42015004;0.025447;0.022173
379;270;270.00;67.50;50;-0.24149992;0.42719992;0.077883;-0.000244;-0.23319990;0.42280004;0.008274;-0.013430
380;0;360.00;90.00;50;-0.23499994;0.42590010;0.037712;0.027434;-0.22879996;0.42250020;0.050854;-0.040776
381;112.5;112.50;112.50;50;-0.23174996;0.40325010;0.012026;-0.025764;-0.23614990;0.42845000;0.069978;0.012051
382;157.5;157.50;45.00;50;-0.23934992;0.41735004;0.035044;-0.040793;-0.23370000;0.42375008;0.050327;0.026948
383;292.5;292.50;135.00;50;-0.24219998;0.42265010;0.072788;0.012559;-0.23729986;0.41180016;0.014976;-0.025549
384;180;180.00;-112.50;50;-0.23474998;0.42685004;0.051990;-0.041060;-0.24750006;0.42920000;0.036917;0.027170
385;112.5;112.50;-67.50;50;-0.23575000;0.41945010;0.016426;-0.025674;-0.24454990;0.42264992;0.072695;0.012422
386;337.5;-22.50;-135.00;50;-0.22754990;0.41230000;0.054285;0.026892;-0.21885002;0.43029992;0.035903;-0.040430
387;292.5;-67.50;-45.00;50;-0.22999996;0.41105000;0.073394;0.012576;-0.22584996;0.42020010;0.013130;-0.026230
388;157.5;-202.50;-135.00;50;-0.22890002;0.41895020;0.036890;-0.040515;-0.22834990;0.42035004;0.048486;0.027031
389;90;-270.00;-67.50;50;-0.23340002;0.42460004;0.009119;-0.012781;-0.22879996;0.42275010;0.078530;-0.000281
390;45;-315.00;-45.00;50;-0.24064984;0.41440000;0.016587;0.012839;-0.23524996;0.42050024;0.072964;-0.026509
391;135;-225.00;90.00;50;-0.23434996;0.42415024;0.024382;-0.035198;-0.24029996;0.43590000;0.065398;0.022224
392;315;-45.00;-45.00;50;-0.22819998;0.41515000;0.065710;0.021699;-0.23664998;0.41420008;0.023682;-0.035295
393;247.5;-112.50;-67.50;50;-0.24224998;0.41624992;0.077231;-0.013679;-0.23939996;0.41805008;0.008608;0.000686
394;270;-90.00;22.50;50;-0.22979996;0.42495004;0.078193;0.000366;-0.23549990;0.41570032;0.008806;-0.012947
395;22.5;22.50;112.50;50;-0.23794998;0.41345016;0.022598;0.022932;-0.22380000;0.42814992;0.062329;-0.035210
396;202.5;-157.50;-180.00;50;-0.23010002;0.42700004;0.061885;-0.035610;-0.23594996;0.41885012;0.024048;0.022441
397;180;-180.00;-22.50;50;-0.22329996;0.42155008;0.050881;-0.040591;-0.24095000;0.43365024;0.038701;0.027285
398;225;-135.00;45.00;50;-0.23234994;0.42060008;0.071951;-0.026147;-0.24504996;0.42425000;0.015498;0.012769
399;0;0.00;135.00;50;-0.23879996;0.42559988;0.037698;0.027075;-0.22419992;0.41610016;0.048735;-0.040842
400;67.5;67.50;67.50;50;-0.24004988;0.41080010;0.008425;0.000420;-0.23869986;0.42230010;0.077351;-0.013433
