cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
36;90;90.00;67.50;50;-0.22969996;0.36629992;0.010732;-0.013645;-0.22919990;0.36910000;0.075085;-0.001938
37;247.5;247.50;157.50;50;-0.22785000;0.36364992;0.076284;-0.014805;-0.22435004;0.36184996;0.010249;-0.000276
38;337.5;337.50;90.00;50;-0.22505004;0.36090000;0.050090;0.025332;-0.22054996;0.36474990;0.034775;-0.041050
39;315;315.00;-22.50;50;-0.23079990;0.37169988;0.063049;0.020703;-0.22635000;0.37674990;0.023621;-0.035647
40;292.5;292.50;-22.50;50;-0.23125000;0.36719992;0.073303;0.011125;-0.23329990;0.36495000;0.013828;-0.026060
41;157.5;157.50;-135.00;50;-0.21935008;0.36415004;0.035706;-0.040857;-0.22904996;0.36575000;0.049204;0.026279
42;45;45.00;-112.50;50;-0.23214992;0.37764984;0.016062;0.012458;-0.22649988;0.39005000;0.071099;-0.026509
43;180;180.00;135.00;50;-0.22644992;0.37774996;0.049333;-0.041487;-0.23499996;0.37639984;0.034084;0.026399
44;67.5;67.50;-112.50;50;-0.22324998;0.38024990;0.011931;-0.000117;-0.22724992;0.38475000;0.075505;-0.014688
45;0;0.00;-67.50;50;-0.23229988;0.37894984;0.038389;0.026279;-0.22200004;0.37119996;0.049727;-0.040940
46;270;-90.00;-90.00;50;-0.22295002;0.38980016;0.077432;-0.001082;-0.22629996;0.37989984;0.009575;-0.013459
47;112.5;-247.50;-157.50;50;-0.22300004;0.38855010;0.014824;-0.025591;-0.22319998;0.39594992;0.072734;0.011570
48;202.5;-157.50;90.00;50;-0.22144998;0.39640020;0.061802;-0.036250;-0.22825000;0.39290004;0.025449;0.021824
49;67.5;-292.50;-135.00;50;-0.22715006;0.38674984;0.010371;0.000313;-0.21650008;0.38334980;0.077607;-0.014646
50;157.5;-202.50;90.00;50;-0.23454996;0.38454980;0.036018;-0.040913;-0.21684990;0.39260008;0.050598;0.026206
51;0;-360.00;-157.50;50;-0.22669996;0.38604984;0.039553;0.026648;-0.23819986;0.39715012;0.048164;-0.041140
52;180;-180.00;-180.00;50;-0.22834996;0.39860020;0.048567;-0.041243;-0.24189996;0.38934990;0.034702;0.026975
53;225;-135.00;45.00;50;-0.24089996;0.39330004;0.071562;-0.027146;-0.23999998;0.39580004;0.013794;0.012878
54;202.5;-157.50;-22.50;50;-0.22764996;0.39840008;0.062837;-0.035972;-0.24734996;0.40240010;0.023147;0.022002
55;270;-90.00;67.50;50;-0.23969990;0.39510004;0.077212;-0.001428;-0.23054994;0.39740000;0.008540;-0.013323
56;112.5;-247.50;-157.50;50;-0.24414996;0.39379996;0.013826;-0.025583;-0.23774986;0.40610000;0.073347;0.011543
57;90;-270.00;-22.50;50;-0.23764990;0.39525016;0.011431;-0.013662;-0.22984994;0.40405016;0.077605;-0.000920
58;135;-225.00;45.00;50;-0.23989992;0.38744992;0.024395;-0.035886;-0.24550008;0.39975016;0.061038;0.020583
59;22.5;-337.50;-112.50;50;-0.23734990;0.40830012;0.028704;0.021680;-0.23589996;0.40385016;0.061863;-0.036448
60;337.5;-382.50;-45.00;50;-0.23929996;0.40710016;0.053792;0.026462;-0.23779992;0.40615016;0.035979;-0.040776
61;45;-315.00;67.50;50;-0.23174992;0.40250012;0.014153;0.013159;-0.22879990;0.39384992;0.070928;-0.026938
62;292.5;-67.50;-67.50;50;-0.23704992;0.39660004;0.073538;0.011570;-0.22394996;0.39540016;0.012629;-0.025427
63;247.5;-112.50;-45.00;50;-0.23674992;0.39210008;0.079072;-0.014312;-0.23364996;0.40315016;0.010430;0.000723
64;315;-45.00;67.50;50;-0.23415000;0.40485012;0.063154;0.021331;-0.22849998;0.40165000;0.021609;-0.035134
65;112.5;112.50;157.50;50;-0.23120000;0.40830004;0.014749;-0.025386;-0.23129996;0.40045016;0.073013;0.012192
66;292.5;-67.50;-180.00;50;-0.22464990;0.41215008;0.075042;0.012288;-0.24139986;0.40575020;0.013611;-0.025540
67;22.5;22.50;90.00;50;-0.24104992;0.40985010;0.024597;0.022268;-0.23124994;0.40000000;0.062651;-0.036086
68;180;180.00;157.50;50;-0.23574994;0.40855016;0.049482;-0.040674;-0.23714990;0.41625010;0.036833;0.026689
69;202.5;202.50;22.50;50;-0.22740004;0.41385020;0.061318;-0.035898;-0.23594986;0.40975012;0.024792;0.022375
70;315;315.00;112.50;50;-0.23035002;0.41895008;0.061753;0.021582;-0.23314992;0.41209992;0.024810;-0.034863
71;0;360.00;45.00;50;-0.24980012;0.40610016;0.036956;0.027395;-0.23519998;0.40395012;0.049138;-0.040842
72;90;90.00;90.00;50;-0.24324996;0.41190010;0.009031;-0.012429;-0.23184990;0.42510004;0.074246;-0.000991
73;157.5;157.50;67.50;50;-0.23295000;0.40500004;0.036472;-0.040366;-0.23129994;0.41215016;0.049285;0.026907
74;45;45.00;-112.50;50;-0.24610002;0.41470010;0.014421;0.013096;-0.22515004;0.40480016;0.071824;-0.025830
75;135;135.00;90.00;50;-0.23559990;0.41985008;0.022583;-0.034592;-0.24675006;0.41605020;0.058911;0.021650
76;225;225.00;90.00;50;-0.24160000;0.41220010;0.070598;-0.026843;-0.24029990;0.41235008;0.014917;0.013279
77;67.5;67.50;-157.50;50;-0.22770000;0.41745020;0.011013;0.000964;-0.23669998;0.41545012;0.077327;-0.013723
78;337.5;-22.50;-90.00;50;-0.23774998;0.41395010;0.052146;0.026685;-0.23019996;0.40685004;0.036663;-0.040042
79;270;-90.00;-67.50;50;-0.23689992;0.41515010;0.078188;-0.000720;-0.22589996;0.42010020;0.009639;-0.012820
80;247.5;-112.50;-22.50;50;-0.23369990;0.41160008;0.078018;-0.013711;-0.23919990;0.40240004;0.011843;0.000381
81;45;45.00;157.50;50;-0.23354996;0.41990008;0.013896;0.013030;-0.23879998;0.42170020;0.071633;-0.026650
82;292.5;-67.50;-112.50;50;-0.23399998;0.42369996;0.073247;0.011721;-0.24184992;0.40620024;0.015256;-0.025293
83;157.5;-202.50;-135.00;50;-0.23704990;0.41165016;0.036829;-0.040415;-0.24019998;0.41514996;0.051760;0.026436
84;112.5;-247.50;-45.00;50;-0.23065000;0.40680016;0.015488;-0.025002;-0.24325000;0.41185012;0.072458;0.011653
85;337.5;-382.50;-135.00;50;-0.23834998;0.41805016;0.055200;0.026726;-0.23319990;0.40525010;0.036040;-0.039746
86;67.5;-292.50;90.00;50;-0.24429996;0.41735024;0.011096;0.001038;-0.23144994;0.41210010;0.077275;-0.014541
87;22.5;-337.50;-45.00;50;-0.23869998;0.41155012;0.027141;0.022200;-0.23654990;0.41245000;0.062158;-0.036272
88;90;-270.00;67.50;50;-0.22989998;0.41355010;0.011145;-0.012581;-0.24144996;0.41155016;0.075488;-0.001357
89;135;-225.00;45.00;50;-0.22379992;0.41289996;0.023257;-0.035339;-0.23359992;0.42135010;0.061768;0.021372
90;225;-135.00;90.00;50;-0.24220004;0.41940012;0.071252;-0.026877;-0.24334994;0.41645010;0.016604;0.013013
91;202.5;-157.50;-22.50;50;-0.22709996;0.39900004;0.061714;-0.036157;-0.23235000;0.41035000;0.025303;0.021941
92;247.5;-112.50;45.00;50;-0.23154994;0.41380016;0.078289;-0.014084;-0.23759990;0.41210008;0.010388;0.001074
93;0;0.00;112.50;50;-0.23090006;0.42180010;0.035767;0.027000;-0.23179994;0.41214996;0.047571;-0.041445
94;270;-90.00;-90.00;50;-0.24354994;0.40894988;0.077866;-0.001348;-0.23989998;0.40095004;0.009802;-0.013235
95;315;-45.00;45.00;50;-0.24205002;0.42195008;0.062603;0.021323;-0.23419990;0.40279996;0.023191;-0.034766
96;180;-180.00;-135.00;50;-0.23369998;0.40735020;0.050337;-0.040710;-0.24299990;0.41585010;0.037510;0.027139
97;292.5;-67.50;112.50;50;-0.23384996;0.41880012;0.072998;0.011685;-0.23929986;0.41105000;0.014729;-0.025156
98;225;-135.00;-67.50;50;-0.22869996;0.40980010;0.071345;-0.026187;-0.22830000;0.40355020;0.015732;0.013098
99;247.5;-112.50;22.50;50;-0.22754998;0.40940016;0.077241;-0.014158;-0.23119994;0.41355000;0.008684;0.001189
100;337.5;-22.50;90.00;50;-0.24224992;0.41415010;0.051169;0.026697;-0.23654990;0.41200016;0.036245;-0.040288
101;22.5;22.50;45.00;50;-0.24199996;0.40415010;0.025466;0.022131;-0.22439998;0.40450010;0.061924;-0.036265
102;270;-90.00;-112.50;50;-0.22874992;0.41020012;0.077622;-0.001091;-0.23224992;0.41365008;0.008804;-0.012517
103;67.5;67.50;157.50;50;-0.23724990;0.40900000;0.009602;0.001150;-0.23354990;0.40915012;0.077788;-0.014089
104;202.5;202.50;135.00;50;-0.23170000;0.40630012;0.062280;-0.035444;-0.23524992;0.39035000;0.024512;0.022366
105;135;135.00;-67.50;50;-0.23069996;0.40800010;0.025085;-0.034912;-0.23749994;0.42200000;0.062605;0.021223
106;45;45.00;-90.00;50;-0.22949996;0.40090016;0.016011;0.013049;-0.24029996;0.40580010;0.072256;-0.026340
107;157.5;157.50;112.50;50;-0.23119994;0.40390016;0.036033;-0.040251;-0.23224996;0.41439992;0.051802;0.026428
108;90;90.00;-67.50;50;-0.23235006;0.40055016;0.011174;-0.012900;-0.23534992;0.41240012;0.076853;-0.000520
109;112.5;112.50;22.50;50;-0.22265004;0.39900004;0.014822;-0.025625;-0.22405004;0.39720000;0.073557;0.011770
110;0;0.00;-112.50;50;-0.23339996;0.40060000;0.039163;0.027383;-0.22609998;0.40530010;0.049463;-0.041011
111;315;-45.00;-45.00;50;-0.23154994;0.38880004;0.062646;0.021018;-0.23149994;0.39845000;0.023296;-0.034941
112;180;-180.00;-135.00;50;-0.22310004;0.40770016;0.048984;-0.040735;-0.24465002;0.40020016;0.038511;0.027046
113;67.5;-292.50;-112.50;50;-0.22304996;0.40675000;0.011113;0.000732;-0.22155000;0.40720024;0.077039;-0.013567
114;315;-45.00;-45.00;50;-0.24024992;0.40440016;0.063228;0.021333;-0.23429988;0.40045010;0.024233;-0.034631
115;225;-135.00;-90.00;50;-0.23014996;0.39425010;0.071511;-0.026230;-0.22839998;0.39410004;0.015515;0.013169
116;247.5;-112.50;22.50;50;-0.23069994;0.39470004;0.076853;-0.014329;-0.24634990;0.39325000;0.011108;0.000784
117;45;45.00;157.50;50;-0.23194994;0.37464990;0.015183;0.012380;-0.22275000;0.39615016;0.069507;-0.026599
118;112.5;112.50;67.50;50;-0.22550000;0.38919996;0.014529;-0.025449;-0.23639988;0.40145000;0.070972;0.011685
119;270;270.00;157.50;50;-0.22984996;0.40505010;0.074885;-0.000906;-0.22115008;0.39345004;0.008044;-0.012874
120;180;180.00;-90.00;50;-0.23404992;0.39395008;0.049602;-0.040737;-0.23009994;0.40150004;0.038240;0.026897
121;157.5;157.50;-22.50;50;-0.23835004;0.39410004;0.036899;-0.040813;-0.22939994;0.40225010;0.050667;0.026423
122;292.5;292.50;135.00;50;-0.23689990;0.39284996;0.071313;0.011682;-0.22769998;0.38339992;0.013857;-0.025344
123;202.5;202.50;-90.00;50;-0.22614994;0.39435000;0.063091;-0.035413;-0.22504992;0.38559992;0.023259;0.022080
124;22.5;22.50;-180.00;50;-0.23109996;0.38959992;0.025923;0.022175;-0.22924990;0.38814996;0.061699;-0.035747
125;90;90.00;67.50;50;-0.22865002;0.39120008;0.009285;-0.013171;-0.23034996;0.39935016;0.076326;-0.000811
126;0;0.00;-90.00;50;-0.22709996;0.39905028;0.038765;0.027200;-0.22265004;0.39840004;0.050149;-0.040247
127;135;135.00;135.00;50;-0.22165000;0.39745020;0.022996;-0.035066;-0.22899994;0.40335008;0.064248;0.021489
128;337.5;-22.50;-157.50;50;-0.21885002;0.39154992;0.051909;0.027012;-0.22574990;0.39005004;0.035688;-0.040322
129;202.5;-157.50;-135.00;50;-0.24420002;0.40020024;0.061750;-0.035854;-0.23894990;0.39865000;0.026360;0.022397
130;157.5;-202.50;-45.00;50;-0.23014994;0.38939996;0.035784;-0.040576;-0.22759996;0.39490008;0.051462;0.026880
131;315;-45.00;157.50;50;-0.24484998;0.40380016;0.063047;0.021162;-0.22929996;0.37959984;0.022493;-0.034863
132;67.5;67.50;112.50;50;-0.22959996;0.39365004;0.009028;0.000552;-0.23129992;0.40295004;0.076421;-0.014321
133;0;0.00;-67.50;50;-0.24049992;0.38789984;0.038252;0.026807;-0.22764990;0.41345012;0.050557;-0.040752
134;225;-135.00;-135.00;50;-0.22250004;0.39329992;0.071824;-0.026555;-0.22749996;0.39055008;0.013984;0.012583
135;45;-315.00;-180.00;50;-0.21859994;0.40360010;0.014724;0.013071;-0.22839996;0.40400000;0.071096;-0.026624
136;180;-180.00;135.00;50;-0.22160000;0.40125008;0.049302;-0.040876;-0.22894996;0.39765008;0.034600;0.026990
137;90;-270.00;-90.00;50;-0.23574994;0.38814984;0.011501;-0.012676;-0.22330006;0.39860020;0.075784;-0.001262
138;292.5;-67.50;-67.50;50;-0.22774998;0.40265008;0.072625;0.010935;-0.23009996;0.39355004;0.013894;-0.025557
139;22.5;22.50;90.00;50;-0.23934984;0.38934996;0.023066;0.021846;-0.22055002;0.39260010;0.060725;-0.035859
140;337.5;-22.50;-45.00;50;-0.22484996;0.39885008;0.051484;0.026370;-0.22030006;0.40035020;0.035811;-0.040806
141;247.5;-112.50;-90.00;50;-0.22374996;0.39415016;0.076479;-0.014167;-0.24264994;0.38109988;0.009114;0.000640
142;135;-225.00;-112.50;50;-0.22904994;0.39630008;0.024412;-0.035393;-0.23280000;0.40410016;0.060847;0.021301
143;270;-90.00;135.00;50;-0.22184998;0.40920010;0.077388;-0.001008;-0.22550002;0.39545008;0.008411;-0.012776
144;112.5;-247.50;-157.50;50;-0.22964992;0.39530000;0.015046;-0.025723;-0.22885002;0.39460000;0.073691;0.011755
145;135;-225.00;22.50;50;-0.22414996;0.39829992;0.024312;-0.035142;-0.22099998;0.40750010;0.063887;0.020701
146;67.5;-292.50;-67.50;50;-0.23379994;0.40670012;0.011179;0.000337;-0.22655006;0.41194996;0.077729;-0.014441
147;90;-270.00;22.50;50;-0.23064996;0.40395004;0.010115;-0.012878;-0.22659996;0.39300004;0.078357;-0.000825
148;0;-360.00;-90.00;50;-0.22580002;0.39520000;0.040242;0.026621;-0.23399986;0.39155008;0.049297;-0.040833
149;315;-45.00;-45.00;50;-0.23554992;0.40815008;0.062563;0.021106;-0.22264992;0.40270012;0.022327;-0.035210
150;22.5;22.50;67.50;50;-0.23799992;0.40170004;0.025425;0.022332;-0.22619988;0.40320016;0.060256;-0.036418
151;270;-90.00;-112.50;50;-0.23350002;0.40500024;0.077456;-0.001191;-0.24394990;0.39985028;0.010251;-0.013113
152;180;-180.00;-90.00;50;-0.23294998;0.38640000;0.050149;-0.041482;-0.24109996;0.40325000;0.037966;0.026914
153;225;-135.00;45.00;50;-0.23060006;0.40260016;0.071865;-0.026765;-0.24390010;0.40005008;0.015930;0.012554
154;292.5;-67.50;67.50;50;-0.22609992;0.39719992;0.074158;0.011626;-0.23304992;0.40585010;0.013999;-0.025210
155;337.5;-22.50;45.00;50;-0.23289996;0.40510024;0.051843;0.026785;-0.22639992;0.39665016;0.036653;-0.040652
156;202.5;-157.50;-135.00;50;-0.22409998;0.40640008;0.062876;-0.036240;-0.22205008;0.41070010;0.025271;0.022119
157;112.5;-247.50;-90.00;50;-0.23834986;0.40295010;0.015439;-0.025249;-0.22290000;0.40415016;0.073877;0.011284
158;157.5;-202.50;45.00;50;-0.23094992;0.39160000;0.036350;-0.040508;-0.22499996;0.39255008;0.051389;0.026487
159;45;-315.00;-112.50;50;-0.22549996;0.40195000;0.018389;0.012642;-0.22364996;0.40875012;0.071440;-0.026702
160;247.5;-112.50;-112.50;50;-0.21870004;0.39760004;0.078557;-0.013650;-0.23215000;0.39690010;0.008982;0.000464
161;247.5;-112.50;0.00;50;-0.21695006;0.39560004;0.078408;-0.014890;-0.22170004;0.38869984;0.010601;0.001055
162;22.5;22.50;135.00;50;-0.22845008;0.39705016;0.023523;0.022214;-0.22820000;0.39245000;0.059780;-0.036528
163;292.5;-67.50;-90.00;50;-0.22039992;0.38804996;0.072400;0.009939;-0.22994994;0.38919980;0.014131;-0.024724
164;180;-180.00;-112.50;50;-0.22040004;0.39465004;0.049131;-0.041035;-0.24269998;0.38914992;0.038674;0.026494
165;202.5;-157.50;22.50;50;-0.22369998;0.38639996;0.062239;-0.036411;-0.23179994;0.38274992;0.025273;0.022095
166;67.5;-292.50;-135.00;50;-0.21910004;0.38099984;0.012661;0.001401;-0.22709990;0.39325008;0.077620;-0.015146
167;45;-315.00;-22.50;50;-0.23354994;0.38069984;0.019182;0.012732;-0.22839994;0.37999984;0.069502;-0.027871
168;157.5;-202.50;112.50;50;-0.21964992;0.37934996;0.035764;-0.040518;-0.21945000;0.39130016;0.050095;0.025945
169;112.5;-247.50;-45.00;50;-0.21954996;0.37300000;0.015740;-0.024968;-0.22285002;0.38970004;0.071194;0.010352
170;0;-360.00;-112.50;50;-0.22819996;0.37979980;0.042603;0.026357;-0.21235000;0.38589992;0.048699;-0.040908
171;225;-135.00;-135.00;50;-0.22110000;0.38339996;0.070735;-0.026960;-0.22850002;0.36864992;0.013884;0.013584
172;135;-225.00;-90.00;50;-0.22964998;0.36959990;0.023696;-0.035178;-0.21604996;0.38059980;0.060696;0.019961
173;90;-270.00;-45.00;50;-0.21930000;0.36070000;0.011716;-0.012593;-0.21690000;0.38159996;0.077424;-0.001763
174;315;-45.00;-45.00;50;-0.22524992;0.37229988;0.063601;0.020630;-0.22789996;0.36855004;0.023691;-0.034998
175;270;-90.00;-45.00;50;-0.21540000;0.36590000;0.077332;-0.002197;-0.22290004;0.34830000;0.010393;-0.012908
176;337.5;-22.50;67.50;50;-0.22859996;0.36840004;0.049812;0.026121;-0.21674996;0.35915000;0.035640;-0.040825
177;225;-135.00;-112.50;50;-0.21545004;0.36739980;0.071790;-0.028027;-0.21515006;0.36559992;0.015894;0.013062
178;112.5;-247.50;-112.50;50;-0.22509990;0.36390008;0.014062;-0.024949;-0.22515004;0.37414992;0.070972;0.010557
179;90;-270.00;-22.50;50;-0.22429992;0.37114990;0.011392;-0.012529;-0.22784996;0.37239992;0.078740;-0.001785
180;315;-45.00;-45.00;50;-0.21710000;0.37084990;0.067358;0.020564;-0.22175004;0.35934996;0.023608;-0.035046
181;45;45.00;90.00;50;-0.22794996;0.37249996;0.015144;0.012954;-0.21249998;0.36429996;0.068210;-0.028018
182;67.5;67.50;22.50;50;-0.22050000;0.35765008;0.008672;0.000696;-0.21785000;0.37474990;0.074709;-0.015647
183;180;180.00;112.50;50;-0.21690004;0.37295000;0.048171;-0.040955;-0.22935000;0.36545000;0.035891;0.026328
184;157.5;157.50;-22.50;50;-0.22389996;0.36740000;0.036001;-0.040244;-0.23099996;0.37194988;0.050859;0.026226
185;292.5;292.50;135.00;50;-0.22490000;0.38104972;0.070972;0.010464;-0.22215004;0.36914992;0.012405;-0.024810
186;202.5;202.50;-90.00;50;-0.22055006;0.37510000;0.061157;-0.036953;-0.22090000;0.36395000;0.023230;0.022058
187;135;135.00;-67.50;50;-0.22899996;0.36819992;0.024309;-0.035022;-0.21705002;0.36854988;0.063293;0.020249
188;247.5;247.50;112.50;50;-0.22205000;0.38224984;0.075874;-0.015332;-0.22254992;0.36739990;0.007593;0.001028
189;0;360.00;112.50;50;-0.22425004;0.38029988;0.038445;0.026677;-0.22065008;0.38009984;0.047710;-0.041003
190;22.5;382.50;22.50;50;-0.22705004;0.37294988;0.024026;0.021741;-0.21520000;0.38199984;0.059785;-0.036404
191;270;270.00;-112.50;50;-0.22444990;0.38209996;0.078889;-0.001636;-0.22249998;0.37504990;0.009314;-0.012192
192;337.5;337.50;67.50;50;-0.22444996;0.38739996;0.050142;0.026235;-0.21640008;0.37664968;0.033518;-0.040542
193;112.5;112.50;112.50;50;-0.22000000;0.36895000;0.013857;-0.025256;-0.21310004;0.38424988;0.070322;0.010728
194;270;270.00;157.50;50;-0.21259996;0.38550004;0.077500;-0.001870;-0.21185008;0.36719990;0.007554;-0.012424
195;292.5;292.50;22.50;50;-0.21670002;0.36779984;0.071021;0.010466;-0.22264998;0.37554990;0.013696;-0.024739
196;247.5;247.50;-45.00;50;-0.21610000;0.38149984;0.076465;-0.015444;-0.21629996;0.36595004;0.009229;0.000854
197;90;90.00;-157.50;50;-0.22739992;0.38084988;0.011270;-0.012515;-0.21985000;0.37704996;0.078369;-0.002209
198;45;45.00;-45.00;50;-0.22669996;0.38515000;0.017581;0.012747;-0.21945000;0.37854976;0.071846;-0.027820
199;0;0.00;-45.00;50;-0.22404996;0.37330000;0.039092;0.026958;-0.21534994;0.37744976;0.048086;-0.040999
200;202.5;-157.50;-157.50;50;-0.22210000;0.37674988;0.061611;-0.036621;-0.22840000;0.37309984;0.024509;0.022334
201;22.5;-337.50;-180.00;50;-0.22409990;0.37964976;0.026636;0.021963;-0.21955004;0.37314988;0.063242;-0.036741
202;67.5;-292.50;45.00;50;-0.22520004;0.38720000;0.011599;0.000969;-0.22310000;0.38725004;0.076453;-0.015342
203;180;-180.00;112.50;50;-0.21255002;0.38664984;0.049202;-0.041323;-0.23139996;0.37814996;0.039106;0.026384
204;225;-135.00;45.00;50;-0.22774992;0.38469992;0.071040;-0.027783;-0.22094998;0.37439996;0.012593;0.013235
205;135;-225.00;-90.00;50;-0.21439996;0.37189988;0.024004;-0.034653;-0.22160012;0.38884996;0.066257;0.020898
206;157.5;-202.50;22.50;50;-0.22124994;0.37954984;0.035742;-0.040916;-0.22849994;0.37964980;0.051423;0.025979
207;337.5;-382.50;-180.00;50;-0.21900000;0.39890012;0.053972;0.025618;-0.22195000;0.38649990;0.034741;-0.040642
208;315;-45.00;-45.00;50;-0.22009996;0.38374980;0.065100;0.020588;-0.22150006;0.38904996;0.022581;-0.035034
209;45;45.00;90.00;50;-0.21804994;0.39730004;0.014241;0.013713;-0.22929990;0.38464988;0.070474;-0.027849
210;67.5;67.50;22.50;50;-0.22285002;0.38375000;0.008359;0.000959;-0.21459990;0.37894976;0.075242;-0.015408
211;0;0.00;-67.50;50;-0.22284998;0.39820000;0.039797;0.026528;-0.22030000;0.38805008;0.047917;-0.041077
212;292.5;-67.50;-67.50;50;-0.22699990;0.38795004;0.072192;0.010417;-0.21380008;0.38965004;0.013274;-0.024866
213;202.5;-157.50;-90.00;50;-0.22720002;0.39655010;0.062817;-0.036846;-0.23699992;0.39175000;0.024912;0.022075
214;135;-225.00;-67.50;50;-0.23549992;0.39015010;0.024739;-0.034814;-0.22995000;0.40470010;0.063618;0.020425
215;225;-135.00;90.00;50;-0.22894998;0.40915012;0.071831;-0.027593;-0.22655002;0.39244990;0.015737;0.013779
216;112.5;-247.50;-112.50;50;-0.22859996;0.38324984;0.015063;-0.025090;-0.22354992;0.40485012;0.071846;0.010811
217;180;-180.00;67.50;50;-0.22444998;0.40385010;0.049900;-0.041091;-0.23524994;0.40070020;0.038162;0.027549
218;247.5;-112.50;67.50;50;-0.21800008;0.40265000;0.076484;-0.015288;-0.22469998;0.38370000;0.008267;0.001360
219;270;-90.00;22.50;50;-0.22424998;0.39290010;0.077200;-0.001836;-0.22970000;0.40335010;0.009094;-0.012266
