smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;292,5;14;-0,28117500;-0,27563214;-0,00554284;0,50249280;0,50710700;-0,00461423;25,91;25,91;0,00;0,03972220;0,05432513;-0,01460293;0,00501081;-0,01433088;0,01934169
CCW;315;18;-0,27246944;-0,26885556;-0,00361386;0,49883884;0,50401110;-0,00517225;26,04;26,05;-0,00;0,04437567;0,04892904;-0,00455337;0,00665351;-0,01619127;0,02284478
CCW;337,5;15;-0,27549336;-0,26709668;-0,00839669;0,50199664;0,50093656;0,00106007;26,03;26,03;0,00;0,04835042;0,04408772;0,00426270;0,00681022;-0,01629622;0,02310645
CW;0;14;-0,27301070;-0,26582858;-0,00718212;0,49897860;0,49403216;0,00494644;26,14;26,14;0,00;0,05339268;0,04032174;0,01307094;0,00490479;-0,01463239;0,01953718
CW;22,5;18;-0,27944720;-0,27410556;-0,00534165;0,50124436;0,49331384;0,00793052;26,00;26,00;-0,00;0,05591865;0,03719090;0,01872775;0,00181302;-0,01132026;0,01313327
CW;45;13;-0,27540772;-0,27568844;0,00028071;0,50403460;0,49784996;0,00618461;25,93;25,94;-0,01;0,05772292;0,03530217;0,02242075;-0,00235145;-0,00701454;0,00466309
CW;67,5;18;-0,27581942;-0,27627780;0,00045839;0,50443340;0,49734156;0,00709182;25,97;25,97;-0,00;0,05806668;0,03449965;0,02356703;-0,00714884;-0,00242445;-0,00472439
CW;90;10;-0,27061996;-0,27553502;0,00491506;0,49670996;0,49006996;0,00664002;26,04;26,05;-0,01;0,05575879;0,03667822;0,01908057;-0,01124341;0,00184644;-0,01308984
CW;112,5;10;-0,27276500;-0,27591504;0,00315002;0,50623990;0,50100492;0,00523496;26,03;26,03;0,00;0,05290796;0,04034668;0,01256128;-0,01454321;0,00507056;-0,01961377
CW;135;13;-0,27610768;-0,27797310;0,00186542;0,49833076;0,50156916;-0,00323841;26,05;26,04;0,01;0,04862436;0,04395846;0,00466590;-0,01625056;0,00673077;-0,02298133
CW;157,5;13;-0,27143844;-0,27736540;0,00592694;0,49941532;0,50237300;-0,00295764;26,01;26,00;0,00;0,04443002;0,04888784;-0,00445782;-0,01632493;0,00696871;-0,02329364
CW;180;16;-0,27380004;-0,28079060;0,00699055;0,49641250;0,49880300;-0,00239050;25,99;25,99;0,00;0,03938919;0,05319290;-0,01380371;-0,01446335;0,00509567;-0,01955902
CW;202,5;16;-0,27817190;-0,28432188;0,00614998;0,50165310;0,50632180;-0,00466871;25,90;25,90;0,00;0,03663238;0,05663437;-0,02000198;-0,01091309;0,00192383;-0,01283691
CW;225;13;-0,27921156;-0,27558848;-0,00362307;0,49309996;0,49695768;-0,00385770;26,04;26,03;0,02;0,03372108;0,05818904;-0,02446796;-0,00682523;-0,00236760;-0,00445763
CW;247,5;5;-0,27273002;-0,27213004;-0,00059998;0,49932990;0,50337000;-0,00404009;26,02;26,02;0,00;0,03494873;0,05890087;-0,02395214;-0,00210889;-0,00705859;0,00494971
CW;270;22;-0,28128642;-0,27864320;-0,00264323;0,49668180;0,50578624;-0,00910446;25,97;25,97;0,00;0,03650657;0,05673529;-0,02022872;0,00191462;-0,01109763;0,01301225
CW;292,5;16;-0,27810000;-0,27554688;-0,00255314;0,49577184;0,50325616;-0,00748429;25,95;25,95;-0,01;0,04028107;0,05341979;-0,01313872;0,00508453;-0,01425873;0,01934326
CW;315;14;-0,28642864;-0,28215000;-0,00427863;0,50334276;0,50294996;0,00039279;25,85;25,83;0,02;0,04421840;0,04891567;-0,00469727;0,00688721;-0,01596052;0,02284772
CW;337,5;14;-0,28377148;-0,27804998;-0,00572151;0,50771064;0,50393208;0,00377858;25,89;25,90;-0,00;0,04787214;0,04461966;0,00325248;0,00689244;-0,01626186;0,02315430
