smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;tA;axA;ayA;xC;yC;tC;axC;ayC
CW;29;112.5;-247.50;45.00;50;-0.25605002;0.51359976;26.03;0.053992;-0.014426;-0.25790006;0.51094984;26.06;0.040513;0.004753
CCW;30;337.5;-382.50;-135.00;50;-0.25680012;0.50874996;25.98;0.049341;0.006672;-0.26135000;0.50489980;26.06;0.044817;-0.016436
CW;31;112.5;-247.50;135.00;50;-0.24959998;0.51929980;26.08;0.054316;-0.014961;-0.25990010;0.49629984;26.06;0.040588;0.004895
CCW;32;315;-45.00;-45.00;50;-0.27189994;0.51140000;26.09;0.043159;0.006770;-0.26540000;0.50634980;26.07;0.049487;-0.016475
CW;33;22.5;22.50;67.50;50;-0.25365008;0.50724990;26.10;0.057927;0.002051;-0.26210000;0.49829996;26.10;0.037087;-0.011819
CW;34;67.5;67.50;45.00;50;-0.26270004;0.51719990;26.10;0.058811;-0.006804;-0.25815008;0.49634988;26.08;0.036721;-0.002688
CCW;35;22.5;22.50;-45.00;50;-0.25940004;0.51034990;26.10;0.056340;0.002090;-0.24604996;0.51209970;26.10;0.037356;-0.011921
CCW;36;337.5;-22.50;-45.00;50;-0.24659996;0.50939990;26.12;0.048350;0.006870;-0.25160006;0.50525000;26.14;0.045110;-0.016272
CCW;37;292.5;-67.50;-45.00;50;-0.26780000;0.51599984;26.10;0.039536;0.004292;-0.25170000;0.51159990;26.10;0.053623;-0.014871
CW;38;67.5;67.50;135.00;50;-0.23879992;0.50704980;26.16;0.057693;-0.006570;-0.25324996;0.49740004;26.18;0.035693;-0.003481
CCW;39;315;-45.00;-112.50;50;-0.26010000;0.51189976;26.25;0.044556;0.006726;-0.25655016;0.49840012;26.18;0.049375;-0.016458
CCW;40;157.5;-202.50;-157.50;50;-0.24769992;0.50804970;26.18;0.044539;-0.016648;-0.25670008;0.51204984;26.21;0.049067;0.006606
CCW;41;22.5;-337.50;-135.00;50;-0.25299996;0.49939988;26.27;0.054636;0.001572;-0.25724998;0.49729984;26.28;0.035789;-0.012222
CCW;42;315;-45.00;-45.00;50;-0.26615004;0.49490010;26.30;0.043796;0.006436;-0.24874998;0.50854984;26.28;0.049783;-0.016108
CW;43;45;45.00;90.00;50;-0.26110000;0.50714992;26.30;0.060732;-0.002537;-0.26125002;0.50074992;26.25;0.037048;-0.007981
CCW;44;270;-90.00;-135.00;50;-0.26540002;0.50655000;26.24;0.035669;0.001426;-0.25435016;0.51214990;26.30;0.055669;-0.011099
CCW;45;90;-270.00;-180.00;50;-0.25545008;0.50989984;26.27;0.056077;-0.011528;-0.25725000;0.49490016;26.19;0.035813;0.000994
CCW;46;270;-90.00;-90.00;50;-0.25655000;0.50145000;26.20;0.036406;0.001135;-0.26090002;0.50934980;26.26;0.056824;-0.011699
CCW;47;90;-270.00;-180.00;50;-0.24574990;0.51070000;26.25;0.056316;-0.011638;-0.26225010;0.48905004;26.24;0.036987;0.001550
CCW;48;315;-45.00;-45.00;50;-0.27179996;0.48835008;26.24;0.044949;0.006221;-0.25114998;0.50904980;26.22;0.048657;-0.016221
CCW;49;202.5;-157.50;-112.50;50;-0.26685002;0.49524988;26.22;0.035605;-0.011582;-0.26560010;0.49849984;26.30;0.056116;0.001868
CW;50;247.5;-112.50;45.00;50;-0.26289996;0.50819992;26.30;0.034841;-0.002410;-0.25645000;0.50594980;26.32;0.058494;-0.007297
CCW;51;135;-225.00;-112.50;50;-0.25215006;0.49575000;26.30;0.049858;-0.016711;-0.26170010;0.48680016;26.31;0.046484;0.006643
CW;52;157.5;-202.50;22.50;50;-0.24675000;0.50144990;26.30;0.043875;-0.016831;-0.26205004;0.49964996;26.30;0.047676;0.006616
CCW;53;337.5;-382.50;-180.00;50;-0.26525004;0.49180000;26.30;0.048071;0.006584;-0.26370004;0.49675016;26.30;0.043560;-0.016409
CW;54;135;-225.00;157.50;50;-0.25160004;0.50029992;26.30;0.049839;-0.016331;-0.26580004;0.50904990;26.31;0.043196;0.006274
CCW;55;315;-45.00;-45.00;50;-0.25890010;0.48889990;26.32;0.045142;0.006580;-0.26845000;0.50539992;26.32;0.049468;-0.016384
CCW;56;157.5;-202.50;-157.50;50;-0.25735000;0.48984992;26.30;0.043962;-0.016709;-0.26005006;0.50045010;26.30;0.048999;0.006538
CCW;57;67.5;-292.50;-90.00;50;-0.26200000;0.49819988;26.30;0.056702;-0.007795;-0.25695008;0.48785004;26.30;0.034580;-0.002422
CW;58;225;-135.00;157.50;50;-0.27239992;0.49240000;26.30;0.034832;-0.007283;-0.25880006;0.50135000;26.30;0.058652;-0.002622
CW;59;0;0.00;135.00;50;-0.26255006;0.49435000;26.31;0.053953;0.005022;-0.25940000;0.50019990;26.30;0.039734;-0.015405
CCW;60;292.5;-67.50;-67.50;50;-0.26189998;0.49520008;26.33;0.040107;0.005024;-0.25415004;0.49955004;26.31;0.052849;-0.014978
CCW;61;247.5;-112.50;-45.00;50;-0.26550000;0.49634990;26.34;0.033464;-0.002595;-0.26490010;0.50729980;26.34;0.058464;-0.007192
CCW;62;180;-180.00;-67.50;50;-0.26020002;0.49825000;26.36;0.039299;-0.014653;-0.27090008;0.49800016;26.31;0.053315;0.004458
CW;63;337.5;-22.50;157.50;50;-0.26770002;0.49350016;26.31;0.048628;0.006458;-0.25845016;0.49840004;26.30;0.044204;-0.016882
CW;64;0;0.00;22.50;50;-0.27030000;0.49535000;26.31;0.054524;0.005066;-0.25190002;0.49120004;26.30;0.040935;-0.014895
CCW;65;225;-135.00;-135.00;50;-0.25525004;0.49610000;26.30;0.035259;-0.007319;-0.25155000;0.49080016;26.30;0.058289;-0.002537
CCW;66;67.5;-292.50;-157.50;50;-0.25490010;0.50140008;26.33;0.056240;-0.007180;-0.25495002;0.48880008;26.35;0.034216;-0.002209
CCW;67;337.5;-382.50;-90.00;50;-0.25665004;0.49255000;26.36;0.048127;0.006531;-0.24584990;0.49514996;26.31;0.043123;-0.016870
CW;68;67.5;-292.50;90.00;50;-0.26114996;0.49950004;26.42;0.057756;-0.007490;-0.26110000;0.48515000;26.38;0.034673;-0.002288
CCW;69;45;-315.00;-22.50;50;-0.26444998;0.50425004;26.47;0.057622;-0.002656;-0.25130000;0.48795004;26.38;0.035129;-0.007144
CCW;70;292.5;-67.50;-67.50;50;-0.26515004;0.48169996;26.34;0.040974;0.004937;-0.26220012;0.48949988;26.34;0.053528;-0.014426
CCW;71;135;-225.00;-157.50;50;-0.26085000;0.48359996;26.39;0.048887;-0.017026;-0.26705006;0.48794996;26.38;0.043984;0.006086
CW;72;247.5;-112.50;112.50;50;-0.26279998;0.49680016;26.35;0.034280;-0.002441;-0.25794998;0.49080020;26.33;0.057729;-0.007297
CW;73;270;-90.00;22.50;50;-0.26410000;0.47449988;26.38;0.037549;0.002002;-0.24960002;0.49470000;26.41;0.055886;-0.011960
CW;74;270;-90.00;0.00;50;-0.26050008;0.48770000;26.33;0.036719;0.001838;-0.26345004;0.49010004;26.38;0.054927;-0.011287
CCW;75;202.5;-157.50;-67.50;50;-0.25855002;0.48790020;26.43;0.036233;-0.011738;-0.25630006;0.48860004;26.43;0.056553;0.001536
CW;76;0;0.00;157.50;50;-0.25645000;0.49300020;26.40;0.054165;0.004753;-0.24980002;0.48395004;26.44;0.040134;-0.014536
CW;77;112.5;112.50;112.50;50;-0.27595004;0.49380004;26.36;0.053586;-0.014365;-0.26305008;0.49219990;26.36;0.039141;0.005032
CCW;78;90;90.00;-22.50;50;-0.26844996;0.50294990;26.32;0.056172;-0.011440;-0.26634996;0.48644992;26.35;0.037043;0.001921
CCW;79;270;-90.00;-180.00;50;-0.26090002;0.48440016;26.34;0.036514;0.001614;-0.26219994;0.49174992;26.37;0.057102;-0.011633
CCW;80;135;-225.00;-135.00;50;-0.25715014;0.49050004;26.37;0.048711;-0.017153;-0.27049994;0.48460004;26.34;0.042805;0.006531
CW;81;202.5;-157.50;67.50;50;-0.26989996;0.49499990;26.34;0.036907;-0.011433;-0.26545004;0.49450008;26.32;0.055791;0.001965
CCW;82;22.5;-337.50;-180.00;50;-0.28229996;0.49270004;26.34;0.055588;0.001907;-0.27315004;0.49599990;26.36;0.036140;-0.011011
CW;83;45;-315.00;22.50;50;-0.26720000;0.49360012;26.34;0.058838;-0.002483;-0.25940000;0.49255004;26.31;0.034189;-0.007246
CCW;84;337.5;-382.50;-67.50;50;-0.26924990;0.48869988;26.31;0.047983;0.006611;-0.26069996;0.49320004;26.34;0.043503;-0.016375
CW;85;112.5;-247.50;135.00;50;-0.26410002;0.49105004;26.32;0.052395;-0.014841;-0.26459992;0.49160004;26.31;0.041206;0.005110
CW;86;112.5;-247.50;0.00;50;-0.26000004;0.50189968;26.30;0.051633;-0.015234;-0.26549998;0.49524992;26.28;0.039231;0.004873
CW;87;180;-180.00;67.50;50;-0.25785004;0.49200008;26.30;0.039260;-0.014805;-0.27119996;0.48909984;26.29;0.053103;0.005068
CCW;88;67.5;-292.50;-112.50;50;-0.27764988;0.49340008;26.30;0.057522;-0.007227;-0.25790012;0.48340010;26.29;0.035002;-0.002395
CW;89;67.5;-292.50;0.00;50;-0.27044996;0.50324990;26.30;0.056785;-0.007476;-0.26190008;0.48945004;26.30;0.034827;-0.002427
CW;90;90;-270.00;22.50;50;-0.26584990;0.50344990;26.30;0.054646;-0.012148;-0.27414996;0.49584996;26.30;0.036577;0.001765
CW;91;180;-180.00;90.00;50;-0.26475000;0.48449990;26.29;0.038154;-0.015122;-0.26964990;0.50110008;26.25;0.052224;0.004805
CW;92;292.5;-67.50;112.50;50;-0.26540002;0.49315000;26.24;0.039507;0.005007;-0.26389998;0.49820004;26.30;0.053191;-0.014299
CCW;93;112.5;-247.50;-180.00;50;-0.26630002;0.49470008;26.30;0.051995;-0.014934;-0.26675016;0.48850000;26.30;0.039548;0.004905
CW;94;180;-180.00;67.50;50;-0.27185002;0.49415012;26.30;0.038120;-0.014514;-0.27385000;0.49534996;26.29;0.052410;0.005127
CCW;95;112.5;-247.50;-67.50;50;-0.26225004;0.48920030;26.30;0.051252;-0.015225;-0.26690004;0.48094996;26.30;0.039292;0.004946
CW;96;157.5;-202.50;45.00;50;-0.26534998;0.48454992;26.28;0.043245;-0.016641;-0.27049990;0.49014992;26.25;0.048579;0.006838
CW;97;225;-135.00;67.50;50;-0.27035000;0.48174996;26.27;0.033933;-0.007354;-0.27425004;0.49775000;26.30;0.057747;-0.002783
CW;98;292.5;-67.50;67.50;50;-0.27109996;0.48774996;26.30;0.040439;0.004819;-0.26015008;0.48775000;26.26;0.052593;-0.014824
CW;99;67.5;67.50;135.00;50;-0.26575002;0.48575010;26.28;0.057581;-0.007388;-0.26430000;0.47829992;26.25;0.033760;-0.003030
CCW;100;315;-45.00;-112.50;50;-0.26599996;0.48734992;26.29;0.044111;0.006140;-0.26210004;0.49120000;26.28;0.049001;-0.016121
CW;101;0;0.00;45.00;50;-0.26655004;0.49230008;26.30;0.053428;0.004436;-0.25955004;0.48544992;26.30;0.038933;-0.014705
CCW;102;270;-90.00;-90.00;50;-0.27329996;0.49340000;26.29;0.035513;0.001746;-0.27050004;0.50244990;26.28;0.058684;-0.010867
CW;103;22.5;22.50;112.50;50;-0.26190000;0.49165000;26.24;0.056304;0.001223;-0.27440000;0.49279990;26.22;0.036406;-0.011377
CW;104;67.5;67.50;45.00;50;-0.26955004;0.49705000;26.23;0.057646;-0.007620;-0.27474990;0.49000004;26.23;0.033865;-0.002573
CCW;105;315;-45.00;-112.50;50;-0.26989996;0.49445008;26.26;0.042131;0.006543;-0.27084994;0.50049996;26.28;0.048887;-0.015991
CCW;106;247.5;-112.50;-67.50;50;-0.25325000;0.48590008;26.26;0.033799;-0.002268;-0.27344992;0.48725004;26.29;0.058137;-0.007258
CW;107;0;0.00;112.50;50;-0.27464986;0.49664990;26.23;0.053921;0.005347;-0.26545004;0.48505000;26.23;0.040691;-0.014763
CCW;108;315;-45.00;-45.00;50;-0.27334994;0.48725020;26.20;0.044016;0.006826;-0.27729996;0.49640012;26.30;0.049663;-0.016333
CCW;109;202.5;-157.50;-112.50;50;-0.26620000;0.49360004;26.27;0.036033;-0.010989;-0.27015000;0.49410004;26.25;0.055918;0.001770
CCW;110;112.5;-247.50;-90.00;50;-0.26060000;0.50439980;26.26;0.051475;-0.014800;-0.27375004;0.49479996;26.22;0.038757;0.004844
CCW;111;315;-45.00;-45.00;50;-0.26335010;0.48585004;26.19;0.045190;0.006682;-0.26669996;0.49760000;26.28;0.049282;-0.016375
CW;112;22.5;22.50;67.50;50;-0.27915000;0.50045000;26.22;0.055042;0.001799;-0.27324998;0.49594984;26.28;0.037412;-0.011560
CW;113;135;135.00;112.50;50;-0.27390004;0.48030004;26.23;0.048269;-0.015994;-0.28129996;0.49370004;26.22;0.045735;0.006545
CCW;114;337.5;-22.50;-157.50;50;-0.28295000;0.50059990;26.17;0.047107;0.006790;-0.25580016;0.49570000;26.15;0.045129;-0.016458
CW;115;22.5;22.50;45.00;50;-0.27900004;0.49795010;26.19;0.056287;0.001331;-0.26735000;0.49630004;26.23;0.036748;-0.011572
CW;116;22.5;22.50;0.00;50;-0.26825004;0.49105004;26.23;0.055469;0.001433;-0.26619992;0.49585004;26.16;0.036812;-0.011680
CW;117;67.5;67.50;45.00;50;-0.27624998;0.49800000;26.19;0.058015;-0.007310;-0.27575000;0.49625008;26.20;0.034229;-0.002791
CW;118;135;135.00;67.50;50;-0.27469992;0.49274990;26.19;0.049854;-0.016370;-0.27314990;0.50559980;26.17;0.043833;0.006611
CCW;119;90;90.00;-45.00;50;-0.27059992;0.49550004;26.16;0.055520;-0.011335;-0.26514998;0.49779996;26.25;0.036938;0.002197
CCW;120;22.5;22.50;-67.50;50;-0.26229998;0.49534996;26.16;0.056367;0.001638;-0.27524996;0.48239992;26.22;0.035906;-0.011191
CCW;121;292.5;-67.50;-90.00;50;-0.27210000;0.49100004;26.16;0.038481;0.004739;-0.27159996;0.49709988;26.20;0.053376;-0.014382
CW;122;0;0.00;67.50;50;-0.27135004;0.50275010;26.18;0.051914;0.004690;-0.27304996;0.48980004;26.19;0.040532;-0.014697
CW;123;90;90.00;90.00;50;-0.26664996;0.50005000;26.23;0.058101;-0.011338;-0.26280008;0.50230000;26.23;0.037219;0.001831
CCW;124;45;45.00;-45.00;50;-0.26590002;0.49555004;26.23;0.058704;-0.002473;-0.27465008;0.48130008;26.19;0.034756;-0.007029
CW;125;202.5;202.50;157.50;50;-0.27064994;0.49025016;26.20;0.035667;-0.011423;-0.28279996;0.49024980;26.27;0.056353;0.001831
CCW;126;112.5;112.50;-90.00;50;-0.26860000;0.49745000;26.23;0.052544;-0.014717;-0.28310000;0.49459992;26.14;0.039934;0.005422
CCW;127;45;45.00;-67.50;50;-0.27494994;0.49625020;26.22;0.059011;-0.002542;-0.26419996;0.49195004;26.21;0.033843;-0.006797
CW;128;180;180.00;135.00;50;-0.25840008;0.50694980;26.17;0.041755;-0.014797;-0.26455004;0.49714990;26.15;0.052532;0.004963
CCW;129;112.5;112.50;-67.50;50;-0.26660004;0.50659984;26.10;0.053623;-0.015034;-0.27075000;0.49410020;26.15;0.039595;0.005073
CW;130;225;225.00;112.50;50;-0.27619994;0.48124984;26.12;0.030427;-0.006824;-0.26874996;0.49085000;26.17;0.059368;-0.002695
CCW;131;67.5;67.50;-157.50;50;-0.27425000;0.51644976;26.16;0.057549;-0.007253;-0.27045006;0.48515000;26.18;0.033501;-0.002607
CW;132;202.5;202.50;135.00;50;-0.26215010;0.48840000;26.16;0.036279;-0.011101;-0.26635006;0.49359992;26.17;0.055955;0.001519
CCW;133;112.5;112.50;-90.00;50;-0.26969992;0.49335008;26.13;0.052832;-0.014561;-0.26610008;0.48114992;26.14;0.038987;0.004924
CCW;134;45;45.00;-67.50;50;-0.27120000;0.50019990;26.15;0.059875;-0.002822;-0.28230004;0.48264992;26.19;0.033850;-0.007039
CCW;135;315;-45.00;-90.00;50;-0.27699998;0.47934996;26.20;0.048586;0.006316;-0.26709996;0.50690000;26.18;0.048289;-0.016418
CW;136;45;45.00;90.00;50;-0.27589998;0.49685012;26.23;0.058489;-0.002786;-0.27014990;0.49850004;26.21;0.038374;-0.007009
CW;137;135;135.00;90.00;50;-0.27325000;0.49845010;26.22;0.048083;-0.016260;-0.27294996;0.49395000;26.22;0.044338;0.006902
CCW;138;45;45.00;-90.00;50;-0.27955002;0.49990000;26.18;0.063125;-0.002573;-0.27409992;0.48290004;26.16;0.035107;-0.006980
CCW;139;0;0.00;-45.00;50;-0.26690004;0.49235000;26.12;0.053574;0.005083;-0.28040004;0.48964984;26.13;0.042473;-0.014666
CCW;140;337.5;-22.50;-22.50;50;-0.27379996;0.49165012;26.21;0.048003;0.006787;-0.27784994;0.49469992;26.18;0.043467;-0.016406
CCW;141;225;-135.00;-112.50;50;-0.26015004;0.48854996;26.23;0.033904;-0.006616;-0.27134994;0.49439990;26.18;0.058303;-0.002559
CCW;142;112.5;-247.50;-112.50;50;-0.27294996;0.49964990;26.18;0.052114;-0.014810;-0.27064996;0.49824992;26.21;0.039502;0.005164
CW;143;202.5;-157.50;90.00;50;-0.27335000;0.49730000;26.14;0.035920;-0.010652;-0.26950002;0.49535012;26.15;0.055649;0.001943
CW;144;292.5;-67.50;90.00;50;-0.27719998;0.48890020;26.20;0.038865;0.005374;-0.26915002;0.49720000;26.23;0.054692;-0.014421
CW;145;0;0.00;67.50;50;-0.26849994;0.50209980;26.19;0.051787;0.004958;-0.26050004;0.49795004;26.19;0.040049;-0.014385
CW;146;22.5;22.50;22.50;50;-0.27939996;0.49600000;26.21;0.055457;0.002053;-0.26525000;0.48184990;26.18;0.036011;-0.011067
CCW;147;247.5;-112.50;-135.00;50;-0.27364992;0.48550000;26.19;0.034373;-0.002241;-0.26785004;0.49345000;26.24;0.057971;-0.006692
CCW;148;112.5;-247.50;-135.00;50;-0.26300004;0.50000008;26.21;0.052104;-0.014973;-0.27499998;0.49055000;26.16;0.040244;0.005535
CW;149;270;-90.00;157.50;50;-0.26835000;0.47794996;26.29;0.032405;0.001943;-0.27219988;0.50819992;26.27;0.056956;-0.011003
CW;150;0;0.00;90.00;50;-0.28319996;0.49845000;26.18;0.055110;0.004805;-0.26609990;0.50329996;26.23;0.040420;-0.014531
CCW;151;202.5;-157.50;-157.50;50;-0.27179990;0.49834988;26.25;0.036060;-0.011443;-0.26875000;0.50144992;26.15;0.055930;0.001829
CCW;152;22.5;-337.50;-180.00;50;-0.27240002;0.49450000;26.26;0.055513;0.001580;-0.27744996;0.48915016;26.18;0.036099;-0.011260
CW;153;45;-315.00;22.50;50;-0.26815000;0.49109992;26.22;0.056929;-0.002896;-0.27134994;0.49070000;26.18;0.036602;-0.007253
CW;154;157.5;-202.50;112.50;50;-0.27030006;0.48695000;26.18;0.043098;-0.016470;-0.27684996;0.49744996;26.21;0.048899;0.006575
CCW;155;67.5;-292.50;-90.00;50;-0.28605004;0.49139990;26.22;0.057295;-0.007993;-0.27779996;0.49185000;26.26;0.033901;-0.002878
CCW;156;247.5;-112.50;-112.50;50;-0.26510004;0.49940000;26.21;0.035635;-0.002588;-0.27664996;0.48635010;26.12;0.057905;-0.007695
CW;157;337.5;-22.50;90.00;50;-0.28575010;0.49665000;26.23;0.048633;0.006704;-0.26639998;0.48929980;26.17;0.043701;-0.016963
CW;158;337.5;-22.50;0.00;50;-0.27320004;0.48520008;26.16;0.047859;0.006521;-0.26790004;0.48785000;26.18;0.043506;-0.016589
CCW;159;225;-135.00;-112.50;50;-0.27110000;0.48794996;26.22;0.033025;-0.007131;-0.28360004;0.51179980;26.13;0.060535;-0.002566
CCW;160;45;-315.00;-180.00;50;-0.26879992;0.49260008;26.18;0.054592;-0.002766;-0.27980004;0.48654988;26.20;0.035964;-0.007007
CCW;161;270;-90.00;-90.00;50;-0.26930008;0.46999990;26.17;0.037632;0.001760;-0.27560002;0.49229992;26.18;0.056902;-0.011470
CCW;162;112.5;-247.50;-157.50;50;-0.27624998;0.49294990;26.15;0.052024;-0.015342;-0.27699996;0.48114992;26.26;0.039922;0.004727
CW;163;180;-180.00;67.50;50;-0.27284998;0.48715008;26.27;0.038755;-0.014570;-0.27750004;0.48734980;26.23;0.054229;0.005417
CCW;164;157.5;-202.50;-22.50;50;-0.26834996;0.49990010;26.28;0.043530;-0.016492;-0.28310000;0.48339996;26.29;0.048674;0.006350
CW;165;202.5;-157.50;45.00;50;-0.27029994;0.48189996;26.27;0.037004;-0.011025;-0.28465010;0.48835000;26.26;0.056338;0.001582
CCW;166;22.5;-337.50;-180.00;50;-0.27974996;0.48920010;26.25;0.055227;0.001499;-0.26865000;0.49220000;26.30;0.036116;-0.011326
CW;167;135;-225.00;112.50;50;-0.27794990;0.49589976;26.27;0.048179;-0.016743;-0.28170002;0.49645000;26.23;0.044385;0.006465
CW;168;292.5;-67.50;157.50;50;-0.27685000;0.48360000;26.25;0.039360;0.004900;-0.27164996;0.48755004;26.22;0.053567;-0.014651
CW;169;90;90.00;157.50;50;-0.26449996;0.48684992;26.24;0.055251;-0.010974;-0.28189996;0.48440004;26.17;0.033501;0.001838
CCW;170;67.5;67.50;-22.50;50;-0.27964996;0.47594980;26.27;0.057505;-0.007153;-0.27104996;0.49035020;26.22;0.033931;-0.002617
CCW;171;337.5;-22.50;-90.00;50;-0.28730002;0.48590000;26.21;0.048381;0.006660;-0.27095002;0.48579992;26.23;0.044426;-0.016558
CW;172;22.5;22.50;45.00;50;-0.27799994;0.49050008;26.23;0.055466;0.001667;-0.27005008;0.47705010;26.23;0.036289;-0.011833
CW;173;135;135.00;112.50;50;-0.28794996;0.49485000;26.28;0.050481;-0.016240;-0.28310004;0.50839990;26.21;0.045662;0.006157
CW;174;270;270.00;135.00;50;-0.28149998;0.49174990;26.28;0.037480;0.001792;-0.27844998;0.49685000;26.16;0.057327;-0.011382
CW;175;67.5;67.50;67.50;50;-0.27895000;0.48640010;26.13;0.057429;-0.007869;-0.27594996;0.48815010;26.16;0.034006;-0.003035
CCW;176;45;45.00;-22.50;50;-0.27969998;0.49580000;26.24;0.057034;-0.002966;-0.27955010;0.49340000;26.23;0.035488;-0.007664
CW;177;112.5;112.50;67.50;50;-0.27485000;0.50599980;26.24;0.051929;-0.014707;-0.28094992;0.49020000;26.18;0.039377;0.004604
CW;178;225;225.00;112.50;50;-0.25984996;0.47604984;26.24;0.032280;-0.006951;-0.26944996;0.48405010;26.12;0.057546;-0.002524
CW;179;337.5;337.50;112.50;50;-0.27729996;0.49230004;26.19;0.047822;0.006555;-0.27269996;0.48134984;26.22;0.045884;-0.016633
CCW;180;180;180.00;-157.50;50;-0.26904990;0.49674984;26.22;0.039573;-0.014927;-0.27330000;0.48530008;26.24;0.054092;0.004863
CCW;181;135;135.00;-45.00;50;-0.26880000;0.49499992;26.24;0.045522;-0.016458;-0.28535010;0.48840000;26.26;0.044583;0.006726
CW;182;180;180.00;45.00;50;-0.26184994;0.48075010;26.28;0.037422;-0.015225;-0.27789998;0.49439988;26.27;0.054075;0.005110
CCW;183;45;45.00;-135.00;50;-0.27165002;0.49180008;26.25;0.059495;-0.002280;-0.26760000;0.47854996;26.20;0.030186;-0.006836
CCW;184;292.5;-67.50;-112.50;50;-0.27299994;0.48255000;26.17;0.038718;0.005139;-0.27095002;0.48794988;26.18;0.051892;-0.014412
