smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;200;3;-0,4663;-0,46988324;0,00358322;0,6632833;0,66591676;-0,00263345;22,88;22,89;0;0,0157666;0,06500407;-0,04923747;0,00190837;0,01084961;-0,00894124
CCW;210;6;-0,46499152;-0,46974996;0,00475842;0,6593584;0,66217492;-0,00281656;22,88;22,88;0;0,01547038;0,06545817;-0,04998779;0,00610636;0,0067159;-0,00060954
CCW;220;8;-0,46587492;-0,46476864;-0,00110629;0,66303752;0,66620004;-0,0031625;22,87;22,89;-0,02;0,01574646;0,06481934;-0,04907288;0,01062927;0,00216217;0,0084671
CCW;230;5;-0,46485988;-0,46525988;0,00040001;0,63618004;0,63476;0,00142002;23,25;23,24;0;0,01648438;0,06363331;-0,04714893;0,01462646;-0,00251562;0,01714209
CCW;240;11;-0,4668999;-0,4655544;-0,00134549;0,6639955;0,6756092;-0,01161367;22,74;22,76;-0,01;0,01875311;0,06213557;-0,04338246;0,01860862;-0,00560991;0,02421853
CCW;250;5;-0,46427996;-0,4608198;-0,00346014;0,65551008;0,66797008;-0,01245999;22,92;22,95;-0,03;0,02095752;0,0589375;-0,03797998;0,02241748;-0,00995557;0,03237305
CCW;260;7;-0,4631784;-0,4662713;0,00309291;0,65817844;0,6657071;-0,00752866;22,95;22,94;0,01;0,0241068;0,05676165;-0,03265485;0,02534284;-0,01271205;0,0380549
CCW;270;5;-0,4636199;-0,46489988;0,00127998;0,6454699;0,64893996;-0,00347006;23,17;23,17;0;0,02717578;0,0523086;-0,02513282;0,02761914;-0,015521;0,04314014
CCW;280;9;-0,46683884;-0,4630277;-0,00381115;0,64907224;0,65762776;-0,00855553;23,01;23,03;-0,02;0,03119384;0,04939209;-0,01819824;0,02971273;-0,01724826;0,04696099
CCW;290;7;-0,46544988;-0,46254988;-0,0029;0,6449143;0,64945;-0,00453568;23,19;23,2;-0,02;0,0350565;0,04469168;-0,00963518;0,0305406;-0,01854492;0,04908552
CCW;300;10;-0,4641099;-0,46120484;-0,00290504;0,65885496;0,6665951;-0,00774014;22,91;22,89;0,02;0,04009815;0,04104101;-0,00094287;0,03140601;-0,01871289;0,0501189
CCW;310;5;-0,47021992;-0,4600798;-0,01014012;0,64792984;0,64678984;0,00114;23,15;23,16;-0,01;0,04374024;0,03630078;0,00743945;0,03074561;-0,01858594;0,04933155
CCW;320;10;-0,47204;-0,46414996;-0,00789005;0,66665;0,66684;-0,00019002;22,84;22,84;0;0,04865088;0,03218823;0,01646265;0,02997461;-0,01718384;0,04715845
CCW;330;1;-0,47024996;-0,46569984;-0,0045501;0,6287999;0,60875004;0,02004987;23,78;23,76;0,02;0,0521875;0,03126465;0,02092285;0,02862305;-0,0161792;0,04480224
CCW;340;4;-0,46458732;-0,4651125;0,00052518;0,64961252;0,65538748;-0,00577492;23,03;23,03;0;0,05627625;0,02479309;0,03148316;0,02547485;-0,01348572;0,03896057
CCW;350;6;-0,4660332;-0,46337484;-0,00265837;0,6576417;0,65790004;-0,00025833;23,04;23,02;0,02;0,0578479;0,02154337;0,03630453;0,02266846;-0,01006836;0,03273682
CW;0;6;-0,46697484;-0,46205828;-0,00491658;0,63333324;0,6365416;-0,00320834;23,35;23,34;0,01;0,06114502;0,01843872;0,0427063;0,0187089;-0,00704346;0,02575236
CW;10;9;-0,47025;-0,46345548;-0,00679451;0,65919996;0,6548722;0,00432777;22,98;22,97;0,01;0,06385145;0,01736844;0,04648302;0,01474989;-0,00313151;0,0178814
CW;20;5;-0,47441008;-0,46176988;-0,01264018;0,6496301;0,65156;-0,00192988;23,15;23,15;0;0,0646919;0,01553174;0,04916016;0,01061621;0,00145117;0,00916504
CW;30;6;-0,4640666;-0,46029976;-0,00376683;0,63451668;0,63274164;0,00177503;23,37;23,36;0,02;0,0646517;0,01562907;0,04902263;0,00619344;0,00543742;0,00075602
CW;40;4;-0,46972496;-0,4634374;-0,00628754;0,6635751;0,657125;0,00645012;22,91;22,92;-0,01;0,06460327;0,01613648;0,04846679;0,00236023;0,00961121;-0,00725098
CW;50;4;-0,4680875;-0,46752484;-0,00056267;0,6762999;0,670425;0,00587493;22,77;22,77;0;0,06351074;0,01776672;0,04574401;-0,00194214;0,01461121;-0,01655334
CW;60;3;-0,46759988;-0,46481656;-0,0027833;0,6695668;0,66568324;0,00388354;22,75;22,75;0;0,06271159;0,01938395;0,04332764;-0,00647461;0,01871419;-0,0251888
CW;70;10;-0,4649249;-0,46420484;-0,00072005;0,65399504;0,648265;0,00573003;23,08;23,09;-0,01;0,05919824;0,02038135;0,03881689;-0,00965503;0,02184937;-0,0315044
CW;80;6;-0,4620416;-0,46354152;0,00149992;0,64801676;0,645025;0,00299174;23,14;23,13;0,01;0,05610962;0,02346192;0,03264771;-0,01289551;0,02491007;-0,03780558
CW;90;7;-0,4577784;-0,46822844;0,01045001;0,6604072;0,6546214;0,00578576;22,98;22,98;0;0,05321812;0,02779227;0,02542585;-0,01527623;0,02777727;-0,0430535
CW;100;4;-0,46551232;-0,46739996;0,00188762;0,6636125;0,659425;0,00418746;22,91;22,92;-0,01;0,04894348;0,03261657;0,01632691;-0,01716553;0,02981872;-0,04698425
CW;110;7;-0,4660285;-0,4624856;-0,0035429;0,64362144;0,64467868;-0,00105721;23,23;23,22;0;0,0449707;0,03575614;0,00921456;-0,01871198;0,03054443;-0,04925642
CW;120;7;-0,46429996;-0,46371416;-0,00058579;0,65584296;0,6517;0,00414294;23,04;23,05;-0,01;0,04074254;0,0402982;0,00044434;-0,01897112;0,03101179;-0,04998291
CW;130;9;-0,4614999;-0,46662772;0,00512782;0,64064444;0,6353723;0,00527215;23,33;23,32;0,01;0,03553276;0,04414415;-0,00861138;-0,01876356;0,03044271;-0,04920627
CW;140;6;-0,46426652;-0,4691166;0,00485006;0,66616668;0,6620583;0,00410837;22,9;22,91;-0,01;0,03289266;0,04827067;-0,01537801;-0,01749512;0,02989461;-0,04738973
CW;150;4;-0,4626873;-0,4666874;0,0040001;0,6700501;0,6666126;0,00343746;22,76;22,77;-0,01;0,02841003;0,05380432;-0,02539429;-0,01545105;0,02823669;-0,04368775
CW;160;9;-0,46640544;-0,4666055;0,00020006;0,65271664;0,6477889;0,00492775;23,09;23,09;0;0,02423855;0,05666178;-0,03242324;-0,012889;0,02521322;-0,03810222
CW;170;4;-0,46129992;-0,46479988;0,00349995;0,65766264;0,6614;-0,00373739;22,99;22,98;0,01;0,02136474;0,05951966;-0,03815491;-0,01007446;0,02290528;-0,03297974
CW;180;5;-0,46352996;-0,46606988;0,0025399;0,65942;0,66297;-0,00354999;22,85;22,87;-0,03;0,01864697;0,06244776;-0,04380078;-0,00609912;0,01870703;-0,02480615
CW;190;3;-0,4599332;-0,46494992;0,00501674;0,6468333;0,6531167;-0,0062834;23,14;23,14;0;0,01649577;0,06387695;-0,04738118;-0,0026709;0,01558187;-0,01825277
CW;200;9;-0,4640998;-0,46567776;0,00157791;0,66222784;0,6639001;-0,00167221;22,91;22,92;-0,01;0,01604112;0,06550455;-0,04946343;0,0018731;0,01099528;-0,00912218
CW;210;10;-0,4640748;-0,46597996;0,00190517;0,661335;0,67128504;-0,00995004;22,82;22,83;-0,01;0,01557544;0,0657251;-0,05014966;0,0060542;0,00701123;-0,00095703
CW;220;7;-0,4604213;-0,46657852;0,00615725;0,6370142;0,63741416;-0,00039995;23,33;23,33;0;0,01479597;0,06394287;-0,0491469;0,01017264;0,00207659;0,00809605
CW;230;14;-0,46526424;-0,4626248;-0,00263944;0,6472822;0,6509393;-0,0036571;23,14;23,14;0,01;0,0163426;0,06379552;-0,04745292;0,01455758;-0,00215489;0,01671247
CW;240;8;-0,4671312;-0,47158744;0,00445625;0,649825;0,65511244;-0,00528747;23,09;23,09;0;0,01822937;0,06252015;-0,04429078;0,01860474;-0,00576233;0,02436707
CW;250;6;-0,46477488;-0,46575;0,0009751;0,64945;0,65823332;-0,00878334;23,07;23,05;0,02;0,02063884;0,06042318;-0,03978434;0,02179606;-0,00946737;0,03126343
CW;260;13;-0,46472688;-0,4670499;0,00232303;0,6486692;0,6545;-0,00583082;23,09;23,08;0,01;0,02378644;0,0573246;-0,03353816;0,02533222;-0,01259916;0,03793138
CW;270;5;-0,46344996;-0,46331996;-0,00013;0,65011996;0,65076008;-0,00064009;23,04;23,05;-0,01;0,02817969;0,05439551;-0,02621582;0,02756446;-0,01535986;0,04292432
CW;280;5;-0,46525992;-0,46407984;-0,00118008;0,6435801;0,64795008;-0,00436997;23,21;23,23;-0,03;0,03146728;0,04991455;-0,01844726;0,02962842;-0,01738184;0,04701026
CW;290;8;-0,46534364;-0,46211864;-0,00322503;0,64980624;0,6529062;-0,00309992;23,08;23,07;0,01;0,03587341;0,04512268;-0,00924927;0,03083832;-0,01876099;0,0495993
CW;300;3;-0,4663666;-0,4667832;0,00041658;0,64118324;0,6472833;-0,00610006;23,29;23,25;0,04;0,03958822;0,04090576;-0,00131754;0,03103272;-0,01904704;0,05007976
CW;310;9;-0,4626944;-0,46407768;0,0013833;0,6535167;0,6607332;-0,00721651;23;23;0;0,04516195;0,03671061;0,00845134;0,03117242;-0,01851563;0,04968804
CW;320;6;-0,468625;-0,45872484;-0,00990015;0,6483832;0,6542249;-0,00584167;23,08;23,09;0;0,04887492;0,03285156;0,01602336;0,02956299;-0,0171932;0,04675619
CW;330;11;-0,46569992;-0,4602317;-0,00546825;0,65206816;0,65578184;-0,00371373;23,05;23,04;0,01;0,05244673;0,02791837;0,02452837;0,02784246;-0,01573375;0,04357622
CW;340;5;-0,46307;-0,45390988;-0,0091601;0,6621901;0,6650801;-0,00288999;22,87;22,89;-0,02;0,05712109;0,02549512;0,03162598;0,02566602;-0,0135044;0,03917041
CW;350;4;-0,46941244;-0,46182484;-0,00758758;0,6616;0,655025;0,00657499;22,96;22,96;0;0,05896484;0,02192688;0,03703796;0,02275269;-0,01068115;0,03343384
