smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;tA;axA;ayA;xC;yC;tC;axC;ayC
CW;1;112.5;112.50;112.50;50;-0.40335004;0.58864990;26.03;0.059807;-0.014360;-0.39164990;0.56474996;26.10;0.034136;0.005093
CW;2;135;135.00;22.50;50;-0.37135000;0.55249996;26.10;0.054790;-0.018296;-0.36880020;0.53840030;26.13;0.039475;0.009255
CW;3;180;180.00;45.00;50;-0.34640000;0.51109980;26.21;0.045991;-0.019739;-0.34729984;0.52095010;26.24;0.051846;0.010422
CW;4;337.5;337.50;157.50;50;-0.33670000;0.50429992;26.20;0.045056;0.010730;-0.31879994;0.49849996;26.28;0.052678;-0.020159
CW;5;0;360.00;22.50;50;-0.32564998;0.47914992;26.26;0.051194;0.009854;-0.31594996;0.47605000;26.28;0.048533;-0.019993
CCW;6;292.5;292.50;-67.50;50;-0.31575006;0.48034990;26.30;0.033442;0.004033;-0.30299994;0.48285004;26.30;0.060708;-0.014346
CCW;7;157.5;157.50;-135.00;50;-0.30250000;0.47585000;26.30;0.047678;-0.020393;-0.31690004;0.47315000;26.30;0.044470;0.010493
CCW;8;22.5;22.50;-135.00;50;-0.30165002;0.47249988;26.32;0.056545;0.007251;-0.31640008;0.45815000;26.30;0.038120;-0.017656
CCW;9;202.5;-157.50;-180.00;50;-0.29655000;0.47284988;26.33;0.036887;-0.017117;-0.29974996;0.48775008;26.36;0.057498;0.006970
CCW;10;180;-180.00;-22.50;50;-0.30745000;0.46844984;26.37;0.036189;-0.019863;-0.30304996;0.46384992;26.32;0.046875;0.009656
CCW;11;67.5;-292.50;-112.50;50;-0.28910004;0.46859984;26.31;0.061328;-0.003242;-0.30609992;0.47209990;26.37;0.032417;-0.006702
CW;12;112.5;-247.50;45.00;50;-0.30090000;0.47190000;26.42;0.058291;-0.014519;-0.29650004;0.47600000;26.40;0.034849;0.004441
CCW;13;337.5;-382.50;-135.00;50;-0.30729994;0.47924996;26.53;0.045020;0.010291;-0.31440004;0.48484996;26.44;0.050017;-0.020347
CCW;14;315;-45.00;-45.00;50;-0.30150000;0.47234992;26.44;0.039150;0.008794;-0.28365004;0.47244988;26.48;0.054065;-0.018394
CW;15;112.5;112.50;157.50;50;-0.29335004;0.48024992;26.44;0.059436;-0.014492;-0.29180004;0.47950000;26.38;0.034199;0.004775
CW;16;247.5;247.50;135.00;50;-0.29400010;0.47354988;26.49;0.031033;-0.006509;-0.29470018;0.48080008;26.47;0.062141;-0.002878
CW;17;337.5;337.50;90.00;50;-0.30724990;0.48140004;26.50;0.043977;0.010413;-0.29810004;0.46944996;26.39;0.053262;-0.020017
