smer;azimut;n;xA_prumer;xC_prumer;diffx_prumer;yA_prumer;yC_prumer;diffy_prumer;tA_prumer;tC_prumer;difft_prumer;axA_prumer;axC_prumer;diffax_prumer;ayA_prumer;ayC_prumer;diffay_prumer
CCW;100;6;-0,44897492;-0,44959156;0,00061661;0,54951670;0,55674180;-0,00722510;25,09;25,10;-0,00;0,07145020;0,00237223;0,06907796;-0,00153076;0,01138306;-0,01291382
CCW;110;5;-0,44898988;-0,44587000;-0,00311989;0,53225004;0,54409000;-0,01183993;25,28;25,29;-0,01;0,06920166;0,00365137;0,06555030;-0,00760400;0,01761377;-0,02521778
CCW;120;6;-0,45204988;-0,44769992;-0,00434995;0,54338340;0,54855840;-0,00517499;25,13;25,10;0,04;0,06734253;0,00674479;0,06059774;-0,01330241;0,02293172;-0,03623413
CCW;130;9;-0,45029990;-0,44799440;-0,00230551;0,54102780;0,55022220;-0,00919443;25,18;25,19;-0,00;0,06325684;0,01028592;0,05297092;-0,01826253;0,02810086;-0,04636339
CCW;140;5;-0,44892988;-0,45153990;0,00261003;0,54983000;0,55145016;-0,00162011;25,10;25,12;-0,02;0,05891943;0,01529785;0,04362158;-0,02270850;0,03229492;-0,05500342
CCW;150;9;-0,45288880;-0,45061104;-0,00227776;0,53852780;0,54200000;-0,00347221;25,20;25,21;-0,01;0,05421522;0,02027642;0,03393880;-0,02603679;0,03590522;-0,06194200
CCW;160;7;-0,45317132;-0,44631420;-0,00685716;0,53557860;0,53995710;-0,00437850;25,31;25,30;0,00;0,04792828;0,02495815;0,02297014;-0,02849260;0,03810756;-0,06660016
CCW;170;9;-0,45291100;-0,44651664;-0,00639439;0,53554992;0,54530560;-0,00975567;25,22;25,23;-0,01;0,04223444;0,03104601;0,01118843;-0,03005507;0,03967231;-0,06972738
CCW;180;8;-0,45086868;-0,44767492;-0,00319374;0,54408116;0,54267496;0,00140619;25,19;25,19;-0,01;0,03636871;0,03730133;-0,00093262;-0,03051422;0,04033386;-0,07084808
CCW;190;5;-0,44942990;-0,45440992;0,00498003;0,53883000;0,53504000;0,00378996;25,24;25,24;-0,00;0,02918555;0,04390332;-0,01471777;-0,02976514;0,03951563;-0,06928076
CCW;200;8;-0,45194992;-0,44946240;-0,00248751;0,54348760;0,53848756;0,00500005;25,23;25,22;0,01;0,02421784;0,04947998;-0,02526214;-0,02839874;0,03790558;-0,06630432
CCW;210;9;-0,44955000;-0,44615000;-0,00340003;0,53593890;0,53162780;0,00431114;25,32;25,33;-0,01;0,01859321;0,05517633;-0,03658312;-0,02564046;0,03517144;-0,06081190
CCW;220;7;-0,45409276;-0,44754996;-0,00654280;0,54532856;0,54693580;-0,00160724;25,14;25,16;-0,02;0,01373535;0,05940151;-0,04566616;-0,02213762;0,03188930;-0,05402692
CCW;230;8;-0,44874368;-0,45031244;0,00156876;0,53778756;0,53475010;0,00303745;25,26;25,29;-0,03;0,00900726;0,06480469;-0,05579742;-0,01731476;0,02727142;-0,04458618
CCW;240;12;-0,45153740;-0,44532500;-0,00621241;0,53574160;0,53030416;0,00543749;25,33;25,33;-0,00;0,00569417;0,06748026;-0,06178609;-0,01222839;0,02216166;-0,03439006
CCW;250;6;-0,45061650;-0,44660820;-0,00400832;0,53921670;0,53792508;0,00129163;25,30;25,27;0,03;0,00312337;0,06998250;-0,06685912;-0,00687744;0,01672404;-0,02360148
CCW;260;2;-0,44724996;-0,44984990;0,00259995;0,54552510;0,54060008;0,00492501;25,28;25,29;-0,01;0,00248047;0,07237060;-0,06989014;-0,00067261;0,01035034;-0,01102295
CCW;270;7;-0,45084984;-0,45247850;0,00162867;0,55137140;0,54225720;0,00911421;25,11;25,13;-0,02;0,00084438;0,07186419;-0,07101981;0,00575544;0,00387800;0,00187744
CCW;280;7;-0,45304280;-0,45333568;0,00029290;0,54562148;0,54054290;0,00507855;25,18;25,17;0,01;0,00211147;0,07187326;-0,06976179;0,01135184;-0,00165492;0,01300677
CCW;290;5;-0,44990992;-0,44698996;-0,00291997;0,53915010;0,53563004;0,00352007;25,27;25,29;-0,01;0,00392090;0,07048291;-0,06656201;0,01730224;-0,00790576;0,02520801
CCW;300;8;-0,44964368;-0,45269364;0,00304997;0,55336250;0,54828760;0,00507492;25,06;25,07;-0,01;0,00669739;0,06777038;-0,06107300;0,02319306;-0,01339813;0,03659119
CCW;310;6;-0,44764996;-0,45031660;0,00266662;0,54216668;0,53894170;0,00322497;25,25;25,24;0,02;0,00931803;0,06358968;-0,05427165;0,02827392;-0,01813517;0,04640910
CCW;320;3;-0,44519992;-0,44598320;0,00078326;0,54903340;0,53790004;0,01113337;25,25;25,21;0,04;0,01404216;0,05921793;-0,04517578;0,03280599;-0,02248047;0,05528646
CCW;330;6;-0,44566664;-0,45139160;0,00572497;0,54211670;0,53936670;0,00274998;25,23;25,23;0,00;0,01915120;0,05428344;-0,03513224;0,03597616;-0,02589478;0,06187093
CCW;340;4;-0,44975000;-0,45158740;0,00183740;0,54942500;0,54195004;0,00747496;25,13;25,12;0,01;0,02466248;0,04874023;-0,02407776;0,03888062;-0,02862183;0,06750244
CCW;350;9;-0,44741664;-0,44919992;0,00178331;0,53836130;0,53910010;-0,00073880;25,23;25,20;0,02;0,03107910;0,04205594;-0,01097683;0,04009196;-0,03023817;0,07033014
CW;0;8;-0,44580000;-0,45063736;0,00483739;0,53732510;0,53724380;0,00008130;25,33;25,30;0,02;0,03735840;0,03652862;0,00082977;0,04008484;-0,03055145;0,07063630
CW;10;7;-0,44665712;-0,44808564;0,00142851;0,53152860;0,52849996;0,00302863;25,41;25,41;0,00;0,04403808;0,02982910;0,01420898;0,03966413;-0,02986642;0,06953056
CW;20;5;-0,44790992;-0,45431990;0,00640997;0,52709996;0,53641004;-0,00931007;25,38;25,39;-0,01;0,04987891;0,02513721;0,02474170;0,03798340;-0,02796875;0,06595214
CW;30;7;-0,44974996;-0,45047848;0,00072852;0,53612864;0,54378576;-0,00765711;25,26;25,25;0,01;0,05423165;0,01880650;0,03542515;0,03546980;-0,02535784;0,06082764
CW;40;4;-0,44493736;-0,45339990;0,00846255;0,53402510;0,53626264;-0,00223756;25,33;25,33;0,00;0,06014831;0,01383606;0,04631225;0,03155823;-0,02180481;0,05336304
CW;50;7;-0,44389996;-0,45344284;0,00954288;0,52942860;0,53823584;-0,00880724;25,32;25,31;0,01;0,06378209;0,01004848;0,05373361;0,02767473;-0,01756208;0,04523682
CW;60;11;-0,44656352;-0,45181360;0,00525007;0,53114548;0,53721370;-0,00606823;25,32;25,32;-0,00;0,06815962;0,00650124;0,06165838;0,02175382;-0,01240523;0,03415905
CW;70;4;-0,44881250;-0,45323750;0,00442499;0,53690016;0,54198760;-0,00508744;25,23;25,22;0,01;0,07070373;0,00395020;0,06675354;0,01684998;-0,00682617;0,02367615
CW;80;5;-0,44542004;-0,44625992;0,00083989;0,53502000;0,53861004;-0,00359005;25,37;25,36;0,01;0,07108594;0,00193896;0,06914698;0,01061084;-0,00070654;0,01131738
CW;90;6;-0,45194160;-0,45294164;0,00100005;0,54043340;0,54513336;-0,00469995;25,17;25,15;0,02;0,07208129;0,00162923;0,07045206;0,00435303;0,00551432;-0,00116130
CW;100;6;-0,45132492;-0,44974996;-0,00157499;0,54410832;0,54795844;-0,00385010;25,15;25,14;0,01;0,07161254;0,00296143;0,06865112;-0,00181519;0,01130412;-0,01311930
CW;110;5;-0,44761992;-0,45449996;0,00688004;0,53964010;0,55094000;-0,01129985;25,16;25,16;0,00;0,06914796;0,00489893;0,06424903;-0,00744531;0,01707080;-0,02451611
CW;120;2;-0,45797496;-0,45887488;0,00089991;0,54672504;0,55452516;-0,00780010;25,04;25,03;0,01;0,06742188;0,00712646;0,06029541;-0,01315186;0,02279907;-0,03595093
CW;130;17;-0,45101170;-0,44815580;-0,00285590;0,53869708;0,54296776;-0,00427067;25,21;25,21;0,01;0,06351677;0,01033979;0,05317699;-0,01821964;0,02765568;-0,04587532
CW;140;4;-0,45083736;-0,44771244;-0,00312492;0,54592516;0,54792510;-0,00199997;25,09;25,08;0,01;0,05966736;0,01495483;0,04471252;-0,02230347;0,03185120;-0,05415466
CW;150;3;-0,45174992;-0,44783320;-0,00391671;0,52895004;0,53608348;-0,00713342;25,32;25,30;0,02;0,05373372;0,02014079;0,03359294;-0,02605794;0,03544189;-0,06149984
CW;160;9;-0,45169432;-0,44780552;-0,00388882;0,53728890;0,54038340;-0,00309449;25,30;25,29;0,01;0,04834120;0,02522162;0,02311958;-0,02851156;0,03797200;-0,06648356
CW;170;4;-0,44967484;-0,45458748;0,00491261;0,52335000;0,52769992;-0,00434995;25,44;25,41;0,02;0,04219726;0,03162842;0,01056885;-0,02995544;0,03922180;-0,06917724
CW;180;5;-0,44873992;-0,44911996;0,00038004;0,53759990;0,53929996;-0,00170004;25,22;25,19;0,03;0,03582226;0,03712012;-0,00129785;-0,03064990;0,03996875;-0,07061865
CW;190;9;-0,44963884;-0,44422224;-0,00541660;0,53757224;0,54186124;-0,00428897;25,26;25,28;-0,01;0,02932210;0,04382704;-0,01450494;-0,02969808;0,03931152;-0,06900960
CW;200;7;-0,45239280;-0,44654280;-0,00584999;0,53448570;0,53474280;-0,00025707;25,31;25,30;0,01;0,02461007;0,04927699;-0,02466692;-0,02822789;0,03771484;-0,06594273
CW;210;8;-0,45305612;-0,44934990;-0,00370622;0,53767500;0,53773130;-0,00005627;25,28;25,31;-0,02;0,01838867;0,05517395;-0,03678528;-0,02560822;0,03504974;-0,06065796
CW;220;7;-0,45352848;-0,44871424;-0,00481421;0,54854284;0,54577150;0,00277138;25,18;25,17;0,01;0,01353236;0,06065570;-0,04712333;-0,02176374;0,03135184;-0,05311558
CW;230;15;-0,45175324;-0,44753996;-0,00421327;0,54264336;0,54205008;0,00059330;25,22;25,21;0,00;0,00963477;0,06471044;-0,05507568;-0,01743978;0,02715527;-0,04459506
CW;240;3;-0,45639992;-0,44748340;-0,00891653;0,53778340;0,53840000;-0,00061661;25,24;25,21;0,04;0,00603027;0,06795735;-0,06192708;-0,01225179;0,02242920;-0,03468099
CW;250;8;-0,44926244;-0,44812490;-0,00113755;0,53854390;0,53045000;0,00809389;25,36;25,36;-0,00;0,00335968;0,06989746;-0,06653778;-0,00680603;0,01652924;-0,02333527
CW;260;8;-0,45212490;-0,45151860;-0,00060627;0,54668752;0,54297500;0,00371253;25,17;25,18;-0,01;0,00223114;0,07215454;-0,06992340;-0,00061462;0,01030365;-0,01091827
CW;270;8;-0,45133124;-0,45016860;-0,00116265;0,54590630;0,53911876;0,00678754;25,23;25,25;-0,02;0,00159607;0,07265656;-0,07106048;0,00552277;0,00428833;0,00123444
CW;280;8;-0,44779370;-0,44746248;-0,00033122;0,53841876;0,53364370;0,00477505;25,31;25,30;0,01;0,00162872;0,07161407;-0,06998534;0,01181885;-0,00194305;0,01376190
CW;290;4;-0,44696240;-0,44924992;0,00228751;0,55506252;0,55092500;0,00413752;25,09;25,07;0,02;0,00345459;0,06919555;-0,06574096;0,01758850;-0,00764832;0,02523682
CW;300;7;-0,45096420;-0,45050708;-0,00045711;0,55095716;0,54629290;0,00466424;25,13;25,14;-0,01;0,00687012;0,06784703;-0,06097691;0,02297468;-0,01303746;0,03601214
CW;310;6;-0,45149990;-0,45287492;0,00137502;0,55168336;0,54558330;0,00610006;25,04;25,06;-0,02;0,01087687;0,06370849;-0,05283162;0,02814738;-0,01824504;0,04639242
CW;320;11;-0,45110896;-0,45226348;0,00115451;0,54650470;0,54371830;0,00278640;25,18;25,18;0,01;0,01468839;0,06002064;-0,04533225;0,03223655;-0,02240168;0,05463823
CW;330;7;-0,44986430;-0,45257132;0,00270703;0,54931430;0,54028576;0,00902855;25,15;25,15;0,01;0,01913190;0,05469796;-0,03556605;0,03599365;-0,02623570;0,06222935
CW;340;3;-0,44673324;-0,45819984;0,01146659;0,52758330;0,53288332;-0,00530004;25,37;25,38;-0,01;0,02601888;0,04832845;-0,02230957;0,03820963;-0,02839844;0,06660807
CW;350;6;-0,44886660;-0,45184150;0,00297490;0,54514180;0,54088336;0,00425845;25,18;25,17;0,00;0,03089640;0,04309123;-0,01219482;0,03984986;-0,03005290;0,06990276
